band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,390799019528792.25,341302624862315.06,446194557489849.56,5.981111531435575,3.9423978106048,7.893831589215476,1440.0
5,861986803825730.0,760268953910075.6,971634360059938.6,20.513369359196815,17.321753511336283,23.977243993680286,14400.0
8,182634081170201.7,157179737646795.34,211208888920732.3,30.720030953221475,22.0072870639813,41.297986914304566,27360.0
11,14086785757125.39,11415189660060.377,18736610267476.086,99.98921771744511,12.641331023164204,277.8667443256281,56160.0
14,558264202028808.75,520328652281943.5,599064505632241.4,5.4791430287864955,3.9929369561884513,7.632194592173268,112320.0
17,453577175222963.6,430562355245697.6,477835408821463.3,2.123033921309811,1.4424157285927826,3.7100790438153184,901440.0
20,19462578406633.1,18253244199031.527,21070874140505.723,5.475203415063895,2.113097224918582,22.886759208724385,1802880.0
23,6019357932344.343,5549967771142.477,6907291778195.086,14.917566379862617,3.168253594307137,84.34998164808785,14423040.0
26,296621041648.2369,278300492645.79706,316785977588.0884,4.3598386409190235,2.814088267695285,8.911490724086423,7211520.0
30,37811094129.99235,34771170807.91097,41332934725.56669,9.150008835298616,5.675529547548577,21.72915966393607,14423040.0
