band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,58064760.0,0.1,1.1,0.0034817714201361,50.0,0.11,0.7,1.5119450809240963e-05,0.001927953018703632,0.0,510333
5,58064760.0,0.1,0.4,0.0427813655879378,0.0,0.12,0.1,0.15071395713976649,0.040877026404482764,25.0,1117
8,58064760.0,0.2,0.1,0.0223774123325906,0.0,0.2,0.1,18491.1367003367,0.0223774123325906,0.0,3543
11,58064760.0,0.2,0.2,0.02553290412129,50.0,0.22,0.0,87139.53330027645,0.02409164802348418,0.0,3189
14,58064760.0,0.2,-0.4,0.0177365113751115,75.0,0.21,-0.5,61052.66345457224,0.01564150042849123,0.0,7972
18,58064760.0,0.2,-0.2,0.016546149683289,0.0,0.24,-0.4,44110.9083814569,0.014101503035654717,0.0,8968
21,58064760.0,0.2,-0.4,0.0148911492173913,25.0,0.26,-0.7,100000.0,0.01292442894293816,0.0,10630
24,58064760.0,0.2,-0.9,0.0072256908859415,0.0,0.24,-1.0,85661.46039928483,0.005044551568596345,0.0,71763
27,58064760.0,0.2,-1.0,0.0100796254895061,350.0,0.23,-1.1,39749.61036826366,0.008229889276284985,300.0,28351
31,58064760.0,0.3,-1.2,0.0304062473627558,500.0,0.4,-1.26,90535.82617456216,0.026972161348111756,400.0,2656
