band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.006330872151264366,0.005660819861634459,0.007222108672472344,20.09152587580871,8.301168578174002,54.15907889852896,99231.0
3,0.0037856469768739816,0.003244808263642124,0.004591068486309887,45.82436256830811,12.004292908600048,112.15152483342482,110499.0
5,2.1287566066216677,1.9430522181064385,2.320287989004844,9.899200139457484,8.736988543858082,11.148363702953327,1094491.0
6,1.5857533614804338,1.4498614914539436,1.7255754109321135,9.456193427010442,8.451808687038719,10.508710264289645,552872.0
8,0.19307669797530216,0.16706627899233417,0.22278887669249758,29.596515222684218,20.241751175285984,40.28545599876465,3583528.0
9,0.037815678653209346,0.033569219840522115,0.04326442153403543,21.922664409416907,10.518936320675472,59.6597710153308,5376893.0
11,0.0166032489332338,0.013695436036203079,0.02007058064681866,52.159590227887705,32.308095901203444,94.4412549164118,6813712.0
12,0.009694315800875913,0.007774612739940785,0.012055460468926357,70.44604924366135,43.75922316669201,129.165796039686,22438943.0
14,0.0005655224950827032,0.00044143852435906956,0.0007977662681546612,135.24600863814683,42.063263729527606,480.9720127247705,12633705.0
16,0.00012810603317243562,8.280484870052508e-05,0.00019830198525370486,298.16050310547587,115.68745554161247,695.4449760359305,8261428.0
