band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,99231.0,0.5,-0.9,0.0015756005262785,0.0,0.5,-0.9,0.0023980576330546,0.0015756005262785,0.0,753531
3,110499.0,0.2,-0.2,0.0033769732863462,0.0,0.31,-0.6,4.1531964353658275e-05,0.001327756307557399,25.0,1061982
5,1094491.0,0.4,-1.2,0.0162589525099341,0.0,0.43,-1.2,1.3559963366862826,0.013492473756431589,0.0,9618
6,552872.0,0.4,-1.1,0.0122417619363748,100.0,0.4,-1.12,0.5198564341617818,0.010499292810674125,0.0,17277
8,3583528.0,0.3,-0.9,0.0039565934077917,50.0,0.3,-0.94,0.005634877071018572,0.00210960461555576,0.0,425191
9,5376893.0,0.6,-1.1,0.0049828942123825,25.0,0.5,-1.06,0.022857639418042405,0.0032018373816724566,0.0,189030
11,6813712.0,0.2,-0.9,0.0074149849309885,150.0,0.19,-0.9,2.712803682914439e-06,0.005471309278126335,50.0,59886
12,22438943.0,0.1,-0.4,0.0059102074804054,100.0,0.07,0.0,2.317210153545446e-23,0.004691533255815616,0.0,87652
14,12633705.0,0.1,-0.2,0.0060485631441467,150.0,0.1,-0.2,1.5122278016051967e-16,0.0060485631441467,150.0,49350
16,8261428.0,0.1,-0.1,0.0085583974583221,500.0,0.08,0.2,3.574105609274479e-23,0.007222540872677685,400.0,36304
