band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.1,20.0,0.4999999994822437,0.0,0.1,20.0,100000.0,0.4999999994822437,0.0,-1
5,7200.0,0.1,20.0,0.5000000219415133,0.0,0.09,20.0,100000.0,0.49999999999957123,100.0,-1
8,13680.0,0.1,20.0,0.4999999999970489,0.0,0.1,20.0,100000.0,0.4999999999970489,0.0,-1
11,28080.0,0.1,19.0,0.5000000000616187,0.0,0.09,19.0,100000.0,0.500000000000013,100.0,-1
14,56160.0,0.1,5.2,0.0677488908928617,50.0,0.1,5.2,9.269775516681565e-05,0.0677488908928617,50.0,414
17,450720.0,0.1,14.0,0.0067902657151691,0.0,0.12,14.0,0.0008783064333834913,0.004461410913045485,25.0,95073
20,901440.0,0.2,7.1,0.001819778116969,25.0,0.19,7.4,23352.357173463595,0.0017605694577674056,25.0,570442
23,7211520.0,0.2,5.2,0.0021964259569599,50.0,0.19,5.3,27184.438752056896,0.001938862239671768,25.0,507060
26,3605760.0,0.2,3.8,0.0023611749568802,0.0,0.2,3.8,15179.024210009253,0.0023611749568802,0.0,338040
29,7211520.0,0.2,2.1,0.0033904910624026,0.0,0.21,1.9,53287.343486904916,0.003218416473334207,0.0,180487
