band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,416932946190793.94,318750949665075.2,535474629100402.1,5.3988095724419445,1.8842450997268088,8.783362072506314,720.0
5,874505154387031.6,747463150245403.5,1013377484787958.4,22.821087418633383,18.738922254436947,27.18074235289483,7200.0
8,186922118082488.38,160006954492503.88,217075326531367.06,33.69320789968289,24.327486984721155,43.68325794321442,13680.0
11,13946151561167.826,11434328573490.074,18428711355383.074,93.40548880610089,13.58595351793035,275.4954761403755,28080.0
14,558772698213683.8,521066859035093.44,599101021017523.1,5.33799285068406,3.8601317718419788,7.504723775076229,56160.0
17,452091526355931.5,429403043681897.6,476040518919594.6,2.00349558532334,1.4283110860712542,3.060647519757499,450720.0
20,19337277440120.855,18206282356897.844,20620808681752.574,3.7711398580154727,2.0821144506555678,13.561583224079735,901440.0
23,5947322412571.913,5549841658929.189,6415372392838.186,5.820011041524225,3.135095187393267,17.55424342030112,7211520.0
26,295965339470.66406,278004932829.6389,315104304433.32117,3.9631767287078024,2.807602573345459,6.129430571988856,3605760.0
29,53505441203.03191,49803816026.9049,57432477399.03996,5.627122762166865,4.127409048937148,8.328900333280101,7211520.0
