band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,best_augmented_var,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,1690.4633,1690.4633,670.6071,538.2119,469.13257,429.83612,382.47122,349.82578,325.67694,306.6467,291.01816,255.73894,0.0340422054999143,0.0152578191512346,0.0105952680882896,0.0074146025223939,0.006183053503059,0.006941527841491,0.0078702465868425,0.009295062270481,0.0106803510135463,0.012137857344206,0.0161751576849338,0.009059551372339714,0.008043141740762816,0.006769527572197287,0.005747138801043716,403.56424,0.006183053503059033,0.006534123921685175,0.00978148046062477,0.01422562824508078,0.029811595145614565
5,925.18634,925.18634,472.73166,391.053,345.6504,316.01047,275.28397,248.0628,228.12123,212.97336,200.7737,174.6307,0.0368286784826232,0.0238048643626055,0.0193063642955226,0.0166276244660018,0.0148529778280765,0.0119177009579338,0.0097444221765603,0.0074097941113352,0.0054917049157619,0.0053845433435684,0.0071023520289238,0.0065872582785699435,0.006300259599678311,0.005944705554738651,0.005674171665982685,206.62251,0.005359697738554896,0.005108231070742437,0.005491704915761994,0.006370844460309,0.006808720913080615
8,286.47913,286.47913,166.89938,143.65475,129.32516,119.13324,104.875336,95.75594,89.16724,84.01437,79.88394,70.75292,0.0303506134938124,0.0194643665877604,0.0162689581868864,0.0144060634339003,0.0125115494329551,0.0092264408328038,0.0070114091072908,0.0054156984938496,0.0044803650922471,0.0050955192823122,0.006829335832825,0.005655843166388341,0.005362039446662914,0.005066424883211407,0.004785545413798609,86.44074,0.0044803650922471405,0.0041589093668933375,0.005009776508073632,0.005349839390021649,0.0068025459247749165
11,254.84296,254.84296,75.87713,66.18956,60.573044,56.633175,51.20604,47.455677,44.661514,42.479553,40.694813,36.71076,0.042134962501646,0.0161979346672082,0.0126201650621391,0.0103121007672594,0.0089423815375592,0.0065387583707368,0.0042395385880611,0.0035991142652927,0.0042152250464733,0.0048370354540054,0.006699188406485,0.004909811202691516,0.004565842822705113,0.004204038730081572,0.003897175669643538,,0.0035991142652927136,0.003641373170307216,0.004239538588061198,0.0053060492181164765,0.00634446332337632
14,74.9462,74.9462,36.782223,32.66817,30.29834,28.61372,26.274021,24.630728,23.38101,22.380789,21.553862,19.697079,0.0291490485713703,0.0134508136324926,0.0105496879093443,0.0085658982526398,0.0067038208955377,0.0043558182666858,0.0029842795191428,0.0036065305107567,0.0043554907621577,0.004957789556535,0.0068259562264105,0.004370506479285385,0.003983535081596101,0.003606530510756767,0.0032697301454576166,,0.0029842795191428184,0.003185522127331461,0.004196070171928606,0.005474280660229425,0.0063539449097534395
17,34.729362,34.729362,17.975048,16.125875,15.033867,14.250858,13.149749,12.379282,11.793085,11.321042,10.924714,10.022984,0.0272782290198596,0.0113792115990704,0.0087121385076637,0.006920776097033,0.0051270762175943,0.0028452465153013,0.0029081547346096,0.0035487757700937,0.0041701706248909,0.004895098613714,0.0067366841037321,0.003538795096533055,0.0032236843431871845,0.0029035507477828534,0.002641596489521019,12.734529,0.0028452465153013806,0.0038163826592517713,0.004895796238944761,0.006653168475885263,0.007803005411370356
20,15.65689,15.65689,8.102229,7.056667,6.4505243,6.0330048,5.466999,5.091034,4.81497,4.5993595,4.42277,4.030481,0.0287770413955031,0.0139031244970011,0.0098185925480717,0.0075837845430455,0.0064300390541086,0.0037939055230681,0.0027738405630782,0.0034446113232162,0.0041099929769067,0.0049252198332506,0.0068009019102543,0.004316269999989863,0.0038450110133773936,0.00341432240786968,0.003063688042646587,5.26265,0.002773840563078297,0.0024920617604859887,0.0032933068309711766,0.004583751270563874,0.00570785055927886
23,7.0150595,7.0150595,2.7066476,2.3257291,2.102765,1.9516312,1.7553407,1.6285849,1.5368073,1.4651506,1.4063867,1.2744045,0.0358307174771208,0.0167587163701687,0.0134595379835668,0.0107971639679702,0.0095479755541606,0.0067119940021898,0.0052532552917499,0.0043361039018986,0.0048145200812366,0.0054549897643455,0.0073070192675295,0.005640959895641284,0.00521224110515528,0.004801578058636347,0.004388808152279267,,0.004336103901898647,0.00457252248534179,0.005253255291749914,0.006064807428398877,0.006646477918277771
26,4.446219,4.446219,0.80267596,0.68320805,0.61596423,0.5704832,0.5105496,0.47129357,0.44257703,0.42001644,0.40146542,0.35990295,0.0474888834260947,0.0166598582555876,0.0124401863905389,0.0103389674747263,0.0090629922032616,0.0074576546746886,0.0059385922069769,0.0047701897204933,0.0053701458468974,0.0061776539156014,0.0077986087842846,0.0061812120149790095,0.005738773635204253,0.00531500695583198,0.004842318246070065,0.45596442,0.004692179143083286,0.004508483528764873,0.005166906303184171,0.006069164517080283,0.006993171388797514
29,1.4855361,1.4855361,0.102683775,0.085096754,0.07557344,0.069410965,0.061638135,0.05671928,0.053170983,0.05039177,0.048100777,0.04293478,0.0559456809163013,0.0185013957225401,0.0156623834339653,0.0132222985796998,0.0121560726902949,0.0100196642154084,0.0086208561244921,0.0078931455047197,0.0066963839522465,0.0077180831120388,0.0092361212073763,0.008381033868962273,0.007852009555504136,0.007545997382164882,0.007144435298503171,0.05170731,0.006696383952246587,0.0064292344524385925,0.007541829612068174,0.007326526068982986,0.007732447372362783
32,0.048398644,0.048398644,0.010792089,0.008974528,0.008015827,0.00740659,0.006646596,0.006164623,0.005813837,0.0055363625,0.0053053633,0.0047764024,0.0503596064380712,0.023405900368512,0.0196647304133395,0.0176640977344066,0.0160608064694278,0.0136066303537825,0.0121264343817343,0.011186093226789,0.0100691047905068,0.0089166020710272,0.008780358828001,0.010038916375927649,0.009724156151549358,0.009398052883598663,0.009073397087317536,0.005017096,0.00874730920149103,0.008415571308536814,0.008104546430493135,0.007814844686975797,0.007971906471656798
