band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,1690.4633,778.4258,4474.2686,1951.2109,93.38999,3809.454,45000.0,0.006183053503059,0.1,2.5,1.4413953498793907e-14,100.0,403.5642395019531,0.0063984224173442,0.005747138801043716,0.1,2.7,8.703552473625038e-15,125.0,56952
5,925.18634,445.42334,2432.551,1732.7407,102.45985,3959.4731,117000.0,0.0053845433435684,0.1,2.5,6.732665293025347e-15,350.0,206.6225128173828,0.003969010248311788,0.005108231070742437,0.1,2.4,8.705411815934228e-15,325.0,74038
8,286.47913,157.75842,630.31335,997.55035,76.81663,2699.5813,189000.0,0.0044803650922471,0.1,3.1,7.915616490875091e-16,300.0,86.44074249267578,0.003123040397909581,0.0041589093668933375,0.09,3.5,1.3718326493940857e-18,275.0,106312
11,254.84296,72.82956,1635.3556,13976.008,62.87747,8349.733,495000.0,0.0035991142652927,0.1,3.5,1.95891103712356e-16,250.0,44.661514,0.0019299803152697053,0.0035991142652927,0.1,3.5,1.95891103712356e-16,250.0,139218
14,74.9462,35.321682,283.3247,4449.843,48.65339,6157.9995,1134000.0,0.0029842795191428,0.1,3.7,7.526925341738317e-17,200.0,24.630728,0.0012751894232635628,0.0029842795191428,0.1,3.7,7.526925341738317e-17,200.0,212625
17,34.729362,17.269596,129.88573,4455.6323,42.4029,6093.364,2574000.0,0.0028452465153013,0.1,3.4,6.94471867297688e-17,150.0,12.734528541564941,0.0008464353782179778,0.002641596489521019,0.1,3.6,4.65460566992069e-17,175.0,271476
20,15.65689,7.7185473,51.57536,3024.8623,61.90266,4879.5195,5967000.0,0.0027738405630782,0.1,3.3,3.2488521583685766e-17,200.0,5.262650012969971,0.0005559445407404772,0.0024920617604859887,0.09,3.7,5.591975782479495e-20,175.0,314664
23,7.0150595,2.5792458,40.182514,11453.02,71.84764,7815.2046,13887000.0,0.0043361039018986,0.1,3.2,1.1893792817616597e-17,250.0,1.5368073,0.0003644288842482448,0.0043361039018986,0.1,3.2,1.1893792817616597e-17,250.0,102981
26,4.446219,0.7659766,42.104828,27543.828,79.598564,9199.39,31968000.0,0.0047701897204933,0.1,2.2,2.991949993010433e-17,250.0,0.45596441626548767,0.0002401951053511448,0.004508483528764873,0.09,2.6,5.401472437390369e-20,225.0,93655
29,1.4855361,0.09773385,14.558654,38067.582,100.88522,9678.418,73701000.0,0.0066963839522465,0.1,1.8,9.437417164068804e-18,300.0,0.05170730873942375,0.00015819341995114793,0.0064292344524385925,0.09,2.1,2.242609758072104e-20,275.0,45543
32,0.048398644,0.010321437,0.30018562,13939.495,95.46198,8480.346,59634000.0,0.008780358828001,0.1,3.4,2.5225402609104456e-20,500.0,0.005017096176743507,0.00017586420018087293,0.007814844686975797,0.1,3.3,3.201668649023643e-20,425.0,29118
