band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,51416130.0,51416130.0,47504450.0,45640656.0,44151068.0,42871484.0,40712424.0,38910464.0,37348108.0,35959596.0,34708596.0,31563572.0,0.0038703543572949,0.0037045774384298,0.0034805175760405,0.0040202540681978,0.0034832167705307,0.0044041391142332,0.0051457149804449,0.0060319181906656,0.0066912763786441,0.0075552505470077,0.0099217009465287,0.00530134430629059,0.004926633358257711,0.004371266779634068,0.0037303390605974984,0.003480517576040558,0.0027420268992588426,51416130.0,0.001954283288257086,,
5,2526807800.0,2526807800.0,2488845600.0,2456275700.0,2426493700.0,2398618000.0,2346998300.0,2299569700.0,2255386600.0,2213831000.0,2174447900.0,2066748300.0,0.0428001341681959,0.0435076778099788,0.0436191452162202,0.0431640333040411,0.0427339775178944,0.0435583454728121,0.0445134311067877,0.0454197892131831,0.0447805036445543,0.0447155439670033,0.046856965629387,0.04395194979752326,0.043480885377825976,0.042996490441769786,0.04249504918992919,0.04218958517197863,0.04192818246886143,2488845600.0,0.041355668081025865,0.04078675571512791,0.04135172056684233
8,1755221900.0,1755221900.0,1729225700.0,1705972000.0,1684336800.0,1663968800.0,1626299400.0,1591935700.0,1560153000.0,1530515200.0,1502716500.0,1428141300.0,0.0222460527321498,0.0232759887674708,0.0242101882625705,0.0246560419042952,0.0242700904850536,0.0242965172630461,0.025768018651143,0.0255911485493762,0.025688909819823,0.0269504595585882,0.028011397606832,0.023286826686574946,0.02294534070640855,0.02294534070640855,0.02294534070640855,0.022246052732149857,,,,,
11,1477526700.0,1477526700.0,1462251100.0,1448328100.0,1435175000.0,1422607100.0,1398870800.0,1376640000.0,1355623000.0,1335634300.0,1316524500.0,1263493900.0,0.0256642014732513,0.0252354006577667,0.0249205902639439,0.02548676946093,0.026034317145384,0.0270818545686524,0.0268668105779495,0.0269170261008354,0.0278345714946289,0.0287267987506729,0.0294273926622471,0.02585116000626675,0.026196629798315607,0.026034317145384067,0.025486769460930092,0.024920590263943998,0.024353707892576182,1477526700.0,0.023982797353108293,,
14,453253280.0,453253280.0,444505150.0,436931520.0,429991520.0,423511800.0,411600670.0,400756830.0,390738400.0,381393540.0,372613440.0,348980380.0,0.0189144984337144,0.0190394050485565,0.0183262050564179,0.0176740465556013,0.0176551724764161,0.019220519324552,0.0206904652325243,0.0220883508569238,0.021159371654342,0.0206691674721662,0.0242467305951215,0.018985183026807143,0.018675614831837065,0.0183534290145536,0.018014714753219516,0.017655172476416126,0.01727070121392893,453253280.0,0.01684970780925313,0.016373561631927047,0.015542301132324465
18,80123704.0,80123704.0,77634910.0,75882770.0,74397784.0,73082730.0,70793270.0,68814296.0,67052252.0,65456124.0,63992870.0,60191750.0,0.0166485047964062,0.0178689201142637,0.0170754292500746,0.0178363777616308,0.018835363224994,0.0197279666767076,0.0197030460564646,0.021144024898839,0.0215200107437444,0.02163008839961,0.0232121760504152,0.016463796642861794,0.016199053654110174,0.01511073855730008,0.015751702617424423,0.013999269794587321,,80123704.0,,,
21,29680218.0,29680218.0,28412884.0,27607198.0,26950126.0,26384200.0,25428184.0,24628964.0,23936764.0,23323154.0,22768200.0,21332336.0,0.0160729266662093,0.0148560045882507,0.0162774393984864,0.0174893864963149,0.0185657302328009,0.0181990018196662,0.0187659439948003,0.0201713012466978,0.0214745338935926,0.0209582686265492,0.0232462838536561,0.01587579231797298,0.015078285296593719,0.014067528275725313,0.014705160906996667,0.013317877781207868,0.012603438279852552,29680218.0,,,
24,15168500.0,15168500.0,14182729.0,13501215.0,12942742.0,12462817.0,11660523.0,11000640.0,10438664.0,9949358.0,9516557.0,8460512.0,0.0071016116616575,0.009735141397103,0.0118689140605819,0.0137980210150042,0.0155725604433767,0.0129514173063833,0.0132367092329899,0.0152185152763234,0.0171270273601478,0.0189633658971081,0.0187049171770834,0.00923668163887055,0.009660194663702881,0.00805310219984015,0.006335548433614099,0.005228427560399873,,15168500.0,,,
27,10039609.0,10039609.0,9403989.0,8913053.0,8491194.0,8116731.0,7469065.0,6919912.0,6443076.5,6023080.0,5649115.5,4733040.5,0.0116274059312624,0.0114570637043871,0.0113204952764216,0.0134207569794359,0.0132315058333991,0.0129114569392541,0.0126486909843717,0.012417244719116,0.0102494909807735,0.0101057468989804,0.0113169542904496,0.009462777065034218,0.009110694323645729,0.009023614129603952,0.008712123392796933,0.008339535631827271,0.008415629232449429,6023080.0,0.00801048529310372,0.008036999066665607,0.008375746910290971
31,263450.5,263450.5,235027.33,219193.89,206458.28,195597.1,177607.73,162973.16,150662.14,140081.94,130865.55,108994.89,0.0303127194229715,0.0300781824413468,0.0299315465866362,0.0298038480611108,0.0296872205687578,0.0294762609986358,0.0298528605301667,0.0296556298183421,0.0294662056264367,0.0292832523787509,0.0289396230330165,0.024121477908231936,0.024121477908231936,0.024121477908231936,0.024121477908231936,0.02390381853545881,0.02336563271052916,112159.78,0.02344913031826107,0.023534048430207066,0.023620432564744553
