band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,51416130.0,44633364.0,61163016.0,34.75381,15.249636,122.683464,58064760.0,0.003480517576040558,0.1,1.1,6.85117259555711e-08,50.0,45640656.0,0.000178224744761164
5,2526807800.0,2355901400.0,2702518300.0,5.1766825,4.623513,5.7699995,58064760.0,0.04273397751789443,0.1,0.5,3.300022566579765e-05,100.0,2398618000.0,0.000178224744761164
8,1755221900.0,1639030000.0,1874796000.0,4.8498707,4.287703,5.423678,58064760.0,0.022246052732149857,0.2,0.1,18468.24377104377,0.0,1755221900.0,0.000178224744761164
11,1477526700.0,1391003100.0,1565747500.0,3.3207889,2.9877667,3.6684394,58064760.0,0.024920590263943998,0.2,0.2,11883.031888673087,50.0,1448328100.0,0.000178224744761164
14,453253280.0,417508350.0,490132960.0,7.7534657,6.9197707,8.632687,58064760.0,0.017655172476416126,0.2,-0.4,19560.75812567206,100.0,423511800.0,0.000178224744761164
18,80123704.0,73602456.0,87121096.0,8.741822,6.8987074,11.262521,58064760.0,0.01664850479640627,0.2,-0.2,1938.4498410430292,0.0,80123704.0,0.000178224744761164
21,29680218.0,26900878.0,32739358.0,12.377045,8.88719,18.163212,58064760.0,0.01485600458825076,0.2,-0.4,1312.3070976495126,25.0,28412884.0,0.000178224744761164
24,15168500.0,13130185.0,17438754.0,28.574974,21.738243,36.95811,58064760.0,0.007101611661657584,0.2,-0.9,6019.24603174603,0.0,15168500.0,0.000178224744761164
27,10039609.0,8493629.0,11724388.0,37.138,31.052486,44.114914,58064760.0,0.010105746898980472,0.2,-1.0,4013.1356643356644,350.0,5649115.5,0.000178224744761164
31,263450.5,214369.0,327757.9,65.90633,38.575207,167.7015,58064760.0,0.02893962303301656,0.3,-1.2,11769.835096789988,500.0,108994.89,0.000178224744761164
