band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,51416130.0,44633364.0,61163016.0,34.75381,15.249636,122.683464,58064760.0
5,2526807800.0,2355901400.0,2702518300.0,5.1766825,4.623513,5.7699995,58064760.0
8,1755221900.0,1639030000.0,1874796000.0,4.8498707,4.287703,5.423678,58064760.0
11,1477526700.0,1391003100.0,1565747500.0,3.3207889,2.9877667,3.6684394,58064760.0
14,453253280.0,417508350.0,490132960.0,7.7534657,6.9197707,8.632687,58064760.0
18,80123704.0,73602456.0,87121096.0,8.741822,6.8987074,11.262521,58064760.0
21,29680218.0,26900878.0,32739358.0,12.377045,8.88719,18.163212,58064760.0
24,15168500.0,13130185.0,17438754.0,28.574974,21.738243,36.95811,58064760.0
27,10039609.0,8493629.0,11724388.0,37.138,31.052486,44.114914,58064760.0
31,263450.5,214369.0,327757.9,65.90633,38.575207,167.7015,58064760.0
