band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,685345300.0,685345300.0,653150100.0,629542460.0,609010700.0,590510340.0,557773760.0,529103360.0,503392100.0,480051800.0,458746020.0,404491500.0,0.012977201281296,0.0119489721788022,0.0126960817572312,0.013377255460221,0.0140148694716546,0.0135528151834612,0.01463546131683,0.0156676125270176,0.0152644983356594,0.016202226617524,0.0176375238022099,0.012847754540876805,0.012258981880878317,0.011742768015504779,629542460.0,0.011074305514047311,0.011948972178802253,0.011366167752774686,,,
5,1722705000.0,1722705000.0,1687541100.0,1658681900.0,1632647000.0,1608634100.0,1564987100.0,1525476700.0,1489104500.0,1455264500.0,1423595300.0,1338814500.0,0.0355250772077379,0.0365245767556199,0.0367809870502318,0.0367809870502318,0.036727536623811,0.0367809870502318,0.0367809870502318,0.0362049368687097,0.0353454072841855,0.0345316970623219,0.0360008542469528,0.03463610006510787,0.03434766512790138,0.034050616298164874,1423595300.0,0.03395603193345434,0.03353333777999273,0.0339357683286326,0.03429492547658197,0.034321081292952055,0.033758055055486985
8,1587770500.0,1587770500.0,1562874600.0,1541191300.0,1521328000.0,1502859000.0,1469100200.0,1438494300.0,1410300800.0,1384073900.0,1359476100.0,1293080000.0,0.0250743891054304,0.0261073608261899,0.0270187587247152,0.0268755574552101,0.0265470117725797,0.0264267329137726,0.027803585384825,0.0285142953238527,0.0279983451687789,0.028302622074671,0.029457755522362,0.025444684824560956,0.025564046481217684,0.025224999546801963,1587770500.0,0.024929517712255933,0.02467667306456825,,,,
11,1426515700.0,1426515700.0,1411159800.0,1397189800.0,1383975200.0,1371326600.0,1347399000.0,1324970600.0,1303753700.0,1283558400.0,1264247200.0,1210675700.0,0.0291205905795174,0.0297388798901578,0.0298670755152445,0.0295422985136071,0.0292276705998947,0.0292924930113116,0.0302497682750517,0.0311682494111487,0.0319728883749402,0.0314415263509459,0.032765652466187,0.0286964915155119,0.028263274453320067,0.027894695982984663,1426515700.0,0.028038446054774513,0.027830835635987095,,,,
14,412175840.0,412175840.0,403486430.0,396042020.0,389258200.0,382950850.0,371420960.0,360993000.0,351419680.0,342532100.0,334216800.0,311969660.0,0.0197589793345984,0.0194735245867306,0.0203922522736241,0.0212425259475835,0.0220521224737696,0.0235692941610661,0.024993048102205,0.0245531548005067,0.0236728796357411,0.0239910317694931,0.0273780653818574,0.021034140469699647,0.020522272877720793,0.020199527062385605,412175840.0,0.01986259292213584,0.019473524586730684,0.018965057040594258,,,
18,86717760.0,86717760.0,84032104.0,82109970.0,80475430.0,79023230.0,76489784.0,74301240.0,72355590.0,70594800.0,68981976.0,64802960.0,0.0197495090780511,0.0213951276001269,0.0207626438138005,0.0203812054740969,0.0213981004879169,0.0232415482887679,0.0228024351315835,0.0233817030933461,0.0247585587357502,0.0250620540267595,0.0270394262580765,0.02007158765514716,0.019384440809515013,0.018262666999393953,86717760.0,0.017883113113959626,0.017402812327522874,,,,
21,33455996.0,33455996.0,32111546.0,31211804.0,30467630.0,29820386.0,28717776.0,27787896.0,26977240.0,26255004.0,25602068.0,23938328.0,0.0185532094719766,0.0208014874660867,0.021213526041748,0.0205487619991084,0.0200541774397803,0.0220632580655022,0.0238266879162837,0.023586598723548,0.0230997601224801,0.0244301198564417,0.0258548603755814,0.018400510962481742,0.01834002472599039,0.01846122410794382,33455996.0,0.016943981519899662,0.015124080317110614,,,,
24,16420737.0,16420737.0,15385741.0,14649725.0,14038307.0,13508476.0,12614889.0,11874497.0,11242525.0,10691761.0,10204795.0,9019442.0,0.0069449907484421,0.0092629420084268,0.0115845633519628,0.0136459176070819,0.0155327609464623,0.0166632836314829,0.0146368301731464,0.0147395280424012,0.0168875625943211,0.0189494839272902,0.0202563823718981,0.010489724152221491,0.009114349645021363,0.007209596364599474,15385741.0,0.005234996303480455,0.005581423076460437,,,,
27,7189806.5,7189806.5,6633473.5,6240475.5,5915792.0,5635589.0,5165765.0,4779559.5,4451950.5,4168219.5,3918713.5,3317755.2,0.0129303396670441,0.0125564064453634,0.0102646531156292,0.010143497807514,0.0100388922577142,0.0098574781710882,0.0097063776397038,0.0095705116874689,0.0113531631442798,0.0145028832656824,0.0138259787554368,0.008596819537500022,0.008468146590663417,0.008490490308867171,4609528.5,0.00851333122341369,0.00853699690921722,0.008397886416175782,0.008424142477664542,0.008451156744982646,0.008479684704265411
31,202667.61,202667.61,177318.36,164051.64,153674.31,145039.73,131066.805,120002.97,110899.734,103205.125,96571.47,81047.47,0.0278514537521441,0.0275600726720798,0.0273877545596813,0.0272415386961814,0.0271111407666683,0.0273758157112155,0.0271307080431359,0.0269034446882923,0.0266890426523346,0.0264846534162078,0.0286954945146548,0.020513262396964604,0.020513262396964604,0.020513262396964604,110899.734,0.020513262396964604,0.020513262396964604,0.020513262396964604,0.020513262396964604,0.020513262396964604,0.020458884877225803
