band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,14.564291,13.887027,15.268839,1.3298607,0.96238965,1.77264,31800.0
5,7.6819944,7.3237705,8.055925,1.392025,0.909872,2.123118,41340.0
8,4.073018,3.8843184,4.26734,1.3771291,0.96771985,1.9176652,66780.0
11,2.2429276,2.1333718,2.3574595,1.7273335,1.0428352,3.0285838,104940.0
14,1.1774055,1.1218545,1.2360055,1.5637116,0.98590016,3.0214248,162180.0
17,0.63100886,0.6005414,0.662828,1.6528234,1.0620842,3.0633144,257580.0
20,0.30141032,0.2864174,0.31791484,2.0606022,1.1709815,6.707925,381600.0
23,0.13488819,0.12792848,0.14241649,2.336577,1.42222,4.876342,610560.0
26,0.053216,0.04969158,0.05750664,5.787819,2.4792078,17.814651,973080.0
29,0.018184604,0.016213004,0.021055924,23.688461,6.6877375,80.94592,1376940.0
32,0.0015811581,0.0015080764,0.0016563542,1.305109,0.8938685,2.0176268,419760.0
