filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,48151.79,48151.79,46521.344,45409.33,43582.062,0.0098891936510321,0.0095683954996576,0.0096048191376234,0.011080779100327,0.00809178154472645,48151.79,0.007794431765301313,0.007758086990115709,0.00765040020117555,0.007371869872577708,0.006501702061772252,0.00579987607438584,,
1,16781.791,16781.791,16098.984,15645.447,14905.739,0.0079911653352301,0.008106050376795,0.0081843174879723,0.0096238307712623,0.006023644047126742,16373.611,0.005895913948288256,0.005758708975188043,0.0050527996396158015,0.005598391519695559,,,,
2,5987.2153,5987.2153,5694.817,5501.5786,5193.024,0.0103323166248781,0.0080708594814853,0.0082660336307418,0.0110524167300112,0.00834426209680822,5987.2153,0.008158173636906407,0.007863233700807506,0.007494166615923392,0.007082578574354237,0.006790668601543093,0.006475629547876172,,
3,2323.1816,2323.1816,2187.3223,2099.815,1962.9076,0.0111030308944993,0.0096832352503706,0.0080681970370492,0.010759389553836,0.009346184013123648,2323.1816,0.009249363846174703,0.008923746057232451,0.008352160631221926,0.008068197037049266,0.008045082626426336,0.00799150444134078,0.008047556904580255,0.007841802132775647
4,898.3367,898.3367,839.8253,803.28345,745.889,0.0096800331006484,0.0107492971256374,0.009481085363228,0.0107359386002518,0.0077421017403594555,862.7601,0.007494162510346403,0.00732793306907803,0.006924404630055725,0.0071477354158103745,0.00672015713239673,0.006250263344663054,0.00616579381652152,0.0062259104998592316
5,336.72748,336.72748,311.3271,295.09525,270.3785,0.0071982408628901,0.0071780197601581,0.0080519797969903,0.0097955802021435,0.007052586372188863,336.72748,0.00801938105481681,0.007848731869162462,0.007245640405462148,0.006883944542456888,0.006771740107008761,0.006766301051871204,,
6,204.26666,204.26666,188.65881,178.5592,163.16791,0.0102495646433823,0.0132805673206699,0.0105671742268106,0.0108554266518204,0.009833103965455892,183.3042,0.00982996077661924,0.00983124761006493,0.00983265566641589,0.00983017798494723,,,,
7,67164.266,67164.266,64505.4,62718.465,59890.008,0.0052860338781455,0.0073039559945543,0.0069768641685917,0.0089579177934814,0.004979264736820088,67164.266,0.0044635419677548915,0.0038926444424271026,0.003240069266924772,0.0026640229028090934,,,,
8,23793.102,23793.102,22650.67,21911.088,20762.516,0.0036744646006082,0.0032808437730976,0.003487620764058,0.0047559754379006,0.0038687649126910445,23793.102,0.003598005255816994,0.0032034372764590535,0.003070376301084643,0.002930427152112114,0.002778194473636919,0.00264540094633281,,
9,8489.239,8489.239,8018.1143,7715.362,7252.0483,0.0075140751626733,0.005661472822005,0.0060986045825324,0.0068547744832664,0.005034543441726769,8018.1143,0.005084727059912697,0.00533598819769332,0.0051210372829590955,0.004291978408403396,0.004978393550936655,0.004965890817266394,,
10,3293.744,3293.744,3065.8362,2928.145,2722.8564,0.0064662293585366,0.0076793953826491,0.0084167943791864,0.0069696070235528,0.005452885456311174,3293.744,0.0056715523008989965,0.005346150044805431,0.006166013191612085,0.004689133030375325,,,,
11,1215.258,1215.258,1121.0315,1065.128,980.1218,0.0096104137061595,0.0063973970267558,0.0085344867364732,0.008055846796765,0.006272353963110211,1215.258,0.0058128285940973815,0.005325492501745556,0.0047698711612329525,0.004692300684351891,0.004247150940093848,0.003961412425465438,,
12,481.82327,481.82327,436.24487,410.1246,372.43628,0.0070474826537018,0.0060470829290649,0.0072938414521388,0.0096882521092925,0.006388212319592301,453.44156,0.006251034255133736,0.006045459532676767,0.006043363568016824,0.006043938357438439,0.006038536475330203,0.006040075055813554,,
13,230.98125,230.98125,207.29364,193.64633,173.5415,0.0087833573480425,0.0098389491537284,0.0087537371699542,0.0087502104271164,0.008709584638810275,187.92786,0.008702442975721814,0.008703632020102658,0.008704852963248355,0.008701520820308395,0.008702877047525426,0.008704284299361098,0.008700867378613975,0.008702490577197075
14,45428.074,45428.074,43654.902,42462.945,40546.234,0.0046725914823638,0.0049736800914535,0.0062074399950169,0.0078500724495815,0.005768723536297163,45428.074,0.0052959083471520035,0.004872784543911601,0.004678967694312364,0.004485383804567644,,,,
15,15627.972,15627.972,14894.703,14408.701,13638.383,0.0067662811877619,0.0070202859556956,0.0085069383864821,0.0096999298848997,0.007170545091922942,15191.415,0.006929504761435834,0.0066794479781797575,0.006271339535863674,0.006289716016435798,,,,
16,5589.5483,5589.5483,5256.9414,5048.415,4723.588,0.0113196501081964,0.009538148247846,0.0096576030591234,0.0106804794315514,0.00871294677342449,5589.5483,0.00930365751851453,0.009156712648767829,0.009372269147273737,0.008976545788266233,0.008541269515562111,0.007643887641835212,,
