filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,48151.79,37929.86,58920.508,4.805374,2.850701,10.4124565,65536000.0,"(2.0, 0.5, 0.044)"
1,16781.791,13089.72,21401.678,6.462632,3.6738226,15.801724,65536000.0,"(2.0, 0.5, 0.065)"
2,5987.2153,4600.3984,7711.9795,8.724895,4.598077,20.108118,65536000.0,"(2.0, 0.5, 0.096)"
3,2323.1816,1710.5804,3108.5173,11.433421,5.949448,30.103315,65536000.0,"(2.0, 0.5, 0.141)"
4,898.3367,635.3214,1195.0044,13.680874,7.7096524,40.028572,65536000.0,"(2.0, 0.5, 0.208)"
5,336.72748,227.77489,461.9838,17.173624,8.435708,46.412277,65536000.0,"(2.0, 0.5, 0.306)"
6,204.26666,140.08899,291.47574,18.03486,9.37013,55.440086,65536000.0,"(2.0, 0.5, 0.45)"
7,67164.266,54065.375,83999.0,5.660078,3.1608675,12.102938,65536000.0,"(2.0, 1.0, 0.044)"
8,23793.102,18260.752,30822.084,7.7270994,3.9596646,21.003029,65536000.0,"(2.0, 1.0, 0.065)"
9,8489.239,6448.503,11051.824,9.871902,4.9639263,31.280233,65536000.0,"(2.0, 1.0, 0.096)"
10,3293.744,2432.0042,4537.541,13.667423,6.1637235,49.95664,65536000.0,"(2.0, 1.0, 0.141)"
11,1215.258,828.22705,1715.1965,17.14574,7.7710214,70.95081,65536000.0,"(2.0, 1.0, 0.208)"
12,481.82327,316.8314,695.1188,22.471407,9.500165,76.9677,65536000.0,"(2.0, 1.0, 0.306)"
13,230.98125,155.744,340.81583,26.421734,10.931644,92.53274,65536000.0,"(2.0, 1.0, 0.45)"
14,45428.074,36301.44,56703.35,6.0431557,3.5991197,13.420818,65536000.0,"(3.0, 0.5, 0.044)"
15,15627.972,11857.866,20256.342,8.190974,4.6457324,22.447462,65536000.0,"(3.0, 0.5, 0.065)"
16,5589.5483,4191.638,7369.282,11.599156,5.9273276,36.428455,65536000.0,"(3.0, 0.5, 0.096)"
17,2051.031,1454.5447,2866.9841,15.281,7.6420555,56.740875,65536000.0,"(3.0, 0.5, 0.141)"
18,836.8852,557.18414,1240.3112,19.5978,9.799367,68.72041,65536000.0,"(3.0, 0.5, 0.208)"
19,326.3508,223.50601,485.61426,25.321865,11.315391,96.93423,65536000.0,"(3.0, 0.5, 0.306)"
20,155.46777,97.21315,243.78905,28.944235,13.771823,105.05515,65536000.0,"(3.0, 0.5, 0.45)"
21,52267.008,39904.355,70908.555,10.161266,5.012726,35.746384,65536000.0,"(3.0, 1.0, 0.044)"
22,18708.307,13309.823,25674.457,13.71138,6.0824685,47.18921,65536000.0,"(3.0, 1.0, 0.065)"
23,6836.338,5027.335,9898.474,17.201437,7.740945,60.44112,65536000.0,"(3.0, 1.0, 0.096)"
24,2462.38,1576.2091,3904.1484,25.766745,9.133084,97.46416,65536000.0,"(3.0, 1.0, 0.141)"
25,985.8111,637.1292,1610.4033,29.378422,10.898139,108.77634,65536000.0,"(3.0, 1.0, 0.208)"
26,406.57532,252.1092,672.6302,41.15737,12.335355,168.94623,65536000.0,"(3.0, 1.0, 0.306)"
27,177.28392,98.30616,322.04144,56.0684,14.30009,230.58185,65536000.0,"(3.0, 1.0, 0.45)"
28,40241.445,32099.662,52695.4,6.612109,3.1112607,20.910326,65536000.0,"(4.0, 0.5, 0.044)"
29,13872.855,10422.271,17919.346,9.138081,4.4942565,32.045105,65536000.0,"(4.0, 0.5, 0.065)"
30,5511.8022,4043.9644,7641.2944,14.02663,5.507376,76.88081,65536000.0,"(4.0, 0.5, 0.096)"
31,1983.2389,1372.8143,2917.5637,17.034971,7.305734,64.18514,65536000.0,"(4.0, 0.5, 0.141)"
32,816.0432,555.233,1218.4464,22.521362,8.486928,113.22465,65536000.0,"(4.0, 0.5, 0.208)"
33,333.7091,217.67195,563.2474,29.84969,10.083668,175.70847,65536000.0,"(4.0, 0.5, 0.306)"
34,143.84161,87.98537,228.5503,33.68881,12.977243,170.11081,65536000.0,"(4.0, 0.5, 0.45)"
35,49872.49,37371.6,65248.746,11.24859,5.287321,34.5928,65536000.0,"(4.0, 1.0, 0.044)"
36,17531.0,12909.311,25742.182,15.608488,6.659248,48.984726,65536000.0,"(4.0, 1.0, 0.065)"
37,6099.1514,4113.2583,8950.373,21.528183,8.1383295,80.15496,65536000.0,"(4.0, 1.0, 0.096)"
38,2410.211,1553.2094,3815.3577,30.447086,10.463703,148.60081,65536000.0,"(4.0, 1.0, 0.141)"
39,976.4194,587.28845,1810.0876,48.72444,12.298034,224.26198,65536000.0,"(4.0, 1.0, 0.208)"
40,385.9422,219.96173,678.5048,45.378307,14.427554,202.14043,65536000.0,"(4.0, 1.0, 0.306)"
41,151.13846,85.2029,303.93692,65.066246,17.416857,273.81345,65536000.0,"(4.0, 1.0, 0.45)"
