band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1344.0,0.1,9.0,0.0093488738981471,0.0,0.1,9.0,1.3996368340234718e-06,0.0093488738981471,0.0,21793
5,13440.0,0.1,3.2,0.0130221279669116,200.0,0.1,3.2,0.0029496857441013,0.0130221279669116,200.0,11340
8,25536.0,0.1,6.5,0.013151708183792,500.0,0.09,6.4,1.1356964686637472e-08,0.011587434106795969,400.0,14364
11,52416.0,0.2,11.0,0.0026121176018941,150.0,0.19,11.0,2124.8934800309767,0.002356401815398373,125.0,335839
14,104832.0,0.1,0.2,0.0189082049039596,0.0,0.12,-0.1,37760.85320338953,0.01850743202360483,0.0,5527
17,841344.0,0.1,8.3,0.0070521571592352,0.0,0.1,8.3,3.597171470314024e-06,0.0070521571592352,0.0,37432
20,1682688.0,0.1,12.0,0.001214595596613,50.0,0.1,12.0,1.1195737636275991e-08,0.001214595596613,50.0,1262016
23,13461504.0,0.1,12.0,0.001303552284513,50.0,0.1,12.0,2.090861981933038e-09,0.001303552284513,50.0,1064826
26,6730752.0,0.1,6.7,0.0009856476959591,25.0,0.1,6.7,2.056661105484724e-08,0.0009856476959591,25.0,1893024
30,13461504.0,0.1,3.8,0.002763176561126,50.0,0.1,3.8,1.1004997171501716e-07,0.002763176561126,50.0,236628
