band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,266522368650917.75,247167701411756.03,287731404803578.0,6.83396974386552,3.6919640048324083,10.146879548808142,6144.0
5,536025719268664.1,450063212944660.8,631206982271184.9,41.46456457915826,33.8403474969365,49.30226248830776,18432.0
8,80929575121814.3,64517440643391.91,101816165618167.14,79.21987897602378,33.2396213135998,120.99587424200149,52224.0
11,11113439922545.902,8468571850036.135,16066432694009.338,174.8949101734869,14.59095048043651,428.50601943505325,144384.0
14,249970596870297.6,225716238543004.44,275977151000307.0,13.193761809672235,10.218811378108295,17.483350326916945,399360.0
17,387474826373504.44,363107517505561.9,414122045758001.3,4.390888719938009,2.846665219465056,8.86401575477197,1108992.0
20,82777478328245.72,76724541742660.92,89406079214588.48,6.7043285440339115,4.325285879316685,12.767435510926337,3078144.0
23,7691878926150.648,7268736694638.705,8147125562046.262,2.9358239970973115,1.7088013009288483,6.837157870026956,8549376.0
26,3254720207994.7803,3037840110163.9834,3504626447979.4746,5.652882863680585,3.2626519352716232,15.082371642045347,23725056.0
30,45080925821.65863,41590698670.12762,48973478114.48412,7.918711681957971,5.2730123625235095,16.352508225670956,17836032.0
