band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,9.9,0.0102572620707015,0.0,0.1,9.9,6.37600742268717e-07,0.0102572620707015,0.0,18451
5,14400.0,0.1,3.9,0.0119619760418393,200.0,0.09,4.2,1.818756186017883e-06,0.011716178055760973,175.0,13668
8,27360.0,0.1,5.9,0.0101736843518584,350.0,0.1,6.2,6.592157386208025e-06,0.010112898688853345,375.0,17313
11,56160.0,0.2,8.8,0.0034950344961767,200.0,0.2,8.8,20855.908599859293,0.0034950344961767,200.0,159924
14,112320.0,0.1,0.7,0.0243942828900457,0.0,0.12,0.3,9235.980136519636,0.023363029325037574,0.0,3510
17,901440.0,0.1,9.9,0.0048452604093311,0.0,0.1,9.9,7.997611643191152e-07,0.0048452604093311,0.0,80217
20,1802880.0,0.1,12.0,0.0011379683599328,25.0,0.1,12.0,8.589648847754541e-09,0.0011379683599328,25.0,1443930
23,14423040.0,0.2,5.7,0.0010963265368341,50.0,0.2,5.7,56616.08614187958,0.0010963265368341,50.0,1521180
26,7211520.0,0.2,3.6,0.0005972760233075,0.0,0.21,3.4,57475.4721589303,0.00037236536675644416,0.0,13690620
30,14423040.0,0.1,4.8,0.0017687130261023,0.0,0.1,4.8,1.3613679370611857e-08,0.0017687130261023,0.0,570442
