band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,249799978367161.7,217756308392459.97,289063462851828.7,6.88701279870374,2.204379713563259,12.579452141112736,1440.0
5,343510256347760.25,289084546545069.4,405184808638215.75,35.569082492412086,26.710101337495896,43.227188343971356,4320.0
8,60409285945156.05,51569211130251.234,71344289366107.78,38.183784510262726,16.34354111825587,60.845689594299934,12240.0
11,7210187820029.461,6836652737035.274,7614527491944.484,2.3626013982239176,1.176456402047954,4.052256668447119,33840.0
14,2597514333511.303,2327955941579.316,2944903506270.6846,19.33792347674006,5.9125755581184,38.49841244086952,93600.0
17,397873772782920.56,369617259033696.1,428902745774420.44,6.3449690112448,4.342776115938899,10.667540082825854,259920.0
20,132897991163541.75,123726079893483.05,142832647946392.75,5.703029905701904,3.845700032599574,9.245757112203435,721440.0
23,10132236004812.158,9441204759638.432,11037953603057.703,6.984715228198857,2.6843246526380193,24.339032487875244,2003760.0
26,3623042898746.9043,3391058920810.028,3881168095294.4673,4.819362368995455,3.0289674041068575,10.734200311939487,5560560.0
30,52790978321.83851,48285287569.450386,57926753340.66189,10.281785992890525,6.4202770596996785,21.892914823331626,4180320.0
