band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,166042.38,157998.03,174433.44,1.6213522,1.1836832,2.1597786,31800.0
5,88873.2,84620.586,93301.836,1.5568814,1.0348669,2.2470355,41340.0
8,48739.906,46426.742,51128.37,1.5415745,1.0658181,2.1755729,66780.0
11,27771.78,26384.787,29233.973,1.9223003,1.1526672,3.322009,104940.0
14,15175.327,14446.183,15943.684,1.7057948,1.0837425,3.0058448,162180.0
17,8489.967,8074.9395,8925.657,1.7715883,1.1085786,3.4905186,257580.0
20,4270.1167,4059.782,4497.9746,1.9561996,1.1437149,5.900508,381600.0
23,2001.448,1901.4484,2108.5007,2.0418558,1.2526941,3.8817518,610560.0
26,805.73254,756.14014,869.2769,5.0354824,1.8246825,19.982931,973080.0
29,254.74072,229.87848,294.46872,20.922686,4.49984,88.63337,1376940.0
32,21.90403,20.869366,22.97642,1.4744663,0.99268293,2.485555,419760.0
