band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,initial_scale,kstest_stat_initial,kstest_stat_cutoff_0.05,best_r_eta0,best_scale_eta0,kstest_stat_eta0,best_r,best_eta,best_scale,kstest_stat_best,iter1_r,iter1_eta,kstest_stat_iter1,n_pval_0.05
2,166042.38,157998.03,174433.44,1.6213522,1.1836832,2.1597786,31800.0,0.21,8.6,0.0013540007649168,0.0034555394635121,0.0076105772670922,0.88,11.477331248567562,0.010732626048944,0.212,8.5,0.0017667214725521606,0.0034492496272997553,0.212,8.5,0.0034492496272997553,160987
5,88873.2,84620.586,93301.836,1.5568814,1.0348669,2.2470355,41340.0,0.45,3.8,331.7746135473623,0.0025812379349425,0.0066754871311422,1.67,26.450985981436823,0.0154749634504782,0.456,3.73,378.423139381874,0.0025790467553511442,0.456,3.73,0.0025790467553511442,264873
8,48739.906,46426.742,51128.37,1.5415745,1.0658181,2.1755729,66780.0,0.13,17.0,1.1151372154766482e-12,0.0032486328679561,0.0052529256547175,6.0,37.32706856292957,0.0282220589289692,0.131,16.9,1.6497054651928257e-12,0.003219867060281545,0.131,16.9,0.003219867060281545,169036
11,27771.78,26384.787,29233.973,1.9223003,1.1526672,3.322009,104940.0,0.12,18.0,8.698513079781419e-15,0.0016898648266668,0.0041907897336608,6.0,37.32706856292957,0.0892436158767148,0.121,17.9,1.3813304117067132e-14,0.0016598349577322535,0.121,17.9,0.0016598349577322535,672372
14,15175.327,14446.183,15943.684,1.7057948,1.0837425,3.0058448,162180.0,0.5,3.3,149.12860652515724,0.0026049593461986,0.003371320732074,6.0,37.32706856292957,0.1513322763129408,0.504,3.26,159.79707762768223,0.002598825995250742,0.504,3.26,0.002598825995250742,273678
17,8489.967,8074.9395,8925.657,1.7715883,1.1085786,3.4905186,257580.0,0.31,5.5,0.3130360926372197,0.0007792050214915,0.0026752851133031,6.0,37.32706856292957,0.2055211005712466,0.312,5.44,0.3504194718330948,0.000763504545107041,0.312,5.44,0.000763504545107041,3300744
20,4270.1167,4059.782,4497.9746,1.9561996,1.1437149,5.900508,381600.0,0.37,4.3,2.1834936712396016,0.0008110924423816,0.0021980660924352,6.0,37.32706856292957,0.2628419678002363,0.364,4.39,1.7674864282363787,0.0008023593120993766,0.364,4.39,0.0008023593120993766,2897775
23,2001.448,1901.4484,2108.5007,2.0418558,1.2526941,3.8817518,610560.0,0.4,3.6,2.997886426746596,0.0014932553770489,0.0017377962858799,6.0,37.32706856292957,0.3164178279248921,0.408,3.5,3.749884992382977,0.001487221941683714,0.408,3.5,0.001487221941683714,869332
26,805.73254,756.14014,869.2769,5.0354824,1.8246825,19.982931,973080.0,0.11,14.0,1.816636894910192e-17,0.0020968485204664,0.0013765848003003,5.9,37.30227735391792,0.3687111795676541,0.102,14.7,1.6323925991931792e-19,0.0019698149796360115,0.102,14.7,0.0019698149796360115,486540
29,254.74072,229.87848,294.46872,20.922686,4.49984,88.63337,1376940.0,0.1,9.6,6.048144653183153e-19,0.0070422350500764,0.0011572531101864,5.8,37.27552698079011,0.4174300053490492,0.099,9.64,3.2646795329519137e-19,0.006984550666783371,0.099,9.64,0.006984550666783371,36304
32,21.90403,20.869366,22.97642,1.4744663,0.99268293,2.485555,419760.0,0.28,7.2,8.881771178594774e-05,0.0013801910593134,0.0020957932105484,5.8,37.27552698079011,0.4684253015287636,0.278,7.27,7.696692182053616e-05,0.0013762139572077725,0.278,7.27,0.0013762139572077725,944460
