filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
2,33.96059945258502,24.336632707888953,48.21540350646595,12.97820708875681,5.418681477017486,49.91018313344371,49152000.0,dual_color
3,9.09484120598525,6.709210509343613,13.354968977418517,15.927686447043097,4.699739234996324,111.1557748851135,49152000.0,single_edge
4,38.57901276647008,29.750786763453522,50.04220098870105,8.555893831475597,3.723567247126487,22.425982012500175,49152000.0,dual_color
5,27.822727381485365,21.84919733242779,35.12968171453569,6.3781250614813025,2.9411001039390388,17.155329084890337,49152000.0,dual_color
6,15.440392541508432,11.881322198137354,21.469099973917906,8.635018200699987,3.2773802770063094,79.29198150341206,49152000.0,single_edge
9,4.283213012420411,3.0178239737200068,6.823989994093324,21.51343333088841,4.663812680349639,149.16462811808236,49152000.0,multi_edge
11,14.250685146102766,10.669559006496828,20.115558177787427,11.987646239523313,4.392903595929434,97.37677592532881,49152000.0,single_edge
12,9.28591547469856,6.928449799677441,14.384402947422979,14.804435740562308,4.593662320849125,122.19377006244872,49152000.0,single_edge
13,11.054444971647634,8.12615015185171,16.8676346313135,14.4316981733534,4.311173067783964,100.96496909862358,49152000.0,single_edge
16,8.12512843533763,6.1026029377254565,12.500448920120396,15.531951185499683,4.192009406977843,130.5537411269693,49152000.0,multi_edge
17,22.680740492765988,17.45254007599602,29.41242070990637,8.245807411098816,4.316847456435449,18.991993976406093,49152000.0,dual_color
18,7.152672107589166,5.090223495867622,11.694659939125534,18.955496929394737,4.853952623106318,174.23696699975517,49152000.0,multi_edge
20,34.44315751958843,25.300116157893576,45.77031750648611,10.16000498388701,5.0173480967610775,23.767527938512444,49152000.0,dual_color
22,7.981239170781971,6.075961217755242,12.255738535671984,17.13340799390048,4.204160702764797,153.5297959691597,49152000.0,multi_edge
25,4.6698442787547485,3.3130604427206656,7.652677777349448,22.287374722817617,6.145207924207055,147.86442125636594,49152000.0,multi_edge
27,5.174211861257294,3.6891633529676713,7.953159861235073,18.402967388153698,4.886821595219478,117.54239057650084,49152000.0,multi_edge
33,6.762893511432013,4.9656356924451,10.626103983021038,19.319201416277522,4.704678334696032,148.42088213197536,49152000.0,multi_edge
38,25.7868475109819,19.233975616645548,34.24208665852331,11.316085719017753,5.030390966566998,36.768732133420855,49152000.0,dual_color
41,10.116450293560296,7.319321073931261,15.871316619476396,16.838209855124823,4.989503273982059,135.82991208673988,49152000.0,multi_edge
42,31.397198050926175,22.804215473511945,43.36143854989777,16.500241375708505,7.722171433737033,47.52842252341382,49152000.0,dual_color
44,23.977034035456377,17.5249378797659,34.42760197942454,14.405417967017666,5.393598927800013,57.38218150586048,49152000.0,dual_color
47,22.126728103138483,17.272026039196394,28.472421967327865,7.503347003908672,3.783629105487655,22.123453406865792,49152000.0,dual_color
48,6.80917090081614,4.890764439213397,10.326997988070337,16.708175348222046,5.083089510897984,109.40651993951235,49152000.0,single_edge
49,24.120021327520167,19.125939471056842,33.229222553238635,10.377334799321542,3.986696503890416,61.30771978271852,49152000.0,single_edge
54,3.803161403820581,2.612415096082499,6.869692443502073,28.548253890958563,6.2296908478251165,196.47913481162152,49152000.0,multi_edge
55,10.459297079357864,7.734627576754236,17.137846534033766,18.419007519159237,4.7685694851778955,129.6153284332752,49152000.0,single_edge
56,29.20441139597177,22.175398701716016,38.68988713765834,10.6821372045687,4.701806149858811,33.83067546990114,49152000.0,dual_color
57,12.247854797373588,9.266836416101569,17.482608953633537,12.259375824523966,4.335181404743619,79.68160265265377,49152000.0,single_edge
59,29.50159537329482,23.69621845709153,38.52385388050216,6.373644947292137,2.6794625048888387,21.469061761019717,49152000.0,dual_color
60,1.2407632615317996,0.9274622809528936,2.2637285648467187,19.729264999796932,3.089265466228052,187.87943834005222,49152000.0,misc
62,22.196313458167655,16.85194878431901,28.416318624454632,9.256769957629478,4.688137246402099,23.32383491258073,49152000.0,misc
63,4.787974538700425,3.414815759550734,9.798368455034112,27.649827324086463,4.890924257951979,258.16148780201263,49152000.0,multi_edge
