filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,45245.527,35149.957,55858.81,5.495759,3.202812,11.596157,65536000.0,"(2.0, 0.5, 0.044)"
1,16159.348,12461.857,20982.104,7.5778446,4.145749,20.6892,65536000.0,"(2.0, 0.5, 0.065)"
2,5922.317,4530.9473,7658.3535,9.172287,4.7529116,22.550383,65536000.0,"(2.0, 0.5, 0.096)"
3,2186.1821,1604.9816,2941.1536,11.885174,6.001125,31.736656,65536000.0,"(2.0, 0.5, 0.141)"
4,896.74567,626.0611,1207.4171,14.605139,7.9027953,40.446873,65536000.0,"(2.0, 0.5, 0.208)"
5,319.7792,214.6534,441.71838,17.831026,8.364756,54.4642,65536000.0,"(2.0, 0.5, 0.306)"
6,201.8078,138.28255,288.14822,18.420538,9.052644,56.18318,65536000.0,"(2.0, 0.5, 0.45)"
7,62793.043,49965.652,79623.72,6.65773,3.644785,17.155079,65536000.0,"(2.0, 1.0, 0.044)"
8,22699.832,17202.203,29541.355,8.707811,4.3867908,26.46868,65536000.0,"(2.0, 1.0, 0.065)"
9,8380.244,6284.1074,11114.349,10.975516,5.249789,34.063877,65536000.0,"(2.0, 1.0, 0.096)"
10,3242.9932,2394.788,4510.291,13.735744,6.094931,54.324215,65536000.0,"(2.0, 1.0, 0.141)"
11,1197.3448,817.9381,1706.2438,17.1347,7.3950586,63.560234,65536000.0,"(2.0, 1.0, 0.208)"
12,468.3411,310.48373,670.54333,21.947903,8.971785,75.58873,65536000.0,"(2.0, 1.0, 0.306)"
13,220.53648,147.11174,331.00937,28.5207,10.659022,102.477615,65536000.0,"(2.0, 1.0, 0.45)"
14,42997.684,33936.027,54418.273,6.8411884,3.8138843,16.643753,65536000.0,"(3.0, 0.5, 0.044)"
15,15353.167,11525.817,20206.848,8.839638,4.8866415,22.405865,65536000.0,"(3.0, 0.5, 0.065)"
16,5436.802,4041.1614,7211.919,12.280644,6.0806623,36.965527,65536000.0,"(3.0, 0.5, 0.096)"
17,2110.7625,1486.6293,3013.5896,16.471983,7.743226,71.83799,65536000.0,"(3.0, 0.5, 0.141)"
18,781.5667,519.1329,1158.5393,20.23979,9.632408,69.95998,65536000.0,"(3.0, 0.5, 0.208)"
19,321.70187,221.96304,479.5277,24.825539,10.54513,96.986824,65536000.0,"(3.0, 0.5, 0.306)"
20,159.4351,99.5562,259.3324,31.513683,12.682337,114.41006,65536000.0,"(3.0, 0.5, 0.45)"
21,51052.195,38748.312,70046.02,11.11703,5.271424,38.193348,65536000.0,"(3.0, 1.0, 0.044)"
22,18193.469,12895.415,25358.47,14.231808,6.3186035,56.42935,65536000.0,"(3.0, 1.0, 0.065)"
23,6965.8066,5032.2793,10565.114,20.489113,7.670237,79.2877,65536000.0,"(3.0, 1.0, 0.096)"
24,2463.0537,1588.0222,4007.8723,27.97654,8.825868,139.62875,65536000.0,"(3.0, 1.0, 0.141)"
25,940.5836,598.1563,1565.5133,31.72916,10.993246,105.96643,65536000.0,"(3.0, 1.0, 0.208)"
26,383.1721,237.33542,631.6159,41.130527,12.302233,157.77295,65536000.0,"(3.0, 1.0, 0.306)"
27,166.43944,95.11527,290.55713,46.33122,13.740106,196.43729,65536000.0,"(3.0, 1.0, 0.45)"
28,39986.56,31623.79,53196.94,7.5767508,3.4794068,30.90907,65536000.0,"(4.0, 0.5, 0.044)"
29,14740.787,10933.211,19194.377,10.0606575,4.8833094,30.737167,65536000.0,"(4.0, 0.5, 0.065)"
30,5437.471,3913.6204,7637.0576,16.151087,5.9227643,83.10324,65536000.0,"(4.0, 0.5, 0.096)"
31,1979.101,1368.7692,2943.2603,17.68681,7.2870393,69.25422,65536000.0,"(4.0, 0.5, 0.141)"
32,751.4492,512.5111,1143.637,22.803314,8.281695,123.6246,65536000.0,"(4.0, 0.5, 0.208)"
33,314.1522,203.16562,510.9675,30.467094,10.196237,154.4439,65536000.0,"(4.0, 0.5, 0.306)"
34,142.66475,85.758514,243.0867,41.183468,12.841265,167.29707,65536000.0,"(4.0, 0.5, 0.45)"
35,45943.43,34135.164,60650.99,12.09618,5.4015245,37.388645,65536000.0,"(4.0, 1.0, 0.044)"
36,16675.236,12215.381,25470.191,16.925564,6.6148458,72.45882,65536000.0,"(4.0, 1.0, 0.065)"
37,6021.716,4047.567,9126.458,24.063675,7.73936,115.74704,65536000.0,"(4.0, 1.0, 0.096)"
38,2283.2947,1483.5393,3628.0127,30.915592,9.917178,147.11781,65536000.0,"(4.0, 1.0, 0.141)"
39,908.6674,559.4014,1682.3041,45.331863,11.121518,243.57413,65536000.0,"(4.0, 1.0, 0.208)"
40,356.08856,200.5241,634.06635,49.267483,14.248818,215.8198,65536000.0,"(4.0, 1.0, 0.306)"
41,158.14862,90.173164,327.013,66.95464,15.592508,269.80887,65536000.0,"(4.0, 1.0, 0.45)"
