band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,768.0,0.2,14.0,0.0120968144766919,0.0,0.11,14.0,8.144512091769715e-06,0.011614939392887602,0.0,13122.0
5,7680.0,0.1,8.6,0.0087278784182068,100.0,0.1,8.6,1.2130677707433202e-06,0.0087278784182068,100.0,24603.0
8,14592.0,0.2,8.8,0.0050205485929749,0.0,0.19,8.8,26438.18003456889,0.005018904807572611,100.0,73872.0
11,29952.0,0.2,16.0,0.0029089279856511,100.0,0.2,16.0,1277.1142568379862,0.0029089279856511,100.0,227448.0
14,59904.0,0.1,1.3,0.0243759621021528,0.0,0.1,1.3,0.3034792778948406,0.0243759621021528,0.0,3159.0
17,480768.0,0.1,13.0,0.0036231266672276,0.0,0.1,13.0,8.073714414654399e-08,0.0036231266672276,0.0,135216.0
20,961536.0,0.2,7.1,0.001077385081456,50.0,0.19,7.3,24709.51843593657,0.0009027840014087518,25.0,2163456.0
23,7692288.0,0.1,13.0,0.0010142593163454,25.0,0.1,13.0,8.762778622237113e-10,0.0010142593163454,25.0,1825416.0
26,3846144.0,0.2,2.7,0.0007090427798947,25.0,0.2,2.7,70377.78706014834,0.0007090427798947,25.0,3846144.0
30,7692288.0,0.2,1.2,0.0019368901353848,0.0,0.18,1.5,3842.761088062231,0.0019053320077895841,0.0,513397.0
