filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,38141.094,29741.965,47408.023,5.5458765,3.051156,15.768338,262144000.0,"(2.0, 0.5, 0.044)"
1,16323.579,12823.378,20713.02,6.1978283,3.2862043,19.461838,262144000.0,"(2.0, 0.5, 0.065)"
2,6576.698,5205.662,8263.791,6.400652,3.2297108,17.005306,262144000.0,"(2.0, 0.5, 0.096)"
3,2797.8591,2166.3635,3563.505,7.264324,3.6402996,21.403347,262144000.0,"(2.0, 0.5, 0.141)"
4,1152.8248,876.24927,1451.8333,8.28653,4.267028,29.09903,262144000.0,"(2.0, 0.5, 0.208)"
5,415.594,313.295,537.46234,9.865244,4.2117133,37.117893,262144000.0,"(2.0, 0.5, 0.306)"
6,279.85425,209.98505,375.27567,9.890322,4.796311,35.474228,262144000.0,"(2.0, 0.5, 0.45)"
7,54288.895,43416.723,68531.04,6.4105473,3.3343816,19.243261,262144000.0,"(2.0, 1.0, 0.044)"
8,21606.795,16645.76,27949.41,7.6740284,3.6956086,25.068642,262144000.0,"(2.0, 1.0, 0.065)"
9,8995.317,7039.572,11474.854,7.9109163,3.7740242,27.484087,262144000.0,"(2.0, 1.0, 0.096)"
10,3820.5479,2936.9902,4963.414,8.58529,3.8535242,32.204014,262144000.0,"(2.0, 1.0, 0.141)"
11,1576.0858,1176.9901,2079.6567,9.439274,4.111656,38.3629,262144000.0,"(2.0, 1.0, 0.208)"
12,610.1576,447.46747,843.7053,11.865034,4.821872,62.558804,262144000.0,"(2.0, 1.0, 0.306)"
13,313.63715,234.57901,431.93243,15.324097,5.6954603,79.12158,262144000.0,"(2.0, 1.0, 0.45)"
14,38099.715,30115.475,48603.5,6.853094,3.6671488,23.936304,262144000.0,"(3.0, 0.5, 0.044)"
15,15911.381,12125.497,20711.342,8.406559,4.0204067,27.861492,262144000.0,"(3.0, 0.5, 0.065)"
16,6334.278,4919.6777,8152.8066,8.996178,4.240131,34.376465,262144000.0,"(3.0, 0.5, 0.096)"
17,2623.0916,1993.028,3452.8904,9.633809,4.678701,40.21184,262144000.0,"(3.0, 0.5, 0.141)"
18,1129.5138,831.90955,1551.796,11.022209,5.1395283,43.971905,262144000.0,"(3.0, 0.5, 0.208)"
19,455.46497,342.0473,638.85986,14.273485,5.9274883,64.385185,262144000.0,"(3.0, 0.5, 0.306)"
20,215.66731,153.71954,325.14725,17.576235,6.992432,93.17794,262144000.0,"(3.0, 0.5, 0.45)"
21,45464.17,34710.035,62782.516,10.761397,4.8050423,41.470974,262144000.0,"(3.0, 1.0, 0.044)"
22,18223.31,13346.464,24870.598,11.646765,4.821139,49.299297,262144000.0,"(3.0, 1.0, 0.065)"
23,7829.959,6043.6367,10879.932,12.665825,5.262159,60.51075,262144000.0,"(3.0, 1.0, 0.096)"
24,3101.7693,2271.9634,4417.2935,14.264282,5.6997294,61.58418,262144000.0,"(3.0, 1.0, 0.141)"
25,1296.3827,934.0344,1932.1316,17.86408,6.2241035,87.59031,262144000.0,"(3.0, 1.0, 0.208)"
26,524.2926,375.02448,764.289,19.283337,6.139826,105.35934,262144000.0,"(3.0, 1.0, 0.306)"
27,236.42052,157.56374,394.9962,29.769646,7.8857694,180.59862,262144000.0,"(3.0, 1.0, 0.45)"
28,36045.293,28380.582,47989.496,7.8900146,3.457112,31.427893,262144000.0,"(4.0, 0.5, 0.044)"
29,15223.004,11664.801,19600.312,8.061148,3.7236955,34.561543,262144000.0,"(4.0, 0.5, 0.065)"
30,6166.9634,4747.562,7818.382,8.706877,4.14904,33.428677,262144000.0,"(4.0, 0.5, 0.096)"
31,2597.6184,1892.8973,3936.8997,13.957113,4.628578,94.65501,262144000.0,"(4.0, 0.5, 0.141)"
32,1120.9692,823.9489,1606.487,15.62517,5.105422,95.49969,262144000.0,"(4.0, 0.5, 0.208)"
33,459.00717,328.48355,703.16797,19.901775,6.0159683,123.30714,262144000.0,"(4.0, 0.5, 0.306)"
34,199.43762,139.38144,307.8423,21.584501,6.898047,153.82692,262144000.0,"(4.0, 0.5, 0.45)"
35,43595.16,32488.986,59326.473,12.52103,5.1575294,48.54257,262144000.0,"(4.0, 1.0, 0.044)"
36,18127.322,13673.482,26228.754,13.211115,5.38522,50.23805,262144000.0,"(4.0, 1.0, 0.065)"
37,7172.945,5158.22,9984.742,14.823408,5.543733,67.29028,262144000.0,"(4.0, 1.0, 0.096)"
38,3011.581,2132.9207,5087.4624,23.916172,6.433917,187.01677,262144000.0,"(4.0, 1.0, 0.141)"
39,1211.0612,863.1433,1992.8647,23.15938,6.0996714,159.31221,262144000.0,"(4.0, 1.0, 0.208)"
40,498.97977,331.8348,898.8996,30.498959,6.806871,215.4751,262144000.0,"(4.0, 1.0, 0.306)"
41,205.20663,138.21545,415.4864,42.306038,8.24289,275.0194,262144000.0,"(4.0, 1.0, 0.45)"
