filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,38141.094,38141.094,36672.797,35696.363,34124.695,0.0044112664839643,0.0052147787918672,0.0051271227008772,0.0071097779819308,0.005053029302715228,0.004534229014484525,0.004259838159010883,37263.95,0.003951286016869282,0.003975627227019052,,,,
1,16323.579,16323.579,15653.871,15204.601,14486.631,0.0049683938565018,0.0051415621540499,0.0052259626188531,0.0063643452557803,0.004521056014669393,0.004313510106947138,0.00399802453308943,16323.579,0.003574837157855587,0.003216238805741456,,,,
2,6576.698,6576.698,6298.105,6114.5894,5823.1157,0.0047616208001596,0.0056160743814746,0.0047182597094725,0.0067572279716986,0.005514739608562434,0.0053352312456089734,0.005049859569616122,6576.698,0.0045760089805033655,0.004596808366686966,0.004179987772675586,0.0038127076248141156,0.0036767109441291357,0.003171188875270625
3,2797.8591,2797.8591,2667.4717,2583.4033,2451.5347,0.0031380414126792,0.0055734715816537,0.0063972331757329,0.0062484789970502,0.00436866013767917,0.004387482704191092,0.0038728507012282254,,0.003856477127278546,0.00313804141267926,,,,
4,1152.8248,1152.8248,1093.9031,1056.9822,999.8018,0.0054697147177037,0.0067292467650864,0.0057982265677077,0.007190675307356,0.005798226567707752,0.005348339108442242,0.004688416393451744,1152.8248,0.004537316624351029,0.004319664186543171,,,,
5,415.594,415.594,391.71292,376.97025,354.5669,0.0051973154587994,0.005436395803035,0.005706065719533,0.007292499627196,0.004825353050629914,0.0043751074905602205,0.004113338091665919,415.594,0.003671466607219044,0.0034853678497327456,,,,
6,279.85425,279.85425,263.97354,254.04837,238.81201,0.004549358720662,0.0047512648740078,0.0059177484942822,0.0066417041064016,0.004592247069457156,0.00419425645226057,0.003965618512257629,279.85425,0.003653671474202591,0.002920597837291254,,,,
7,54288.895,54288.895,51886.4,50359.734,47985.934,0.0040350173009521,0.0042139249836776,0.0044116706638392,0.0060856963874135,0.004125092286939691,0.0037113657563141444,0.0033088615217948814,54288.895,0.003302997848804723,0.0024895714505809435,,,,
8,21606.795,21606.795,20549.633,19878.465,18846.496,0.0024851532996538,0.0046117732776492,0.0057517892640002,0.0059015238508503,0.004098171893586855,0.003907141020697336,0.003399052194925721,,0.0032967742490655275,0.0024851532996538334,,,,
9,8995.317,8995.317,8543.403,8258.021,7818.721,0.0036046779936023,0.0049967781654898,0.004436126506644,0.0055215545370637,0.004036924152905685,0.0034708487659932605,0.003303351286292888,8995.317,0.002658331945900372,0.002502236754903131,,,,
