band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,255218215684498.0,213045914311194.84,310700890305098.06,6.533473190111989,0.735054674436047,12.870579220057099,768.0
5,487822351013111.2,415044527561009.75,566760564352840.5,34.76385400733997,28.211967139688692,41.252133371824684,7680.0
8,71396465412680.81,59066510972042.94,87839801829482.44,59.25651728029309,21.448410485420467,115.91863731027145,14592.0
11,10943024772672.979,8267880716685.501,15834687349254.598,181.9112741864745,9.989979911289957,441.57692129130965,29952.0
14,381586694429821.2,351691992168221.56,413942854871183.0,8.060018650263025,6.064510820427595,10.86921586354787,59904.0
17,450811545336281.8,427559284271818.0,474889810991984.6,2.137824075729138,1.5408974754535711,3.0974892829839047,480768.0
20,18727231004912.918,17691894987966.234,19863594045554.98,3.039489787603685,1.8603523018700745,6.3547108675481585,961536.0
23,5022264580832.456,4710394457911.794,5401446325945.414,4.8984955282263565,2.400907032331175,16.195491983476515,7692288.0
26,476922004031.54114,433606546097.0529,562330765484.4863,23.038310802190026,4.0820354182244545,120.91895469071532,3846144.0
30,47142691259.58002,43644511360.92862,51098588263.60315,7.356515566674183,4.936605849818697,15.106455304116794,7692288.0
