band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,768.0,0.2,14.0,0.0121111226152648,0.0,0.14,14.0,0.5261022650109062,0.010440908424701623,0.0,16605
5,7680.0,0.1,7.9,0.0091758543598279,100.0,0.1,7.9,2.5403046484578336e-06,0.0091758543598279,100.0,21870
8,14592.0,0.2,8.9,0.0057993086013853,100.0,0.18,9.3,4736.8457393093795,0.005626243473409369,100.0,55404
11,29952.0,0.2,13.0,0.0028094574994746,100.0,0.2,13.0,3175.120249235737,0.0028094574994746,100.0,227448
14,59904.0,0.1,1.3,0.0239730837226105,0.0,0.11,1.0,41.8279905029351,0.02379359323941481,0.0,3159
17,480768.0,0.1,13.0,0.0035396857766689,0.0,0.1,13.0,8.098133040708477e-08,0.0035396857766689,0.0,152118
20,961536.0,0.2,7.1,0.0011748523480252,50.0,0.19,7.2,26237.12684672677,0.0007425337631496842,25.0,3245184
23,7692288.0,0.2,5.8,0.0010401950806724,50.0,0.19,6.2,12705.602778005581,0.0010169710940482243,50.0,1825416
26,3846144.0,0.2,2.7,0.0008197794071084,25.0,0.19,2.9,18708.75479239374,0.0007934728906467403,25.0,2884608
30,7692288.0,0.2,1.2,0.0018606124398628,0.0,0.18,1.5,3843.3381892393195,0.001825395029331378,0.0,540864
