band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,333444701330276.8,333444701330276.8,260645505236697.0,229904225452190.44,210181175498922.97,194913096290189.6,172469119505049.2,155420275024034.62,141268699231135.53,129304503994088.52,118829782932737.28,94315201317352.5,0.0079013755751089,0.0064618968730114,0.0131407771359965,0.0180803006412616,0.0229011125462805,0.0316791584340502,0.0416934908071581,0.0510418708430318,0.0599482884867352,0.069359975188364,0.0942201045652756,0.02825531898595149,0.023299799083426838,0.018091335486242754,0.012659173662800227,0.006461896873011463,0.02712585946428847,,,,
5,819938283156712.4,819938283156712.4,675997208506257.0,592861360891039.5,531768181088159.06,484611453075862.56,411482569160241.2,358691938991700.75,318539266218830.44,287630385219550.75,261191084638992.1,204074004304713.53,0.0246225116309593,0.0200080187562671,0.0173852476900677,0.0151784123621188,0.0133748651045693,0.0142222960570057,0.0170260682092874,0.0195310982882758,0.02157416165285,0.0235771449844187,0.0321575093480464,0.016968680747389886,0.015545794444785146,0.01417942010860962,0.012555005669098833,0.013306384066307797,0.01489348173648164,445482236787392.2,0.017250319025489347,0.017629100775154897,0.017629100775154897
8,174325707606085.16,174325707606085.16,152678838427458.78,141013294638584.84,132911495853291.95,126458038792432.95,115878175201038.16,107142371652415.4,99659171894475.6,93259757184580.38,87801651114030.0,75012097475799.84,0.0186154412858759,0.0186154412858759,0.0186154412858759,0.0186154412858759,0.0186154412858759,0.0167798476049854,0.0148815589732745,0.0128618200142339,0.0110924054993013,0.0104254913978704,0.0128147953232292,0.012045697664413256,0.011610695121080927,0.01121402204285663,0.01084601827166376,0.010425491397870412,0.00997915108052451,90422287897088.89,0.010884468560446156,0.011735272855307288,0.012594510613804788
11,13470308019821.115,13470308019821.115,10999626291808.55,10367064805105.703,10063822256087.61,9830788710560.965,9484077082467.46,9224701208763.924,9005014839927.086,8811112122802.582,8638633949023.839,8225392243423.102,0.0088824512064116,0.0088824512064116,0.0084051409806855,0.0069020989285871,0.0059881706198701,0.0046647984015085,0.0035438982524946,0.0038297173458846,0.0042244897110891,0.0047109682088436,0.005614229353171,0.004744633929727737,0.004042843616264749,0.0038369245351122542,0.003625143434718716,0.0035438982524946816,0.004018538897462065,,0.004561836726976576,0.005199347524679654,0.0060096804452310915
14,210317515796253.25,210317515796253.25,198136804897763.25,190988977092566.3,185208086374612.7,180219833509115.84,171686034642676.56,164476035308633.44,158157916987473.12,152480030249174.25,147306305315379.8,133929882402055.48,0.0265924070055215,0.0243555017948225,0.0221642593799102,0.0225534215194358,0.0233696318818847,0.024799881672082,0.0238340587785539,0.0250105364104811,0.0260910930006831,0.0254606986617926,0.0279604324496572,0.023096041791209283,0.022621424195315876,0.022649012302355297,0.022307242096325758,0.021876071309220757,0.021781329867484822,198136804897763.25,0.022539291252268834,,
17,397442867168409.5,397442867168409.5,387237182790073.9,381271049852109.1,376350684178998.8,372020695909717.25,364467573685383.75,357889858574908.7,351923168185821.8,346453139960287.0,341361356444667.2,327878257773374.7,0.0084755976308954,0.0091091169533905,0.0095552186434351,0.0098532692094374,0.0100706642046746,0.010588844786466,0.0111292172904224,0.0115939377536418,0.0120856622000394,0.0125006854202499,0.0139267176533443,0.010023385521912093,0.009747701792936603,0.009326207324522273,0.008957153978401577,0.008475597630895448,,,,,
20,100914320150986.6,100914320150986.6,97471927253730.62,95585010626749.06,94047943267729.9,92712475266081.6,90408722757532.72,88439976834120.89,86684763139093.3,85089515690846.4,83627017949549.83,79811541024757.4,0.0024693733274476,0.0015232540486563,0.0018788293503183,0.0024041684599824,0.002923595186405,0.0038671085943778,0.0047170994378165,0.0055200619985806,0.006288923913791,0.0070445086870187,0.0091381379584662,0.0033659994956106998,0.0028865589645180358,0.002391393262942791,0.0018788293503183458,0.0015232540486563861,0.0023571432062938213,,,,
23,10926466619019.98,10926466619019.98,10639556920965.86,10479757670326.943,10348482669260.275,10233938697233.238,10036136927520.73,9865754794997.217,9713996359358.94,9576215093379.166,9449237276706.611,9114567847557.88,0.0024378347247133,0.0012055020561732,0.0009892423916667,0.0013122576531217,0.0016836757906449,0.0025739087672019,0.0034863041984932,0.0043333412795893,0.0051324280533174,0.005896542241966,0.0080075461766059,0.0027857689704102254,0.00229245109797524,0.0018811355923992988,0.0015392558371094597,0.0009892423916667559,0.0012055020561732022,,0.0039047230638824537,,
26,1913935898325.405,1913935898325.405,1866805048647.9336,1840041076560.7964,1817820017349.561,1798238763376.7922,1763989810326.7063,1734053904836.5398,1707107732543.8965,1682432104662.1958,1659556996625.7305,1598902568460.7651,0.0004839793919398,0.0010831093559444,0.001786979948655,0.0023629884385114,0.002886632150544,0.0038474892330518,0.0047241973653794,0.0055445458824098,0.0063202736028903,0.0070628746919362,0.0091401110151095,0.0031648122649669264,0.002618095970833789,0.002240853816774746,0.001480168960711778,0.0004839793919398927,,,,,
30,24334173515.2429,24334173515.2429,23527051456.21776,23038453507.584015,22634171912.637024,22278996189.78472,21661457478.195076,21129073520.9748,20655528016.475513,20226544806.109524,19832504011.24049,18806634766.263847,0.0025516295303056,0.0020440279557855,0.0027176952986741,0.002750790773988,0.0032748423346739,0.004236185061664,0.0051170355384034,0.0059429459180643,0.0067328201251039,0.0074885762815278,0.0096180944513625,0.004160827846463756,0.0037250780495674263,0.0032132168131564637,0.0026456180575278876,0.0020440279557855656,0.002376966066633457,,,,
