band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,1177821300.0,1085672400.0,1276357600.0,7.890917,6.781157,9.2981,57824238.0
5,2883461000.0,2721403600.0,3049609000.0,2.913814,2.5243955,3.3311825,57824238.0
8,1825075000.0,1718577900.0,1934976400.0,3.3904872,2.9282086,3.8748891,57824238.0
11,1410021000.0,1330532400.0,1490648600.0,2.9081664,2.6055012,3.2273352,57824238.0
14,291033920.0,266451950.0,316720640.0,9.351071,8.062521,10.758915,57824238.0
18,54242736.0,49893884.0,58984108.0,8.511875,6.300382,12.579388,57824238.0
21,23821240.0,21310042.0,26631636.0,16.470446,11.408118,25.173845,57824238.0
24,18142666.0,15610336.0,20933394.0,30.366356,24.829668,36.83773,57824238.0
27,8244824.5,6905584.5,9716428.0,41.931015,34.13838,51.046303,57824238.0
31,217505.1,173706.5,275686.2,78.496315,44.863823,195.92044,57824238.0
