filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",137.92424,103.93306,192.94147,10.131069,3.5204768,63.65342,160000000.0,"(2.0, 0.5, 0.044)",0.0119007357173247,20.0,-1.2,613.2156273656872,0.0,137.92424,0.0001073660829613,0.0119007357173247,20.0,-1.2,613.2156273656872,0.0,12357,6.64573,0.0599587,0.0,5.37036,0.0415373,0.0,4.3802,0.0451454,0.0,0.0
1,"(2.0, 0.5, 0.065)",53.98736,40.135403,79.578384,16.350359,4.161812,131.8257,160000000.0,"(2.0, 0.5, 0.065)",0.0082580429511258,1.7,-1.2,215.8855993644364,50.0,53.98735809326172,0.0001073660829613,0.0080403272875615,1.42,-1.2,221.38867075716811,0.0,29296,3.66176,0.0696002,0.0,2.94111,0.0518319,0.0,2.37993,0.0555557,0.0,0.0
2,"(2.0, 0.5, 0.096)",25.048847,18.085354,38.104233,21.830307,5.088109,153.02065,160000000.0,"(2.0, 0.5, 0.096)",0.0088919486131276,2.1,-1.2,90.99459788474948,200.0,19.512073516845703,0.0001073660829613,0.0088492152306229,2.4,-1.2,89.64052395305772,250.0,24718,2.25788,0.0737863,0.0,1.84551,0.0534926,0.0,1.47331,0.0571185,0.0,0.0
3,"(2.0, 0.5, 0.141)",9.881065,6.770121,17.73275,29.03223,6.329034,168.21391,160000000.0,"(2.0, 0.5, 0.141)",0.0084075615475048,0.5,-1.1,6.861850950453018,0.0,9.151769638061523,0.0001073660829613,0.0076227109423757,0.51,-1.1,6.754604475195002,25.0,32958,1.29039,0.0769821,0.0,1.08527,0.0533672,0.0,0.856953,0.0563375,0.0,0.0
4,"(2.0, 0.5, 0.208)",3.7354176,2.428868,7.6427674,42.46922,7.384008,291.3239,160000000.0,"(2.0, 0.5, 0.208)",0.0084974081990689,0.3,-0.8,0.0565184199579246,50.0,3.735417604446411,0.0001073660829613,0.0060700393381099,0.3,-0.85,0.0772406272094688,0.0,49437,0.807416,0.0708774,0.0,0.699918,0.0443249,0.0,0.552785,0.0457813,0.0,0.0
5,"(2.0, 0.5, 0.306)",1.1133472,0.71270263,2.4809177,55.986454,6.2688556,333.46658,160000000.0,"(2.0, 0.5, 0.306)",0.0051502891509229,0.1,1.1,1.6712585461518246e-15,0.0,1.1133471727371216,0.0001073660829613,0.0047916444793635,0.11,0.8,2.3283582184208333e-13,0.0,78125,0.496702,0.0582956,0.0,0.436516,0.0309678,0.0,0.346994,0.0305993,0.0,0.0
6,"(2.0, 0.5, 0.45)",0.71689576,0.46947125,1.7962804,62.75992,6.5022244,366.02863,160000000.0,"(2.0, 0.5, 0.45)",0.0026880884918598,0.1,1.3,5.671552140408759e-16,0.0,0.71689576,0.0001073660829613,0.0026880884918598,0.1,1.3,5.671552140408759e-16,0.0,263671,0.422977,0.0538043,0.0,0.372178,0.0265084,0.0,0.296247,0.0259008,0.0,0.0
7,"(2.0, 1.0, 0.044)",182.94016,139.64233,257.17523,11.653064,3.985817,86.64955,160000000.0,"(2.0, 1.0, 0.044)",0.0078132652489488,6.3,-1.2,787.6375195875241,50.0,170.91742,0.0001073660829613,0.0078132652489488,6.3,-1.2,787.6375195875241,50.0,29296,7.27849,0.0638542,0.0,5.86157,0.0456802,0.0,4.75746,0.0491178,0.0,0.0
8,"(2.0, 1.0, 0.065)",73.88104,54.9921,108.21867,12.884755,4.084681,82.37631,160000000.0,"(2.0, 1.0, 0.065)",0.0072456738424007,1.9,-1.2,305.72411709312007,50.0,73.88104248046875,0.0001073660829613,0.0070978075577577,1.56,-1.2,313.2050734462203,0.0,37077,4.35696,0.0679356,0.0,3.51071,0.049402,0.0,2.82571,0.052872,0.0,0.0
9,"(2.0, 1.0, 0.096)",32.86332,23.833479,61.019093,27.549038,4.8539906,237.72313,160000000.0,"(2.0, 1.0, 0.096)",0.0079065837968261,4.1,-1.2,123.75881667351103,200.0,26.551332,0.0001073660829613,0.0079065837968261,4.1,-1.2,123.75881667351103,200.0,29296,2.74529,0.0692246,0.0,2.23379,0.0494456,0.0,1.78619,0.0529678,0.0,0.0
10,"(2.0, 1.0, 0.141)",14.108161,10.13237,23.545927,22.987734,5.83376,159.90045,160000000.0,"(2.0, 1.0, 0.141)",0.0071520898400067,0.6,-1.1,13.758319191313417,100.0,14.108160972595217,0.0001073660829613,0.005862905899893,0.54,-1.1,12.284482905470828,0.0,55615,1.65538,0.0721224,0.0,1.3817,0.0493367,0.0,1.09339,0.0525864,0.0,0.0
11,"(2.0, 1.0, 0.208)",5.1228614,3.366376,10.054944,37.73615,6.670326,255.24147,160000000.0,"(2.0, 1.0, 0.208)",0.0082195612672908,0.4,-1.0,1.0498273606839033,0.0,4.5140485763549805,0.0001073660829613,0.0067138869384512,0.4,-0.98,0.8630328022397402,50.0,39062,0.93493,0.0728404,0.0,0.803899,0.0470405,0.0,0.633865,0.0490221,0.0,0.0
12,"(2.0, 1.0, 0.306)",1.7179714,1.1109409,4.099321,65.70682,7.2821126,366.79593,160000000.0,"(2.0, 1.0, 0.306)",0.004966637025094,0.2,-0.4,7.934802111925379e-05,0.0,1.7179714441299438,0.0001073660829613,0.0040687558397004,0.16,-0.1,4.670050614045053e-07,0.0,117187,0.579496,0.0626584,0.0,0.508481,0.0354692,0.0,0.402641,0.0353105,0.0,0.0
13,"(2.0, 1.0, 0.45)",0.75482696,0.50263894,2.467903,133.74791,6.0726047,514.4033,160000000.0,"(2.0, 1.0, 0.45)",0.0033710006536157,0.1,1.3,5.971635935865536e-16,0.0,0.7548269629478455,0.0001073660829613,0.0029758102079246,0.09,1.7,1.0447856554534193e-18,0.0,211171,0.435343,0.0520955,0.0,0.383525,0.0249317,0.0,0.305339,0.023937,0.0,0.0
14,"(3.0, 0.5, 0.044)",139.32408,106.72535,189.35432,10.795258,4.2112794,56.947453,160000000.0,"(3.0, 0.5, 0.044)",0.0066776102255642,1.9,-1.2,620.2231684213853,0.0,139.32408142089844,0.0001073660829613,0.0066190625962136,1.88,-1.2,618.9697038432822,0.0,43944,6.13864,0.0669551,0.0,4.98746,0.0475401,0.0,4.02207,0.0511423,0.0,0.0
15,"(3.0, 0.5, 0.065)",54.512917,39.335144,82.589676,16.74437,4.8004966,120.06473,160000000.0,"(3.0, 0.5, 0.065)",0.0092910154202041,1.0,-1.2,167.2989781697591,50.0,48.07709503173828,0.0001073660829613,0.0087403876914547,1.3,-1.21,195.75145252145688,100.0,24718,3.36934,0.0760251,0.0,2.72332,0.0570548,0.0,2.17621,0.0604403,0.0,0.0
16,"(3.0, 0.5, 0.096)",24.844587,17.906513,40.746475,22.866888,5.375881,173.36685,160000000.0,"(3.0, 0.5, 0.096)",0.0093619661623678,1.5,-1.2,83.70507661227063,200.0,19.392791748046875,0.0001073660829613,0.0088105429748291,1.2,-1.19,71.13442110833485,250.0,24718,2.12685,0.0775164,0.0,1.75996,0.0556842,0.0,1.39137,0.0588828,0.0,0.0
17,"(3.0, 0.5, 0.141)",10.273449,7.0069065,16.954535,27.373219,7.2860465,168.44084,160000000.0,"(3.0, 0.5, 0.141)",0.0078550864402847,0.5,-1.1,6.371013985739815,50.0,8.895268440246582,0.0001073660829613,0.0078170401565397,0.51,-1.1,6.565289817246438,75.0,29296,1.26552,0.0787418,0.0,1.07174,0.0544819,0.0,0.841449,0.0569153,0.0,0.0
18,"(3.0, 0.5, 0.208)",3.741431,2.391358,7.567248,43.702446,7.9421787,273.9207,160000000.0,"(3.0, 0.5, 0.208)",0.0088210025691293,0.2,-0.6,0.0003648118955197,0.0,3.741430997848511,0.0001073660829613,0.0068043034195292,0.25,-0.8,0.0126306843274961,0.0,39062,0.73855,0.0751187,0.0,0.641982,0.0487071,0.0,0.503865,0.0493432,0.0,0.0
19,"(3.0, 0.5, 0.306)",1.1976594,0.78916377,3.0075552,71.737404,7.3802586,403.16586,160000000.0,"(3.0, 0.5, 0.306)",0.0045047391328595,0.1,1.0,2.5169488159573638e-15,0.0,1.1976593732833862,0.0001073660829613,0.0042679973560011,0.09,1.3,6.063873260579332e-18,0.0,98874,0.500528,0.0571719,0.0,0.441348,0.030133,0.0,0.350438,0.0285394,0.0,0.0
20,"(3.0, 0.5, 0.45)",0.43484458,0.27656698,1.6192653,168.82391,6.3661427,593.284,160000000.0,"(3.0, 0.5, 0.45)",0.0030763427574831,0.1,2.0,3.9843965992829926e-17,50.0,0.3752955496311188,0.0001073660829613,0.0029007934795197,0.09,2.3,9.50896471913739e-20,25.0,222471,0.343892,0.0475299,0.0,0.303298,0.0207686,0.0,0.242055,0.0186855,0.0,0.0
21,"(3.0, 1.0, 0.044)",159.65025,120.91017,250.02219,14.098389,4.4928055,118.48404,160000000.0,"(3.0, 1.0, 0.044)",0.0066792277436819,1.5,-1.2,668.0883993069255,0.0,159.65025,0.0001073660829613,0.0066792277436819,1.5,-1.2,668.0883993069255,0.0,41710,6.39155,0.0684133,0.0,5.17556,0.0493425,0.0,4.16079,0.0528372,0.0,0.0
22,"(3.0, 1.0, 0.065)",61.57288,44.90172,95.26083,15.922783,4.72153,124.64975,160000000.0,"(3.0, 1.0, 0.065)",0.0086699788334045,1.0,-1.2,205.24293263753253,0.0,61.572879791259766,0.0001073660829613,0.0079334524610739,0.96,-1.2,198.1208326252872,0.0,29296,3.63062,0.0750767,0.0,2.9396,0.0559158,0.0,2.34834,0.059318,0.0,0.0
