band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2880.0,0.1,14.0,0.006903771906857,25.0,0.11,14.0,6.889972018603201e-06,0.006640832106870054,25.0,41517
5,8640.0,0.1,3.3,0.0140087094081284,150.0,0.1,3.3,0.0028023859322808,0.0140087094081284,150.0,9720
8,24480.0,0.1,5.0,0.010485402553629,350.0,0.1,5.0,3.577608627076069e-05,0.010485402553629,350.0,17425
11,67680.0,0.2,8.5,0.0038803773181833,250.0,0.19,8.7,6255.351001756841,0.0037085682377657036,225.0,128485
14,187200.0,0.1,1.3,0.0186808773340726,0.0,0.1,1.3,0.3264440065308173,0.0186808773340726,0.0,5551
17,519840.0,0.1,10.0,0.0020031525111908,0.0,0.1,10.0,6.554588853506906e-07,0.0020031525111908,0.0,438615
20,1442880.0,0.1,8.0,0.0023226763344748,100.0,0.1,8.0,6.954831661238213e-07,0.0023226763344748,100.0,360720
23,4007520.0,0.1,12.0,0.0008036548109996,25.0,0.1,12.0,3.885897301955009e-09,0.0008036548109996,25.0,3005640
26,11121120.0,0.1,6.3,0.0006164542568852,0.0,0.1,6.3,2.145205712404738e-07,0.0006164542568852,0.0,4691722
30,8360640.0,0.1,3.4,0.002217828843164,0.0,0.1,3.4,1.879094916313933e-07,0.002217828843164,0.0,391905
