band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,157269.88,149264.11,165654.39,2.0195932,1.4713491,2.7044363,31800.0
5,83422.35,79257.164,87787.93,1.9039826,1.2757837,2.832162,41340.0
8,45610.926,43328.332,47969.348,1.937604,1.3123013,2.8375485,66780.0
11,25793.922,24441.889,27232.033,2.370253,1.3658774,4.514517,104940.0
14,14051.502,13346.595,14808.067,2.089291,1.2751459,4.009901,162180.0
17,7919.1426,7515.9673,8348.544,2.1518784,1.2933547,4.513294,257580.0
20,4052.6973,3844.8557,4287.259,2.4168644,1.2767596,9.097979,381600.0
23,1979.6365,1878.4255,2088.579,2.248149,1.3707936,4.596758,610560.0
26,868.0049,815.8724,934.2969,4.653831,1.6947181,18.998148,973080.0
29,329.39447,302.9992,371.57492,13.155254,2.838861,66.09846,1376940.0
32,44.476166,42.376705,46.640842,1.4597125,1.0056723,2.2622225,419760.0
