filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,122.51285,39.769505,721.0717,689.62115,8.335084,762.91406,262144000.0,"(2.0, 0.5, 0.044)"
1,41.206413,19.952644,273.7128,776.61346,5.031142,803.7883,262144000.0,"(2.0, 0.5, 0.065)"
2,31.35184,10.314682,229.79884,1246.3706,4.0917563,876.9386,262144000.0,"(2.0, 0.5, 0.096)"
3,22.11669,6.198631,92.71186,510.67554,8.659283,620.26135,262144000.0,"(2.0, 0.5, 0.141)"
4,5.817891,1.9471291,38.29882,865.9752,8.834655,852.4966,262144000.0,"(2.0, 0.5, 0.208)"
5,0.9488489,0.43188775,5.817474,648.05176,7.456698,749.999,262144000.0,"(2.0, 0.5, 0.306)"
6,0.5441682,0.22428568,3.7530077,738.97943,10.107155,794.04407,262144000.0,"(2.0, 0.5, 0.45)"
7,96.786,44.159317,881.0388,1494.3334,6.2393703,873.8111,262144000.0,"(2.0, 1.0, 0.044)"
8,51.278526,25.238693,393.37006,982.398,6.0405555,813.7559,262144000.0,"(2.0, 1.0, 0.065)"
9,31.001406,13.701967,179.25435,601.44293,5.965144,786.7726,262144000.0,"(2.0, 1.0, 0.096)"
10,10.070579,6.5274787,39.759823,193.72151,5.1141605,603.4594,262144000.0,"(2.0, 1.0, 0.141)"
11,4.6992517,2.5923321,22.78403,354.55197,6.2390265,694.40076,262144000.0,"(2.0, 1.0, 0.208)"
12,2.0284362,0.72446495,12.805751,793.92,7.8729725,798.15497,262144000.0,"(2.0, 1.0, 0.306)"
13,0.861887,0.254273,11.049636,3131.8904,10.966228,905.8061,262144000.0,"(2.0, 1.0, 0.45)"
14,106.59744,42.148964,586.84357,631.5728,7.858582,782.44354,262144000.0,"(3.0, 0.5, 0.044)"
15,65.65461,21.833363,407.54797,752.80133,8.154731,791.93274,262144000.0,"(3.0, 0.5, 0.065)"
16,21.175714,11.770467,113.17174,462.32352,5.456414,720.9512,262144000.0,"(3.0, 0.5, 0.096)"
17,7.996752,5.2790093,19.71641,71.0918,6.207589,392.87677,262144000.0,"(3.0, 0.5, 0.141)"
18,4.184376,1.5988281,30.735693,972.5586,10.076966,827.5541,262144000.0,"(3.0, 0.5, 0.208)"
19,1.3095968,0.51645005,9.802202,946.4138,12.914813,834.0601,262144000.0,"(3.0, 0.5, 0.306)"
20,0.3795602,0.10663854,5.9687047,4570.35,13.65487,934.9073,262144000.0,"(3.0, 0.5, 0.45)"
21,90.02466,44.10672,360.78604,297.00003,7.726381,631.7109,262144000.0,"(3.0, 1.0, 0.044)"
22,69.35093,25.958418,530.9998,1171.3651,8.023603,848.1699,262144000.0,"(3.0, 1.0, 0.065)"
23,59.833294,14.271273,510.32178,1578.9563,6.4916444,918.89044,262144000.0,"(3.0, 1.0, 0.096)"
24,14.663283,5.917879,100.31881,768.50305,6.768194,797.1748,262144000.0,"(3.0, 1.0, 0.141)"
25,10.27314,2.1073284,56.31827,915.2055,11.90136,788.5148,262144000.0,"(3.0, 1.0, 0.208)"
26,1.2712631,0.4851709,14.131833,2324.8987,7.972315,891.22833,262144000.0,"(3.0, 1.0, 0.306)"
27,0.2943504,0.08856749,4.001942,3467.9387,10.539304,929.0887,262144000.0,"(3.0, 1.0, 0.45)"
28,72.07771,38.50556,303.8839,324.08826,5.2765493,664.5809,262144000.0,"(4.0, 0.5, 0.044)"
29,42.39347,18.884502,312.61884,1012.6963,5.023573,805.7442,262144000.0,"(4.0, 0.5, 0.065)"
30,16.312197,10.614253,77.41905,301.46786,4.5533233,669.49493,262144000.0,"(4.0, 0.5, 0.096)"
31,32.59408,6.0861125,266.52136,1620.1091,8.110493,901.9158,262144000.0,"(4.0, 0.5, 0.141)"
32,4.7876205,1.6698716,36.824776,1092.6433,11.750117,839.3813,262144000.0,"(4.0, 0.5, 0.208)"
33,0.9367675,0.37419894,6.739338,933.8988,11.4331045,810.1445,262144000.0,"(4.0, 0.5, 0.306)"
34,0.08175987,0.04372206,0.59047496,872.51807,8.157882,802.80334,262144000.0,"(4.0, 0.5, 0.45)"
35,142.07094,42.26903,1264.4556,1690.6146,8.239449,880.769,262144000.0,"(4.0, 1.0, 0.044)"
36,48.49109,23.602932,359.22833,913.56726,6.3919153,831.0712,262144000.0,"(4.0, 1.0, 0.065)"
37,18.180128,11.775822,49.368176,91.704926,6.037407,457.74384,262144000.0,"(4.0, 1.0, 0.096)"
38,24.82999,5.9560847,375.2927,4616.8804,9.732385,953.8617,262144000.0,"(4.0, 1.0, 0.141)"
39,8.022428,1.634413,63.822712,1496.5286,8.446635,886.67053,262144000.0,"(4.0, 1.0, 0.208)"
40,1.0539438,0.38132605,9.902599,1537.9572,9.919842,855.54614,262144000.0,"(4.0, 1.0, 0.306)"
41,0.116999395,0.052114513,1.6415063,3438.6956,9.806965,912.05914,262144000.0,"(4.0, 1.0, 0.45)"
