filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",46131.414,36512.734,56227.79,4.5621376,2.6356227,11.824438,262144000.0,"(2.0, 0.5, 0.044)",0.00352684993971,0.8,-0.9,56530.20530052447,0.0,46131.4140625,8.387993035035688e-05,0.0028242162384799,0.9,-0.94,72587.38908683283,0.0,243000,141.122,0.0503304,0.0,122.506,0.0230848,0.0,98.5026,0.0265248,0.0,0.0
1,"(2.0, 0.5, 0.065)",18139.113,14436.237,22689.44,5.065255,2.790003,13.327439,262144000.0,"(2.0, 0.5, 0.065)",0.00408673926881,0.7,-0.9,17338.62862075928,0.0,18139.11328125,8.387993035035688e-05,0.0030444715497062,0.8,-0.93,23554.20133612745,0.0,192000,86.4276,0.0512791,0.0,75.1297,0.0239526,0.0,60.2745,0.0270715,0.0,0.0
2,"(2.0, 0.5, 0.096)",7360.4673,5845.766,9214.092,6.105509,3.109247,14.772322,262144000.0,"(2.0, 0.5, 0.096)",0.0043625328885418,0.6,-0.9,4892.055827461163,0.0,7360.46728515625,8.387993035035688e-05,0.0032744936630467,0.63,-0.9,5543.078523873086,0.0,182250,52.2567,0.0541996,0.0,45.4004,0.0270553,0.0,36.2667,0.0297853,0.0,0.0
3,"(2.0, 0.5, 0.141)",3073.3093,2383.366,3905.4653,7.107025,3.5614264,19.050058,262144000.0,"(2.0, 0.5, 0.141)",0.0043785937185033,0.6,-0.9,2042.6421606424813,0.0,3073.309326171875,8.387993035035688e-05,0.003536340509837,0.59,-0.9,1952.0900733556573,0.0,144000,32.7776,0.0554836,0.0,28.5091,0.0283835,0.0,22.6753,0.0305915,0.0,0.0
4,"(2.0, 0.5, 0.208)",1221.242,933.3739,1524.2604,7.6033115,4.0520387,22.48754,262144000.0,"(2.0, 0.5, 0.208)",0.0048632398845533,0.5,-0.8,345.9708804175968,50.0,1221.241943359375,8.387993035035688e-05,0.0036362039474454,0.47,-0.8,285.4897844201253,0.0,144000,20.3359,0.0553361,0.0,17.7557,0.0279795,0.0,14.1368,0.0295813,0.0,0.0
5,"(2.0, 0.5, 0.306)",442.21344,333.8289,573.28973,9.576045,4.250825,30.974958,262144000.0,"(2.0, 0.5, 0.306)",0.0043590583501295,0.4,-0.7,35.901216607398304,50.0,442.2134399414063,8.387993035035688e-05,0.0036317655061492,0.34,-0.6,10.851697124595308,0.0,144000,11.8657,0.0539664,0.0,10.4297,0.0266824,0.0,8.26633,0.0266534,0.0,0.0
6,"(2.0, 0.5, 0.45)",297.58856,222.74294,396.29892,10.019488,4.918736,32.205883,262144000.0,"(2.0, 0.5, 0.45)",0.0031848954159967,0.3,-0.5,2.125125872916979,0.0,297.58856201171875,8.387993035035688e-05,0.0027846556675173,0.33,-0.6,5.889277529955177,0.0,243000,9.61331,0.0536332,0.0,8.44667,0.0265192,0.0,6.66399,0.0267591,0.0,0.0
7,"(2.0, 1.0, 0.044)",60847.473,49040.836,76222.66,5.9068203,3.122836,20.067951,262144000.0,"(2.0, 1.0, 0.044)",0.0024061133308366,0.6,-0.8,32733.086054354702,0.0,60847.47265625,8.387993035035688e-05,0.0021177992702981,0.62,-0.8,35807.84457515328,0.0,432000,160.194,0.0475355,0.0,139.704,0.0201474,0.0,111.912,0.0229821,0.0,0.0
8,"(2.0, 1.0, 0.065)",24836.66,19530.994,31696.148,6.2968283,3.1118703,21.024685,262144000.0,"(2.0, 1.0, 0.065)",0.0022963896456252,0.6,-0.8,13360.95812541177,0.0,24836.66015625,8.387993035035688e-05,0.0019637089420837,0.6,-0.81,13629.592189216928,0.0,486000,100.517,0.0487452,0.0,87.5755,0.0213992,0.0,70.1252,0.0242495,0.0,0.0
9,"(2.0, 1.0, 0.096)",9981.794,7857.281,12643.158,7.455576,3.587168,25.568762,262144000.0,"(2.0, 1.0, 0.096)",0.0034590541377999,0.7,-0.9,9079.845407522154,50.0,9981.7939453125,8.387993035035688e-05,0.0015730976466845,0.54,-0.8,3892.7416257173177,0.0,768000,61.3225,0.0503127,0.0,53.3711,0.023096,0.0,42.6617,0.0258933,0.0,0.0
