filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,108.12322776447317,32.800449318418714,1136.5523967125573,1675.9413746650423,10.513653296226295,869.68574138082,786432000.0,"(2.0, 0.5, 0.044)"
1,61.7546036949182,16.555943694359193,566.5087269638832,1593.4443036493824,6.545770575165009,897.875599280485,786432000.0,"(2.0, 0.5, 0.065)"
2,43.90492696089655,11.756251991138228,272.2498700577082,903.6854551545474,7.771537547204027,845.7856044727586,786432000.0,"(2.0, 0.5, 0.096)"
3,18.774491455263274,5.556887587406707,145.62543293899932,1002.5004945185642,7.681558686161787,774.4944522366422,786432000.0,"(2.0, 0.5, 0.141)"
4,4.3684919174559615,1.8855513635611123,27.923394294209366,620.0521735663814,9.581231515981981,797.9590943837362,786432000.0,"(2.0, 0.5, 0.208)"
5,1.5946601886861544,0.4030906644189887,14.950181913341035,1382.7849586840275,10.928979814522322,856.993735797161,786432000.0,"(2.0, 0.5, 0.306)"
6,0.4582298258585009,0.21193253922975078,3.352544997684022,828.6717763733325,10.226542600239249,797.9305192945505,786432000.0,"(2.0, 0.5, 0.45)"
7,125.77814742051855,39.785142618297485,1760.3287111007085,2550.539843578638,8.43094737287263,919.472219409753,786432000.0,"(2.0, 1.0, 0.044)"
8,90.82717007008195,21.365810000519332,984.9159427723375,2155.166997031371,9.835193738345652,907.8252763026917,786432000.0,"(2.0, 1.0, 0.065)"
9,33.26610380367827,13.032660385337842,421.6816614591144,2144.2262819084485,7.182478338670443,903.4557616905985,786432000.0,"(2.0, 1.0, 0.096)"
10,30.473507449663252,8.201132509905044,182.56227498888492,740.6747013590607,9.952814809906007,843.6573552777679,786432000.0,"(2.0, 1.0, 0.141)"
11,11.126749046665374,2.8976152049861827,101.62277474338445,1470.754658019287,7.778432777153122,888.5507061108992,786432000.0,"(2.0, 1.0, 0.208)"
12,2.370292187001096,0.7918934080226663,24.47595489609619,1553.9493287109608,9.430163556042846,885.7683926082757,786432000.0,"(2.0, 1.0, 0.306)"
13,1.1492196761732165,0.2630374421942066,17.569279237239627,3703.8906703500793,11.48629993503872,925.3479722197384,786432000.0,"(2.0, 1.0, 0.45)"
14,101.35448321058638,31.070936725540033,1362.6264322893114,3281.309529562849,8.556961855621314,923.1048299818772,786432000.0,"(3.0, 0.5, 0.044)"
