band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.2,14.0,0.009150385184545,0.0,0.2,14.0,100000.0,0.009150385184545,0.0,22162
5,14400.0,0.1,3.6,0.0136281143308489,250.0,0.1,3.4,0.0023139306495014583,0.012962232365384019,225.0,10800
8,27360.0,0.1,4.8,0.0103519101279827,350.0,0.1,5.1,2.975206834147614e-05,0.010177722953179202,375.0,17313
11,56160.0,0.2,8.2,0.0035676248664882,200.0,0.2,8.2,29841.361436108546,0.0035676248664882,200.0,142155
14,112320.0,0.1,4.0,0.0104589482321249,0.0,0.1,4.0,0.0010156484389965,0.0104589482321249,0.0,17769
17,901440.0,0.1,14.0,0.0032541013426131,0.0,0.11,14.0,1.0051264291547927e-05,0.003014184546306947,25.0,213915
20,1802880.0,0.1,14.0,0.0013778534592052,25.0,0.1,14.0,1.7755540044918994e-09,0.0013778534592052,25.0,1014120
23,14423040.0,0.1,11.0,0.0011307358238776,50.0,0.1,11.0,4.271293331214386e-09,0.0011307358238776,50.0,1521180
26,7211520.0,0.2,3.3,0.0006037031230781,0.0,0.21,3.1,83488.27827249358,0.00023214330183285448,0.0,34654381
30,14423040.0,0.1,3.7,0.0022050816913797,0.0,0.1,3.7,1.155472601833071e-07,0.0022050816913797,0.0,380295
