band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,415452845636473.25,365847881904956.8,471430770054859.4,5.112801228279109,3.05373357668981,7.061544779399809,1440.0,0.009150385184545,0.2,14.0,100000.0,0.0,415452845636473.25,0.03567116747608868,0.009150385184545,0.2,14.0,100000.0,0.0,22162
5,862179519428312.5,760513408804632.8,971803771116074.8,20.500200363193187,17.32015292649033,23.95019282017365,14400.0,0.0136281143308489,0.1,3.6,0.0015249908186853,250.0,438140236047573.1,0.011305846896468966,0.012962232365384019,0.1,3.4,0.0023139306495014583,225.0,10800
8,182713902419671.25,157261002050610.9,211279447014202.62,30.703490034619136,21.98627191254659,41.28115965325148,27360.0,0.0103519101279827,0.1,4.8,4.733502341325044e-05,350.0,89494971285825.11,0.008204451759313478,0.010177722953179202,0.1,5.1,2.975206834147614e-05,375.0,17313
11,14087296424581.094,11416118887494.633,18738675828069.727,100.01514928764745,12.641095914543827,277.97704436792554,56160.0,0.0035676248664882,0.2,8.2,29841.361436108546,200.0,9781905905754.592,0.005727856644934677,0.0035676248664882,0.2,8.2,29841.361436108546,200.0,142155
14,558267416823889.4,520333466423117.3,599059946528205.6,5.478355480886451,3.992516257264258,7.629582185834294,112320.0,0.0104589482321249,0.1,4.0,0.0010156484389965,0.0,558267416823889.4,0.004050824017412075,0.0104589482321249,0.1,4.0,0.0010156484389965,0.0,17769
17,453577136740590.3,430561966947043.0,477835092480346.4,2.1230256237113663,1.4424235467662416,3.710035440752285,901440.0,0.0032541013426131,0.1,14.0,4.263327242076823e-08,0.0,445803491635042.5,0.0014302327594031751,0.003014184546306947,0.11,14.0,1.0051264291547927e-05,25.0,213915
20,19462611099887.18,18253249360452.12,21070922087164.56,5.475329990904754,2.1131862618007924,22.8875720191145,1802880.0,0.0013778534592052,0.1,14.0,1.7755540044918994e-09,25.0,18890191996929.82,0.0010113656230693639,0.0013778534592052,0.1,14.0,1.7755540044918994e-09,25.0,1014120
23,6019358550205.939,5549966860331.055,6907293673810.026,14.917655179173073,3.1682716224784264,84.35063584515335,14423040.0,0.0011307358238776,0.1,11.0,4.271293331214386e-09,50.0,5651820692938.956,0.0003575928886806848,0.0011307358238776,0.1,11.0,4.271293331214386e-09,50.0,1521180
26,296620965747.4332,278300736469.5174,316785954495.47107,4.359801563108811,2.814097275222319,8.911263091450374,7211520.0,0.0006037031230781,0.2,3.3,25151.01120501233,0.0,296620965747.4332,0.0005057059408510994,0.00023214330183285448,0.21,3.1,83488.27827249358,0.0,34654381
30,37811097901.09289,34771144846.43509,41332956161.79984,9.15005583421852,5.675509922644325,21.72967635691994,14423040.0,0.0022050816913797,0.1,3.7,1.155472601833071e-07,0.0,37811097901.09289,0.0003575928886806848,0.0022050816913797,0.1,3.7,1.155472601833071e-07,0.0,380295
