band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,400183110841747.1,343155034589207.2,466230812211785.3,8.374412482891374,4.7371622034681575,11.637277528953957,2880.0
5,945664078461412.2,824314000908290.8,1077068461684415.0,21.406432812100512,18.21800870485043,24.826737904289285,8640.0
8,193360740671751.88,166521240136701.16,223119115899712.1,30.021908443662767,21.785601230196757,39.655766127896655,24480.0
11,14345485181909.357,11610383104555.777,18921184477195.95,97.99814414614227,13.797225750745996,269.2456112361788,67680.0
14,265196808520432.28,238295860620904.62,295318586684614.2,15.60756248341729,10.288634351651043,23.901439649439205,100000.0
17,295406105999192.4,279351567367218.12,312982832119204.1,2.845135105841134,1.6225535413359007,6.98659381217655,100000.0
20,54503531914767.984,50152386607665.65,60685624325087.234,10.791889631789122,3.758169782359169,43.04420372951917,100000.0
23,10585992784056.541,10007952018668.592,11241100926565.44,3.116212791352109,1.8117499511595123,8.640072233158522,100000.0
26,2922160721669.784,2731516207540.7617,3139130599437.8887,5.226005893246564,3.1117653364687485,13.530243568277612,100000.0
29,63717506363.97226,59406659607.046326,68459416016.46041,5.314075928077125,3.608492041452336,12.54991916027789,100000.0
