band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1344.0,0.1,9.6,0.009560088184892,0.0,0.1,9.6,8.398338626253489e-07,0.009560088184892,0.0,19372
5,13440.0,0.1,3.3,0.0132175785741588,200.0,0.1,3.3,0.002434461332007,0.0132175785741588,200.0,10080
8,25536.0,0.1,6.5,0.0132127606716777,500.0,0.09,6.4,1.1357536883551215e-08,0.011616226796836937,400.0,14364
11,52416.0,0.2,11.0,0.0026130080595701,150.0,0.19,11.0,2125.037890867904,0.0023592612670938233,125.0,335839
14,104832.0,0.1,0.2,0.018915480666121,0.0,0.12,-0.1,37760.83740320288,0.018494501410120545,0.0,5527
17,841344.0,0.1,8.3,0.0070542077676211,0.0,0.1,8.3,3.5971769785449155e-06,0.0070542077676211,0.0,37432
20,1682688.0,0.1,12.0,0.001214005395771,50.0,0.1,12.0,1.119574054730876e-08,0.001214005395771,50.0,1262016
23,13461504.0,0.1,12.0,0.0013041835471868,50.0,0.1,12.0,2.0908621909494726e-09,0.0013041835471868,50.0,1064826
26,6730752.0,0.1,6.7,0.0009852256353832,25.0,0.1,6.7,2.0566618220295305e-08,0.0009852256353832,25.0,1893024
30,13461504.0,0.1,3.8,0.0027635457303363,50.0,0.1,3.8,1.1004992121960546e-07,0.0027635457303363,50.0,236628
