band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,353728118478401.5,308520295999199.0,404748328383086.06,5.644002801618397,3.0762995654714547,8.02895877135665,1344.0
5,713545800706303.2,630084639799093.6,802187568802992.6,19.640073552150383,16.352092523872937,23.067064988516282,13440.0
8,172386908697090.22,150098637137587.22,196918354521415.97,25.974328500582107,19.64221214532123,33.427089409829,25536.0
11,10402557389423.176,9604896870520.162,11427402939926.059,9.430364116842306,2.967910863036765,23.199443726643196,52416.0
14,258508461643474.7,230279368051877.25,289405175093457.75,17.352840121785672,12.58056704126845,23.723025356258614,104832.0
17,458663443404759.7,432549094423506.06,486607523913186.44,3.2654950659424182,2.2117847328710263,6.285136768689088,841344.0
20,32627382387929.16,30587450831385.832,34957862556482.48,4.65778920349112,2.574348942580377,11.164494899686195,1682688.0
23,6188889689737.607,5716831052711.4,7075789084569.288,14.04287550485331,2.9306613294745065,79.92321634495568,13461504.0
26,500440057447.1536,461364356802.1738,551077126024.3071,9.781734493832959,4.322309760758906,34.11202853886497,6730752.0
30,46226190402.13816,42003057651.94652,51267764275.22419,12.664917071767482,7.214962292371352,32.27417476319647,13461504.0
