band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,353728118478401.5,353728118478401.5,250744033153213.7,215396610368046.28,192978805897136.62,174009348844155.7,143984444764645.12,122080388240972.48,105090783922962.34,90520640472884.4,77559479339115.42,49451782343488.73,0.009560088184892,0.015547284651188,0.0281407140451294,0.039327177539256,0.049460191163979,0.0666686550453072,0.0815840000665537,0.0945599775702898,0.1099111284797887,0.1275873037694891,0.1777677430463032,0.053899979381030166,0.04477112334583078,0.03459232139147661,0.019801113644006232,0.009560088184892068,,,,,
5,713545800706303.2,713545800706303.2,621321834878031.5,563005290729942.6,518866432717828.5,483564161192888.8,426996414928166.7,381486280442147.1,344624066818916.3,313669170299430.56,287607110716108.44,230026201570243.7,0.0267197156849334,0.0236966202563539,0.0222367817658643,0.0199088102036875,0.0184538998989863,0.015918977510277,0.0132175785741588,0.0149831679135614,0.0167682028851893,0.0183728279009559,0.0222937486171677,0.016708635797800284,0.015817026281387037,0.014957171484694332,0.01401242880127304,0.013217578574158895,0.014611195783306608,0.015619052519764476,0.01663660834579428,0.01821262613959007,
8,172386908697090.22,172386908697090.22,154532807231498.3,143899860880813.97,135615960710027.2,128933315448602.12,117741653810774.08,108492368316071.66,100589625226489.98,93630273336049.28,87625762440613.73,73524064326324.03,0.0191157216446286,0.0191157216446286,0.0191157216446286,0.0191157216446286,0.0191157216446286,0.0191157216446286,0.0184419780366603,0.0169020644714726,0.0149304918683206,0.0133016748109867,0.0132127606716777,0.014619766431669179,0.014276617544564996,0.013911232162510178,0.013573082260796853,0.013212760671677759,0.012787425259419671,0.012422767546863,0.012009296786520993,0.011616226796836937,82376120415774.0
11,10402557389423.176,10402557389423.176,9904471519617.928,9701688809478.562,9548842311457.996,9422420389597.424,9205469305204.598,9017851243585.191,8859299916636.846,8722407569266.534,8598406549087.032,8281958989939.048,0.0067879440703115,0.0053189154632776,0.004307513419345,0.0035025210334954,0.002828070379648,0.0026130080595701,0.0030245059658291,0.0034083414174729,0.0039147681111225,0.0044496062107258,0.0060337788163232,0.003827986696021496,0.003175145381892869,0.002963638801486217,0.002730298390613022,0.002613008059570197,0.0023592612670938233,0.0029798528101290245,0.003689884960558998,0.004230673648765282,9309871362524.06
14,258508461643474.7,258508461643474.7,245139143426061.56,236820189308826.4,230058712486476.0,224267399155769.88,214466093906112.25,206152108622430.2,198845123851556.62,192397476134747.0,186599414577017.9,171937297466174.6,0.018915480666121,0.0210335428809932,0.020294221847523,0.0210414014494446,0.022040734583,0.0221288500734633,0.0231836485933901,0.0245918421336394,0.0239651369588622,0.0251724905055409,0.0266695440126533,0.020090270700940008,0.02095232894073848,0.019809261050746166,0.01936377791369613,0.018494501410120545,,,,,258508461643474.7
17,458663443404759.7,458663443404759.7,449050424702415.7,443121246851854.1,438046535909735.8,433559458263043.3,425697106757648.94,418811984989490.6,412610839523486.5,406912013109334.7,401593794794567.9,387362622475436.0,0.0070542077676211,0.007577131008621,0.0079934691718071,0.0083446148662733,0.0086417478209529,0.0095021553972118,0.0103624611196743,0.0106875055041204,0.0110449379734876,0.0117609420494863,0.0129236098974312,0.008516537040301364,0.008259583900350129,0.007909337263029448,0.007577131008621063,0.007054207767621112,,,,,
20,32627382387929.16,32627382387929.16,31685353925002.46,31179846903459.94,30770605677691.902,30415991589126.03,29805206943627.2,29279003484394.707,28810714527747.83,28385529435084.77,27992784552822.16,26957621967670.52,0.0021949228937614,0.0014583994543765,0.001214005395771,0.0018308488477424,0.0022340747531104,0.0032092511979388,0.0041298008839236,0.0048618470801693,0.0055506451502319,0.0062268463343025,0.008288887445272,0.003175176912392344,0.0027098265615968647,0.0022664033809710327,0.0018775809883671557,0.0012140053957710381,0.0014583994543765355,0.0016346591533992205,,,
23,6188889689737.607,6188889689737.607,5926521691506.632,5822996945540.013,5740100273134.02,5668627612137.963,5546518609494.433,5442256581418.384,5350004979779.762,5266470501529.472,5189788056869.499,4989343806871.196,0.0032042539087555,0.0019465912150534,0.0013041835471868,0.0014505081513365,0.0018385366556475,0.0025483895932678,0.0032985187909508,0.0041364379991802,0.0049406916107535,0.0057139546808082,0.0078674367431816,0.0027381251970898628,0.002391823881112788,0.0020704178710315574,0.001450508151336502,0.0013041835471868657,0.0030374541398647814,0.004369664657641437,,,
26,500440057447.1536,500440057447.1536,479653179066.7007,469643386291.6336,461740034327.5829,454989509891.9846,443501107461.9433,433742924500.2224,425115853160.8745,417321023338.6252,410171896231.22046,391571894054.1834,0.0015602019786379,0.0009852256353832,0.0014093938912151,0.0019420719671119,0.0024624704950189,0.0034704916072966,0.0043781723840158,0.0052300388997362,0.0060366115524852,0.0068017000134151,0.0089722695804518,0.0032677144355270672,0.002791204774438595,0.002235770104814936,0.0016475887827707147,0.0009852256353832974,0.0014709279263325215,,,,
30,46226190402.13816,46226190402.13816,44091612054.675964,42937595237.54237,42009738635.74708,41210846907.651405,39851277501.99098,38699335687.85799,37687375573.98645,36780584771.333984,35955344393.55413,33831789717.268944,0.0040895427582445,0.0034064714353799,0.0027635457303363,0.0031945486789886,0.0037115153959025,0.0041423195212486,0.0050144132192112,0.0058448573442734,0.0066277471701899,0.0073942913454818,0.0095487569770777,0.00454168874748366,0.004145390542054726,0.0036351882365302374,0.0031264894767152086,0.0027635457303363253,0.003176784335252869,0.00408954275824458,,,
