band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,98856.0,0.1,1.4,0.0023446002966035,50.0,0.11,1.1,1.2062226591389865e-15,0.002290761911532657,50.0,356278
3,110055.0,0.1,-0.5,0.0174486085647194,50.0,0.09,-0.4,6.2814204785354554e-15,0.016691401509867802,0.0,6878
5,1090100.0,0.6,-1.1,0.0108254849256153,75.0,0.7,-1.15,4.334767058711628,0.007988562572578961,0.0,28741
6,550640.0,0.5,-1.1,0.0108337073947161,50.0,0.6,-1.15,1.950408057350459,0.009675782811628397,50.0,19357
8,3568842.0,0.4,-1.0,0.0025114112801521,0.0,0.42,-1.0,0.029371442101687583,0.0018810046355167698,25.0,501867
9,5354720.0,0.7,-1.1,0.0052119296878206,200.0,0.6,-1.08,0.027737850821662434,0.004323752372003387,100.0,94125
11,6785573.0,0.1,-0.4,0.0073331707407181,25.0,0.09,-0.3,1.8862040743996406e-16,0.006649064162584706,0.0,39759
12,22346151.0,0.1,-0.4,0.0095438104135868,150.0,0.08,-0.1,4.981347561456879e-20,0.007992444849868996,125.0,27616
14,12581431.0,0.1,0.0,0.0115017669410319,500.0,0.08,0.4,8.538693264091681e-23,0.00992138414091018,425.0,18429
16,8227229.0,0.1,-0.1,0.016433620088109,500.0,0.09,0.2,8.278070902924801e-21,0.01266242991919847,600.0,12051
