band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,100000.0,0.2,0.0,0.0017494132371813,100.0,0.2,-0.01,1.8450928083699927e-07,0.001737868553223006,100.0,640720.0
3,100000.0,0.1,-0.5,0.01759504445461,50.0,0.09,-0.4,6.263215429817467e-15,0.016890096554144092,0.0,6250.0
5,100000.0,0.6,-1.1,0.0108939125348141,75.0,0.7,-1.15,4.340751642660229,0.007933554241797314,0.0,28125.0
6,100000.0,0.5,-1.1,0.0108894755899133,50.0,0.6,-1.15,1.9289427499790144,0.009757424421549372,75.0,18750.0
8,100000.0,0.4,-1.0,0.0024284734205792,0.0,0.42,-1.0,0.029346669326568025,0.0018778899081660916,25.0,506250.0
9,100000.0,0.7,-1.1,0.0052026778425985,200.0,0.6,-1.08,0.027724852523737815,0.0043179871628430955,100.0,100000.0
11,100000.0,0.1,-0.4,0.0073587490966163,25.0,0.09,-0.3,1.8856714102946572e-16,0.006647023038804933,0.0,42187.0
12,100000.0,0.1,-0.4,0.0095719404741573,150.0,0.08,-0.1,4.976264092309444e-20,0.00802650791056031,125.0,28125.0
14,100000.0,0.1,0.0,0.0114733121519156,500.0,0.08,0.4,8.544299194531897e-23,0.009898613391484293,425.0,18750.0
16,100000.0,0.1,-0.1,0.0164804237715742,500.0,0.09,0.2,8.26823939612072e-21,0.012715786433682763,600.0,11863.0
