filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,38922.664,30951.148,47092.977,4.4098725,2.7373297,7.6680574,2359296.0,"(2.0, 0.5, 0.044)"
1,13811.338,10857.232,17411.84,5.7086735,3.5058951,10.191732,2359296.0,"(2.0, 0.5, 0.065)"
2,5212.1113,4147.616,6494.641,5.850252,3.2464461,9.314557,2359296.0,"(2.0, 0.5, 0.096)"
3,1797.79,1354.2784,2296.7393,9.139929,5.1532745,16.219257,2359296.0,"(2.0, 0.5, 0.141)"
4,583.1873,428.79242,749.1571,10.078462,5.6428323,22.572874,2359296.0,"(2.0, 0.5, 0.208)"
5,181.50945,127.899025,248.52654,15.31448,5.525773,54.680214,2359296.0,"(2.0, 0.5, 0.306)"
6,111.37292,80.55572,156.80057,14.459356,5.156713,57.6223,2359296.0,"(2.0, 0.5, 0.45)"
7,52155.28,40917.543,66751.11,7.146744,4.1613603,11.858514,2359296.0,"(2.0, 1.0, 0.044)"
8,19633.502,15193.773,24351.654,6.894701,3.830083,11.340195,2359296.0,"(2.0, 1.0, 0.065)"
9,7266.4287,5655.2495,9213.691,7.855345,3.9501693,14.997997,2359296.0,"(2.0, 1.0, 0.096)"
10,2767.6428,2107.4397,3624.613,9.346295,4.4366183,18.438637,2359296.0,"(2.0, 1.0, 0.141)"
11,996.8963,720.6258,1346.778,11.7962475,5.020336,41.552288,2359296.0,"(2.0, 1.0, 0.208)"
12,305.44904,220.21153,410.40366,13.126505,4.544915,34.108078,2359296.0,"(2.0, 1.0, 0.306)"
13,83.43419,49.66758,141.93419,51.437428,6.180955,100.38416,2359296.0,"(2.0, 1.0, 0.45)"
14,28972.158,23188.617,35969.35,5.6428328,3.3079746,9.339084,2359296.0,"(3.0, 0.5, 0.044)"
15,11871.661,9160.319,15213.35,7.134801,4.0617023,13.976118,2359296.0,"(3.0, 0.5, 0.065)"
16,4800.171,3708.676,6114.943,9.037906,4.859229,17.919403,2359296.0,"(3.0, 0.5, 0.096)"
17,1633.9363,1209.9354,2180.7063,11.036207,5.957514,23.563538,2359296.0,"(3.0, 0.5, 0.141)"
18,721.1616,542.4354,950.0443,8.491612,4.790756,19.809155,2359296.0,"(3.0, 0.5, 0.208)"
19,220.14052,168.21223,290.55142,11.182713,4.8369017,33.35716,2359296.0,"(3.0, 0.5, 0.306)"
20,65.82343,41.820435,106.92499,31.49556,7.0133986,128.52446,2359296.0,"(3.0, 0.5, 0.45)"
21,44780.305,34176.535,58910.94,9.165911,4.898657,18.032114,2359296.0,"(3.0, 1.0, 0.044)"
22,14435.065,10560.673,18862.69,9.743365,5.0565624,23.403648,2359296.0,"(3.0, 1.0, 0.065)"
23,5968.863,4470.26,8384.32,14.188478,6.4522166,24.973417,2359296.0,"(3.0, 1.0, 0.096)"
24,2101.808,1414.2571,3120.4087,19.736385,8.216821,45.73715,2359296.0,"(3.0, 1.0, 0.141)"
25,794.82135,565.13434,1141.2125,17.22636,6.682286,46.94764,2359296.0,"(3.0, 1.0, 0.208)"
26,181.34373,116.1538,295.4315,38.251617,8.847969,96.54534,2359296.0,"(3.0, 1.0, 0.306)"
27,79.18611,53.181538,124.049385,30.972004,5.839058,102.292625,2359296.0,"(3.0, 1.0, 0.45)"
28,32999.508,26353.768,42370.848,6.2608566,3.2438424,11.766388,2359296.0,"(4.0, 0.5, 0.044)"
29,11413.85,8876.095,14292.787,6.6726313,3.6913314,16.297958,2359296.0,"(4.0, 0.5, 0.065)"
30,4582.912,3560.7751,5756.72,7.6520357,3.974957,19.64706,2359296.0,"(4.0, 0.5, 0.096)"
31,1618.3718,1159.4705,2298.1343,13.142393,5.4534116,45.20949,2359296.0,"(4.0, 0.5, 0.141)"
32,574.25934,416.59674,778.5764,14.209282,6.8288264,48.865086,2359296.0,"(4.0, 0.5, 0.208)"
33,168.57628,117.35762,238.68164,18.28666,7.6736617,50.313923,2359296.0,"(4.0, 0.5, 0.306)"
34,63.26655,40.170082,105.092316,39.03409,8.83666,189.98802,2359296.0,"(4.0, 0.5, 0.45)"
35,40600.367,28619.09,55260.453,15.855316,7.723549,26.320326,2359296.0,"(4.0, 1.0, 0.044)"
36,14875.311,11666.066,20155.238,8.706474,3.8425858,19.0724,2359296.0,"(4.0, 1.0, 0.065)"
37,4569.4595,3392.976,6099.675,10.85104,4.59188,25.740705,2359296.0,"(4.0, 1.0, 0.096)"
38,1789.6858,1280.7323,2477.3833,16.340288,6.5405507,52.2358,2359296.0,"(4.0, 1.0, 0.141)"
39,647.68274,432.31055,961.62134,24.324581,7.747118,66.440346,2359296.0,"(4.0, 1.0, 0.208)"
40,243.3492,156.21161,397.12473,34.926,6.6239824,148.65797,2359296.0,"(4.0, 1.0, 0.306)"
41,58.184,29.877493,119.969444,99.681694,11.123254,219.92195,2359296.0,"(4.0, 1.0, 0.45)"
