filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,55335.4,43910.88,67200.02,4.5699615,2.7531323,10.063652,65536000.0,"(2.0, 0.5, 0.044)"
1,19047.67,14847.801,24242.93,6.379718,3.7461853,14.553737,65536000.0,"(2.0, 0.5, 0.065)"
2,6874.3745,5331.145,8745.576,7.939266,4.3367295,17.756517,65536000.0,"(2.0, 0.5, 0.096)"
3,2517.88,1859.1957,3329.2505,11.032557,5.883101,26.747358,65536000.0,"(2.0, 0.5, 0.141)"
4,960.3864,676.8632,1276.1918,13.725231,7.8746805,37.101093,65536000.0,"(2.0, 0.5, 0.208)"
5,337.90594,225.18547,464.41925,17.73879,8.973111,45.2616,65536000.0,"(2.0, 0.5, 0.306)"
6,228.0584,158.85674,316.73297,16.143604,8.750346,45.50593,65536000.0,"(2.0, 0.5, 0.45)"
7,75053.41,60645.383,93151.82,5.436268,3.0624182,13.906753,65536000.0,"(2.0, 1.0, 0.044)"
8,27106.738,20925.596,34942.887,7.3309393,3.8355412,21.208311,65536000.0,"(2.0, 1.0, 0.065)"
9,9415.743,7166.462,12257.018,9.784062,4.960153,32.249798,65536000.0,"(2.0, 1.0, 0.096)"
10,3532.9695,2604.554,4874.848,13.656075,6.115617,48.50049,65536000.0,"(2.0, 1.0, 0.141)"
11,1327.3878,911.7445,1873.729,16.026598,7.4330707,53.483917,65536000.0,"(2.0, 1.0, 0.208)"
12,486.4704,322.8517,694.3802,21.598185,9.082599,78.27521,65536000.0,"(2.0, 1.0, 0.306)"
13,240.64812,160.60445,357.72043,27.41576,11.083582,90.15799,65536000.0,"(2.0, 1.0, 0.45)"
14,49222.934,39497.516,61235.414,5.8286905,3.4802582,14.170282,65536000.0,"(3.0, 0.5, 0.044)"
15,17971.002,13642.741,23482.666,8.304072,4.5939674,25.05351,65536000.0,"(3.0, 0.5, 0.065)"
16,6345.5527,4786.419,8311.817,11.042005,5.9107924,29.89032,65536000.0,"(3.0, 0.5, 0.096)"
17,2323.7383,1644.8761,3184.7878,14.917322,7.895183,43.75968,65536000.0,"(3.0, 0.5, 0.141)"
18,900.46747,599.03424,1323.153,19.713686,9.753018,65.94815,65536000.0,"(3.0, 0.5, 0.208)"
19,343.26465,236.90782,500.3875,24.408543,11.292701,84.61687,65536000.0,"(3.0, 0.5, 0.306)"
20,171.33374,107.637955,272.6788,30.046623,13.066219,104.865486,65536000.0,"(3.0, 0.5, 0.45)"
21,59909.387,45905.496,78907.77,9.428432,4.9180193,27.930716,65536000.0,"(3.0, 1.0, 0.044)"
22,21362.357,15172.813,28723.436,13.069553,6.2479978,40.167374,65536000.0,"(3.0, 1.0, 0.065)"
23,7615.371,5622.9277,10940.224,16.926651,7.5454984,62.22758,65536000.0,"(3.0, 1.0, 0.096)"
24,2686.8796,1754.1222,4184.0254,23.267946,8.802097,80.32978,65536000.0,"(3.0, 1.0, 0.141)"
25,1004.39294,635.2875,1637.4156,30.559532,11.567115,91.62125,65536000.0,"(3.0, 1.0, 0.208)"
26,411.3971,258.06122,673.3294,40.70493,11.717995,186.50002,65536000.0,"(3.0, 1.0, 0.306)"
27,163.96483,91.08035,304.8334,55.78215,14.047407,249.52174,65536000.0,"(3.0, 1.0, 0.45)"
28,46349.277,37058.324,60628.676,6.3421583,3.0101738,19.152296,65536000.0,"(4.0, 0.5, 0.044)"
29,17164.06,12939.339,22055.285,8.837403,4.3871074,27.929537,65536000.0,"(4.0, 0.5, 0.065)"
30,5966.472,4417.9043,7930.847,12.115549,5.586742,57.50614,65536000.0,"(4.0, 0.5, 0.096)"
31,2055.4995,1429.1813,3054.1968,16.804369,7.347258,73.47157,65536000.0,"(4.0, 0.5, 0.141)"
32,839.61536,565.6832,1310.5981,24.497513,8.7728195,135.99687,65536000.0,"(4.0, 0.5, 0.208)"
33,343.61234,223.27318,572.8258,30.229763,10.148605,169.80159,65536000.0,"(4.0, 0.5, 0.306)"
34,155.92847,94.996666,240.56935,31.281658,13.528588,132.44023,65536000.0,"(4.0, 0.5, 0.45)"
35,54964.81,40951.637,72775.35,11.857471,5.4701858,34.22683,65536000.0,"(4.0, 1.0, 0.044)"
36,18656.621,13794.199,27820.873,15.41544,6.832291,61.836243,65536000.0,"(4.0, 1.0, 0.065)"
37,6984.451,4659.9814,10817.166,25.896133,8.4300995,113.6564,65536000.0,"(4.0, 1.0, 0.096)"
38,2525.5208,1639.5256,3893.7305,28.93729,10.277659,132.89,65536000.0,"(4.0, 1.0, 0.141)"
39,935.8056,570.58325,1615.1818,40.98896,12.021566,179.49057,65536000.0,"(4.0, 1.0, 0.208)"
40,408.25516,227.49237,739.76855,50.04549,15.046362,223.6211,65536000.0,"(4.0, 1.0, 0.306)"
41,161.35173,91.64241,318.64127,62.420288,17.039036,265.7608,65536000.0,"(4.0, 1.0, 0.45)"
