filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",55335.4,43910.88,67200.02,4.5699615,2.7531323,10.063652,65536000.0,"(2.0, 0.5, 0.044)",0.0093768648036053,0.8,-1.0,80546.67297890273,50.0,55335.3984375,0.0001677585889693,0.0076500698845668,0.8,-1.02,87144.74669311235,0.0,32000,139.598,0.0624391,0.0,119.01,0.0372629,0.0,95.1248,0.0410206,0.0,0.0
1,"(2.0, 0.5, 0.065)",19047.67,14847.801,24242.93,6.379718,3.7461853,14.553737,65536000.0,"(2.0, 0.5, 0.065)",0.0068498404724344,0.7,-1.1,29687.337061221348,0.0,18597.369140625,0.0001677585889693,0.0055173459086666,0.8,-1.11,36883.14615929338,25.0,64000,70.509,0.0710376,0.0,60.1592,0.0458861,0.0,47.4711,0.0485343,0.0,0.0
2,"(2.0, 0.5, 0.096)",6874.3745,5331.145,8745.576,7.939266,4.3367295,17.756517,65536000.0,"(2.0, 0.5, 0.096)",0.007514550171571,0.6,-1.1,7818.248118841711,0.0,6692.85888671875,0.0001677585889693,0.006485854019114,0.6,-1.09,7372.648954026285,25.0,45562,38.6718,0.0741879,0.0,33.2128,0.0486924,0.0,26.0276,0.0504565,0.0,0.0
3,"(2.0, 0.5, 0.141)",2517.88,1859.1957,3329.2505,11.032557,5.883101,26.747358,65536000.0,"(2.0, 0.5, 0.141)",0.0091734429033372,0.5,-1.1,1748.5276963975698,0.0,2517.8798828125,0.0001677585889693,0.0072127232240308,0.4,-1.03,575.0366346298691,0.0,36000,20.6776,0.0771194,0.0,17.9547,0.0512908,0.0,13.9501,0.0516699,0.0,0.0
4,"(2.0, 0.5, 0.208)",960.3864,676.8632,1276.1918,13.725231,7.8746805,37.101093,65536000.0,"(2.0, 0.5, 0.208)",0.0090445588609621,0.3,-0.9,21.396192719967534,100.0,960.3864135742188,0.0001677585889693,0.005809800424967,0.33,-1.0,68.72342557575622,0.0,54000,11.5919,0.0762398,0.0,10.1257,0.0506779,0.0,7.8058,0.0503198,0.0,0.0
5,"(2.0, 0.5, 0.306)",337.90594,225.18547,464.41925,17.73879,8.973111,45.2616,65536000.0,"(2.0, 0.5, 0.306)",0.0075863865835905,0.3,-1.0,11.764615888366976,50.0,288.5711975097656,0.0001677585889693,0.0075825897421789,0.31,-1.0,13.680925063213486,125.0,32000,6.06022,0.0782563,0.0,5.28384,0.0530465,0.0,4.05802,0.0525724,0.0,0.0
6,"(2.0, 0.5, 0.45)",228.0584,158.85674,316.73297,16.143604,8.750346,45.50593,65536000.0,"(2.0, 0.5, 0.45)",0.0103071029662957,0.4,-1.1,60.60489795587418,100.0,228.0583953857422,0.0001677585889693,0.0102960531156491,0.38,-1.1,54.1501924924677,0.0,18000,5.04173,0.0808039,0.0,4.38064,0.0556348,0.0,3.37105,0.0553463,0.0,0.0
7,"(2.0, 1.0, 0.044)",75053.41,60645.383,93151.82,5.436268,3.0624182,13.906753,65536000.0,"(2.0, 1.0, 0.044)",0.0076524740729044,0.6,-0.9,49883.44342710142,0.0,75053.40625,0.0001677585889693,0.0047392580928075,0.7,-0.95,79798.194889905,0.0,81000,168.142,0.0548291,0.0,143.722,0.0293703,0.0,115.192,0.0333218,0.0,0.0
8,"(2.0, 1.0, 0.065)",27106.738,20925.596,34942.887,7.3309393,3.8355412,21.208311,65536000.0,"(2.0, 1.0, 0.065)",0.0047476844636136,0.6,-1.0,23017.23085153556,0.0,27106.73828125,0.0001677585889693,0.0031477884383837,0.7,-1.05,36722.31258261022,0.0,192000,89.1864,0.0629868,0.0,76.2193,0.0376494,0.0,60.5473,0.0408723,0.0,0.0
9,"(2.0, 1.0, 0.096)",9415.743,7166.462,12257.018,9.784062,4.960153,32.249798,65536000.0,"(2.0, 1.0, 0.096)",0.00622603002507,0.8,-1.1,15532.81012541863,200.0,8565.4912109375,0.0001677585889693,0.0048136564535794,0.6,-1.05,8357.924033802019,100.0,81000,47.0828,0.0679842,0.0,40.3203,0.0424754,0.0,31.8804,0.0451562,0.0,0.0
10,"(2.0, 1.0, 0.141)",3532.9695,2604.554,4874.848,13.656075,6.115617,48.50049,65536000.0,"(2.0, 1.0, 0.141)",0.0044400043418066,0.4,-1.0,724.0110063719042,0.0,3532.9695,0.0001677585889693,0.0044400043418066,0.4,-1.0,724.0110063719042,0.0,96000,25.55,0.0729353,0.0,22.0488,0.0470036,0.0,17.3009,0.0485718,0.0,0.0
11,"(2.0, 1.0, 0.208)",1327.3878,911.7445,1873.729,16.026598,7.4330707,53.483917,65536000.0,"(2.0, 1.0, 0.208)",0.0044337244665245,0.3,-0.9,33.07805523408685,0.0,1327.3878173828125,0.0001677585889693,0.0043268466936743,0.36,-1.0,158.7144786590387,0.0,96000,14.4375,0.0733113,0.0,12.5564,0.0473183,0.0,9.76975,0.0477669,0.0,0.0
12,"(2.0, 1.0, 0.306)",486.4704,322.8517,694.3802,21.598185,9.082599,78.27521,65536000.0,"(2.0, 1.0, 0.306)",0.0069159671333317,0.2,-0.7,0.0723914282662527,0.0,458.6914978027344,0.0001677585889693,0.00549808962239,0.32,-1.0,26.929256577901224,25.0,64000,7.7981,0.0753277,0.0,6.77109,0.0497418,0.0,5.24137,0.0501273,0.0,0.0
13,"(2.0, 1.0, 0.45)",240.64812,160.60445,357.72043,27.41576,11.083582,90.15799,65536000.0,"(2.0, 1.0, 0.45)",0.0095069813949324,0.4,-1.1,53.765687875116,200.0,200.18023681640625,0.0001677585889693,0.0094892141762173,0.38,-1.1,47.53080165481973,100.0,20250,4.78955,0.079768,0.0,4.15392,0.0544514,0.0,3.20689,0.0544385,0.0,0.0
14,"(3.0, 0.5, 0.044)",49222.934,39497.516,61235.414,5.8286905,3.4802582,14.170282,65536000.0,"(3.0, 0.5, 0.044)",0.0074820038452971,0.6,-1.0,41796.82608662803,0.0,49222.93359375,0.0001677585889693,0.0046689517616258,0.8,-1.07,87620.14446287011,0.0,81000,122.738,0.0642227,0.0,105.06,0.0387758,0.0,83.1358,0.04159,0.0,0.0
15,"(3.0, 0.5, 0.065)",17971.002,13642.741,23482.666,8.304072,4.5939674,25.05351,65536000.0,"(3.0, 0.5, 0.065)",0.0078345285174318,0.7,-1.1,25796.26340999082,100.0,17440.55859375,0.0001677585889693,0.0062877601825972,0.6,-1.08,18620.850136788133,25.0,48000,62.9865,0.0721767,0.0,54.0923,0.0466966,0.0,42.4806,0.0486753,0.0,0.0
16,"(3.0, 0.5, 0.096)",6345.5527,4786.419,8311.817,11.042005,5.9107924,29.89032,65536000.0,"(3.0, 0.5, 0.096)",0.0097444712440818,0.5,-1.1,4155.577935112848,50.0,6345.552734375,0.0001677585889693,0.0071106449059176,0.4,-1.04,1504.3242624758964,0.0,36000,32.0226,0.0785728,0.0,27.6799,0.0527476,0.0,21.6179,0.0536887,0.0,0.0
