band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,3072.0,0.1,12.0,0.0063080376692353,0.0,0.1,12.0,9.649863491485373e-08,0.0063080376692353,0.0,44286
5,9216.0,0.1,6.2,0.0095605851401717,100.0,0.11,6.5,0.001558494473314388,0.00927346307211907,125.0,20736
8,26112.0,0.2,8.9,0.0055028393143989,0.0,0.2,8.9,100000.0,0.0055028393143989,0.0,58752
11,72192.0,0.2,16.0,0.0030353180749971,200.0,0.18,16.0,57.88917817262961,0.002862016196247874,175.0,231274
14,199680.0,0.1,0.1,0.0282786246376377,25.0,0.12,-0.2,56512.561729872825,0.027117998854088776,25.0,2632
17,554496.0,0.1,7.1,0.0050545608742426,0.0,0.1,7.1,1.0566334762181209e-05,0.0050545608742426,0.0,69312
20,1539072.0,0.1,6.9,0.0018891136853122,50.0,0.1,6.9,2.6782493587010093e-06,0.0018891136853122,50.0,547843
23,4274688.0,0.2,7.6,0.0005364161503852,25.0,0.2,7.6,31173.20724832663,0.0005364161503852,25.0,6412032
26,11862528.0,0.1,7.4,0.0006343875701389,0.0,0.1,7.4,6.403947735675666e-08,0.0006343875701389,0.0,4448448
30,8918016.0,0.2,1.1,0.0024258768406397,0.0,0.19,1.2,18956.13225186484,0.0021487152457839165,0.0,418032
