band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,268746194173039.66,244481162528340.62,296733980176657.5,6.709019009252323,2.892513407613905,10.921010931888294,3072.0
5,536126300279723.7,449825981528169.6,632000376624921.5,41.450941320787166,33.77470327205173,49.1847849939361,9216.0
8,81024726553361.3,64541833203080.875,102413563312544.83,79.6520794803518,32.607358788505714,121.64673010943086,26112.0
11,11023422013304.93,8473029933928.201,15599619885257.904,159.6461589983993,14.550794070534296,415.4733119601151,72192.0
14,249955571353169.2,225802996817993.9,276069427121945.94,13.192874527601568,10.236112994213235,17.54005218253848,100000.0
17,387454656843114.8,363130049448554.2,413846827376254.2,4.386029039978016,2.848983658130253,8.83430299878703,100000.0
20,82776272831579.88,76808170985546.22,89377025556202.86,6.7031764169585735,4.33649272170831,12.764983618379853,100000.0
23,7691854197036.044,7271829090929.353,8154132985135.926,2.9356306064588633,1.7097972640117656,6.843271512085187,100000.0
26,3254714997040.671,3037562624455.173,3506742913961.898,5.6527765191258865,3.2584118795593997,15.07196183030267,100000.0
30,45080710644.99423,41578924227.59538,48957695258.881294,7.918079567365252,5.261426857930633,16.34321031730887,100000.0
