band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,308869982759933.1,262820036693375.4,365148499785316.94,3.8869461480763414,0.5518979876066114,7.451983800802572,720.0
5,315976769793364.8,271141004495080.03,366188448860219.5,31.973883699782547,22.4174325408977,40.979571770240604,7200.0
8,61013393524283.98,50553794528173.51,76072417405236.53,65.26138502042957,16.091676448226586,129.5653892750501,13680.0
11,7171637106026.4,6803525052805.838,7571295880019.712,2.2411094540695577,1.2096262092890082,3.922511618881332,28080.0
14,93897550850300.42,79520214211619.1,110196630826696.78,38.53366153215727,27.859038227626893,54.761387225906205,56160.0
17,454223146361649.4,428532795492845.44,481863660146839.3,3.2354120351358286,2.275969968473236,5.578875287751311,450720.0
20,31012923869657.867,29092494444853.16,33137839625847.13,4.314718505256757,2.563630396597313,8.985391813638577,901440.0
23,5114825744009.741,4810920456835.669,5465020231524.52,4.064224717878704,2.1483699418183044,11.860586738671119,7211520.0
26,676199579056.1073,621617570509.3242,763327945603.5892,13.267751959500288,3.8941228532599395,59.82624303339218,3605760.0
30,55635883909.91644,51105861925.1003,60934571895.75437,9.519527296946473,5.736970232186389,23.43582280614822,7211520.0
