filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,"(2.0, 0.5, 0.044)",56504.473,44910.99,68505.58,4.4635496,2.6625092,8.7798,65536000.0,"(2.0, 0.5, 0.044)",0.0075330703483261485,0.8,-1.0,85014.51256410714,0.0,56504.473,0.00016775858896935606
1,"(2.0, 0.5, 0.065)",22145.58,17490.322,27941.785,5.559312,3.294965,10.666305,65536000.0,"(2.0, 0.5, 0.065)",0.0047999808950324185,1.0,-1.1,53338.315429687515,50.0,21335.326,0.00016775858896935606
2,"(2.0, 0.5, 0.096)",7965.91,6234.1777,10095.481,7.1502085,3.8303425,15.639308,65536000.0,"(2.0, 0.5, 0.096)",0.004197109189034792,0.8,-1.1,14699.127614210585,50.0,7621.8726,0.00016775858896935606
3,"(2.0, 0.5, 0.141)",3231.1143,2453.8948,4167.673,8.567645,4.6815004,22.268137,65536000.0,"(2.0, 0.5, 0.141)",0.004209742871933542,0.7,-1.1,4792.327319148805,50.0,3074.8015,0.00016775858896935606
4,"(2.0, 0.5, 0.208)",1328.8243,984.11316,1681.465,9.382234,5.4788094,24.889473,65536000.0,"(2.0, 0.5, 0.208)",0.004755871390684674,0.6,-1.1,1434.1623790596984,50.0,1261.0203,0.00016775858896935606
5,"(2.0, 0.5, 0.306)",550.4279,406.7023,713.3895,10.480392,5.5645366,23.63566,65536000.0,"(2.0, 0.5, 0.306)",0.007606592960279435,0.5,-1.1,361.3039652506511,50.0,520.2777,0.00016775858896935606
6,"(2.0, 0.5, 0.45)",346.80435,254.86658,454.4991,10.562816,6.136742,23.673801,65536000.0,"(2.0, 0.5, 0.45)",0.012034447956516314,0.8,-1.2,781.8302548133944,200.0,295.71304,0.00016775858896935606
7,"(2.0, 1.0, 0.044)",78932.836,63857.81,97946.1,5.3749666,3.0093865,14.306604,65536000.0,"(2.0, 1.0, 0.044)",0.005631040084215888,0.7,-0.9,72606.92831880279,50.0,75959.02,0.00016775858896935606
8,"(2.0, 1.0, 0.065)",30041.525,23313.432,37536.09,6.876506,3.6433752,15.1910515,65536000.0,"(2.0, 1.0, 0.065)",0.0036061446621730164,0.7,-1.0,35856.12968169285,0.0,30041.525,0.00016775858896935606
9,"(2.0, 1.0, 0.096)",11469.051,8900.052,14682.279,8.250266,4.3516183,23.149244,65536000.0,"(2.0, 1.0, 0.096)",0.003344418578087871,0.9,-1.1,24435.6494311416,50.0,10903.894,0.00016775858896935606
10,"(2.0, 1.0, 0.141)",4462.4434,3374.4111,5946.2026,10.814595,5.075714,40.132824,65536000.0,"(2.0, 1.0, 0.141)",0.003721573286220803,0.5,-1.0,2231.2216796875,0.0,4462.4434,0.00016775858896935606
11,"(2.0, 1.0, 0.208)",1818.1088,1310.6132,2446.1787,11.66352,5.6086955,40.47784,65536000.0,"(2.0, 1.0, 0.208)",0.00356722490692557,0.6,-1.1,2067.7409129850193,0.0,1818.1088,0.00016775858896935606
12,"(2.0, 1.0, 0.306)",762.4244,541.1085,1034.1337,13.610855,6.35502,43.26357,65536000.0,"(2.0, 1.0, 0.306)",0.006465490715339306,0.5,-1.1,529.4613732231988,0.0,762.4244,0.00016775858896935606
13,"(2.0, 1.0, 0.45)",385.89188,283.89017,523.6054,15.397686,7.341062,51.135696,65536000.0,"(2.0, 1.0, 0.45)",0.01000098702262503,0.8,-1.2,830.4954096026166,200.0,314.11975,0.00016775858896935606
14,"(3.0, 0.5, 0.044)",54611.496,43830.477,68225.84,5.8426104,3.3512216,13.24751,65536000.0,"(3.0, 0.5, 0.044)",0.005090369095279268,0.7,-1.0,65181.673053787104,0.0,54611.496,0.00016775858896935606
15,"(3.0, 0.5, 0.065)",20051.635,15301.119,26173.47,8.327031,4.237464,31.902897,65536000.0,"(3.0, 0.5, 0.065)",0.005280807613646021,0.9,-1.1,41288.723483170885,100.0,18424.223,0.00016775858896935606
16,"(3.0, 0.5, 0.096)",7543.658,5791.975,9827.254,10.051375,5.1577287,31.161493,65536000.0,"(3.0, 0.5, 0.096)",0.005943922363233822,0.6,-1.1,8103.616261253391,50.0,7125.291,0.00016775858896935606
17,"(3.0, 0.5, 0.141)",3029.6753,2226.6934,4048.9788,11.869856,6.099657,42.95454,65536000.0,"(3.0, 0.5, 0.141)",0.005323139651945197,0.4,-1.0,620.8709893352168,0.0,3029.6753,0.00016775858896935606
18,"(3.0, 0.5, 0.208)",1278.9551,912.78687,1790.4606,13.163214,6.759455,46.13346,65536000.0,"(3.0, 0.5, 0.208)",0.00457405787133347,0.5,-1.1,829.4323391384551,50.0,1194.3826,0.00016775858896935606
19,"(3.0, 0.5, 0.306)",570.0337,423.46823,770.7787,14.327629,7.225086,52.971577,65536000.0,"(3.0, 0.5, 0.306)",0.0070492863828433006,0.5,-1.1,326.70902676052526,200.0,470.461,0.00016775858896935606
20,"(3.0, 0.5, 0.45)",286.7123,204.47507,402.80707,15.016447,7.8517394,51.353134,65536000.0,"(3.0, 0.5, 0.45)",0.01006847052414278,0.6,-1.2,384.5021740433511,200.0,234.79414,0.00016775858896935606
21,"(3.0, 1.0, 0.044)",64540.363,49467.23,87195.8,9.409001,4.7803283,37.679535,65536000.0,"(3.0, 1.0, 0.044)",0.00463608901887369,0.5,-0.9,24447.107303503788,0.0,64540.363,0.00016775858896935606
22,"(3.0, 1.0, 0.065)",24439.07,17615.53,32619.6,11.773681,5.5610085,31.460018,65536000.0,"(3.0, 1.0, 0.065)",0.004260413015247502,0.5,-1.0,11454.5703125,50.0,22909.14,0.00016775858896935606
23,"(3.0, 1.0, 0.096)",8953.594,6787.576,12553.048,13.947937,6.377974,46.95319,65536000.0,"(3.0, 1.0, 0.096)",0.005141966931605957,0.4,-1.0,1834.858878299422,0.0,8953.594,0.00016775858896935606
24,"(3.0, 1.0, 0.141)",3573.481,2456.5896,5408.809,19.758526,7.513738,86.421295,65536000.0,"(3.0, 1.0, 0.141)",0.004409556697969386,0.4,-1.0,667.6578914647768,50.0,3257.9822,0.00016775858896935606
25,"(3.0, 1.0, 0.208)",1460.1869,1014.0151,2200.9016,20.469873,8.118437,79.21844,65536000.0,"(3.0, 1.0, 0.208)",0.004587972450096747,0.4,-1.0,256.7626784530739,100.0,1252.9294,0.00016775858896935606
26,"(3.0, 1.0, 0.306)",644.15283,444.09998,950.1494,21.628925,8.052745,88.341415,65536000.0,"(3.0, 1.0, 0.306)",0.005160892052344157,0.4,-1.1,193.82630295723672,0.0,644.15283,0.00016775858896935606
27,"(3.0, 1.0, 0.45)",297.63724,199.13623,461.9794,25.02184,8.875195,130.113,65536000.0,"(3.0, 1.0, 0.45)",0.007756672643233431,0.5,-1.2,278.35133870442706,50.0,267.2173,0.00016775858896935606
28,"(4.0, 0.5, 0.044)",52661.484,41935.332,68760.51,7.222083,2.908855,28.258614,65536000.0,"(4.0, 0.5, 0.044)",0.003356800265847476,0.8,-1.0,79232.49637739547,0.0,52661.484,0.00016775858896935606
29,"(4.0, 0.5, 0.065)",19179.664,14357.501,25446.459,10.077302,4.221503,39.123707,65536000.0,"(4.0, 0.5, 0.065)",0.005507236497619972,1.0,-1.1,40955.76660156251,200.0,16382.307,0.00016775858896935606
30,"(4.0, 0.5, 0.096)",7389.1016,5530.429,9733.235,11.388264,4.9882026,54.667698,65536000.0,"(4.0, 0.5, 0.096)",0.005699529983742624,0.7,-1.1,10788.436266653442,50.0,6921.9604,0.00016775858896935606
31,"(4.0, 0.5, 0.141)",2937.0312,2098.5413,4282.121,14.420107,5.6800027,75.537,65536000.0,"(4.0, 0.5, 0.141)",0.005478895158088526,0.6,-1.1,3097.740970647544,50.0,2723.76,0.00016775858896935606
32,"(4.0, 0.5, 0.208)",1211.6005,876.56085,1694.5302,15.904488,6.231095,73.17604,65536000.0,"(4.0, 0.5, 0.208)",0.0035142204864395676,0.5,-1.1,841.3892110188804,0.0,1211.6005,0.00016775858896935606
33,"(4.0, 0.5, 0.306)",568.4065,405.28287,833.9084,17.182964,6.882735,86.33892,65536000.0,"(4.0, 0.5, 0.306)",0.007619274542295579,0.4,-1.1,171.03414571468772,0.0,568.4065,0.00016775858896935606
34,"(4.0, 0.5, 0.45)",283.11673,197.49237,409.01205,17.404562,7.6313305,90.71602,65536000.0,"(4.0, 0.5, 0.45)",0.010985386233989869,0.5,-1.2,271.9931920369466,50.0,261.11346,0.00016775858896935606
35,"(4.0, 1.0, 0.044)",58287.34,43707.965,76399.82,11.168824,5.140559,31.577555,65536000.0,"(4.0, 1.0, 0.044)",0.0024184782701031082,0.7,-1.0,62578.064742211674,100.0,52430.1,0.00016775858896935606
36,"(4.0, 1.0, 0.065)",21414.965,16082.757,32492.146,14.850756,5.8051095,83.52836,65536000.0,"(4.0, 1.0, 0.065)",0.003147961264983512,0.5,-1.0,10707.482421875,0.0,21414.965,0.00016775858896935606
37,"(4.0, 1.0, 0.096)",8498.877,5852.591,12304.955,18.97387,6.9008064,67.0381,65536000.0,"(4.0, 1.0, 0.096)",0.004702656184411291,0.4,-1.0,1741.6738204160476,0.0,8498.877,0.00016775858896935606
38,"(4.0, 1.0, 0.141)",3317.6882,2236.2944,5358.334,27.628592,8.728076,167.15974,65536000.0,"(4.0, 1.0, 0.141)",0.004288993624162518,0.4,-1.0,569.9785852621641,100.0,2781.3347,0.00016775858896935606
39,"(4.0, 1.0, 0.208)",1350.272,913.49713,2110.288,25.219662,8.160243,126.59571,65536000.0,"(4.0, 1.0, 0.208)",0.004736984120715437,0.5,-1.1,790.2820163302953,100.0,1138.0061,0.00016775858896935606
40,"(4.0, 1.0, 0.306)",669.43933,429.96326,1037.2242,26.914349,9.231152,123.560646,65536000.0,"(4.0, 1.0, 0.306)",0.0031917167506147204,0.4,-1.1,179.87423615526262,50.0,597.7852,0.00016775858896935606
41,"(4.0, 1.0, 0.45)",272.01816,182.47232,462.20102,31.423466,9.644135,166.41689,65536000.0,"(4.0, 1.0, 0.45)",0.00975659080996849,0.5,-1.2,208.6959679921468,200.0,200.34813,0.00016775858896935606
