filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,66.0275,54.146038,78.47181,2.8726091,1.3108617,8.945055,16384000.0,"(2.0, 0.5, 0.044)"
1,26.310843,21.517254,32.023525,3.1993608,1.4146307,9.393432,16384000.0,"(2.0, 0.5, 0.065)"
2,9.566076,7.822888,11.649402,4.2447634,1.7844245,15.088311,16384000.0,"(2.0, 0.5, 0.096)"
3,3.6542144,2.9471848,4.6022663,5.1577663,2.2197258,21.337349,16384000.0,"(2.0, 0.5, 0.141)"
4,1.2468936,0.9734563,1.5532819,6.50208,2.9534879,27.303137,16384000.0,"(2.0, 0.5, 0.208)"
5,0.31195986,0.24055377,0.4156295,9.978146,3.126065,66.28704,16384000.0,"(2.0, 0.5, 0.306)"
6,0.17440787,0.13299213,0.25678504,11.664751,3.4981663,98.72245,16384000.0,"(2.0, 0.5, 0.45)"
7,87.42761,73.475105,104.67302,3.0991545,1.3745834,9.448888,16384000.0,"(2.0, 1.0, 0.044)"
8,35.73371,29.532925,43.861973,3.5271044,1.5547183,10.987603,16384000.0,"(2.0, 1.0, 0.065)"
9,13.965508,11.528218,17.141226,4.37086,1.9310893,19.370962,16384000.0,"(2.0, 1.0, 0.096)"
10,5.132245,4.07275,6.352166,5.248698,2.2762716,20.074081,16384000.0,"(2.0, 1.0, 0.141)"
11,1.8196675,1.414431,2.3093932,6.8441095,2.6947403,35.612938,16384000.0,"(2.0, 1.0, 0.208)"
12,0.5527461,0.41978896,0.73323756,8.96718,3.459659,47.49922,16384000.0,"(2.0, 1.0, 0.306)"
13,0.18217844,0.13921066,0.25447756,13.326584,4.0153995,86.02584,16384000.0,"(2.0, 1.0, 0.45)"
14,66.36079,55.759647,79.706856,3.2474027,1.5640929,8.903874,16384000.0,"(3.0, 0.5, 0.044)"
15,24.72557,20.344393,30.30968,4.0528607,1.8177656,14.556546,16384000.0,"(3.0, 0.5, 0.065)"
16,9.054409,7.4070854,11.06092,5.023156,2.1581454,16.98755,16384000.0,"(3.0, 0.5, 0.096)"
17,3.2259433,2.5655553,4.0458345,6.0903616,2.8308134,27.034254,16384000.0,"(3.0, 0.5, 0.141)"
18,1.1075789,0.8453771,1.486692,8.911111,3.7603815,52.94884,16384000.0,"(3.0, 0.5, 0.208)"
19,0.3052548,0.23494864,0.41884175,11.36455,4.445158,57.69829,16384000.0,"(3.0, 0.5, 0.306)"
20,0.08817584,0.0638571,0.15339418,20.644598,5.5946465,173.88652,16384000.0,"(3.0, 0.5, 0.45)"
21,72.09461,59.311398,87.896996,3.4081984,1.4619961,12.440883,16384000.0,"(3.0, 1.0, 0.044)"
22,29.068783,23.278124,35.760403,4.4924583,1.8819758,14.588925,16384000.0,"(3.0, 1.0, 0.065)"
23,10.750367,8.93262,13.589758,5.79926,2.4365275,26.769873,16384000.0,"(3.0, 1.0, 0.096)"
24,4.0061545,3.1753223,5.277949,7.522498,3.0410058,37.51454,16384000.0,"(3.0, 1.0, 0.141)"
25,1.3584931,1.0419704,1.8353417,9.597003,4.045145,39.550526,16384000.0,"(3.0, 1.0, 0.208)"
26,0.3979732,0.2987519,0.55102473,13.077761,4.8204007,68.98945,16384000.0,"(3.0, 1.0, 0.306)"
27,0.097727224,0.06842925,0.16110542,24.342752,6.090358,165.65569,16384000.0,"(3.0, 1.0, 0.45)"
28,62.23569,51.754383,77.14385,3.3134055,1.2864152,11.326955,16384000.0,"(4.0, 0.5, 0.044)"
29,23.713474,19.47619,28.78457,4.150055,1.6022394,18.46535,16384000.0,"(4.0, 0.5, 0.065)"
30,8.964859,7.2792034,11.185213,5.436433,2.1172242,35.272022,16384000.0,"(4.0, 0.5, 0.096)"
31,3.118529,2.4368207,4.093007,6.185073,2.514241,31.549389,16384000.0,"(4.0, 0.5, 0.141)"
32,1.0793442,0.8482647,1.3926215,7.7266083,3.27094,37.799263,16384000.0,"(4.0, 0.5, 0.208)"
33,0.28677914,0.21654724,0.4026282,11.561837,4.42346,61.2895,16384000.0,"(4.0, 0.5, 0.306)"
34,0.06482475,0.04583922,0.10156549,22.510548,6.005756,156.45325,16384000.0,"(4.0, 0.5, 0.45)"
35,68.34272,56.97143,80.918076,3.0010843,1.3708804,7.5361323,16384000.0,"(4.0, 1.0, 0.044)"
36,26.207285,21.648941,33.357647,4.3962398,1.6899297,15.746914,16384000.0,"(4.0, 1.0, 0.065)"
37,9.351094,7.526697,11.808519,5.8362503,2.0882077,27.785551,16384000.0,"(4.0, 1.0, 0.096)"
38,3.44238,2.7036796,4.449304,8.07562,3.0170548,48.10033,16384000.0,"(4.0, 1.0, 0.141)"
39,1.1672105,0.9034427,1.6617559,11.807767,3.8006988,85.72157,16384000.0,"(4.0, 1.0, 0.208)"
40,0.34554896,0.24834445,0.51743793,16.008266,4.8815956,116.72704,16384000.0,"(4.0, 1.0, 0.306)"
41,0.070881866,0.04935762,0.13620003,35.149673,6.698173,236.8649,16384000.0,"(4.0, 1.0, 0.45)"
