filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,45.685776,36.681442,56.196175,4.554366,1.9364495,13.45373,16384000.0,"(2.0, 0.5, 0.044)"
1,18.020935,14.297063,22.832045,5.1927633,2.0208056,22.338587,16384000.0,"(2.0, 0.5, 0.065)"
2,6.863085,5.4968762,8.647962,6.1448936,2.256978,31.258554,16384000.0,"(2.0, 0.5, 0.096)"
3,2.6093285,2.0218143,3.5627794,8.296274,2.903663,39.319584,16384000.0,"(2.0, 0.5, 0.141)"
4,0.9589084,0.7204443,1.3159907,11.4510145,3.9673896,63.742058,16384000.0,"(2.0, 0.5, 0.208)"
5,0.2790556,0.20313998,0.39735544,16.405006,3.9135363,98.95448,16384000.0,"(2.0, 0.5, 0.306)"
6,0.15572727,0.11268372,0.25191146,20.012684,4.3275633,133.7195,16384000.0,"(2.0, 0.5, 0.45)"
7,59.56448,48.876278,73.659966,4.7235255,2.0101392,13.899191,16384000.0,"(2.0, 1.0, 0.044)"
8,23.811407,19.12497,30.636597,5.54132,2.1732166,28.138935,16384000.0,"(2.0, 1.0, 0.065)"
9,9.405065,7.5644174,12.1222105,7.0016775,2.4734004,50.688107,16384000.0,"(2.0, 1.0, 0.096)"
10,3.6657112,2.8427541,4.82459,8.387946,3.0444374,38.119015,16384000.0,"(2.0, 1.0, 0.141)"
11,1.3499298,1.0060525,1.8657823,11.34349,3.4958618,73.32452,16384000.0,"(2.0, 1.0, 0.208)"
12,0.45173845,0.32693344,0.6685422,16.077417,4.316433,104.821335,16384000.0,"(2.0, 1.0, 0.306)"
13,0.16542232,0.12102197,0.26770687,23.936888,4.7350984,163.62444,16384000.0,"(2.0, 1.0, 0.45)"
14,42.88917,34.897266,53.572945,5.0656557,2.2974403,17.958284,16384000.0,"(3.0, 0.5, 0.044)"
15,16.928555,13.458186,21.470652,6.2625227,2.4856718,25.218695,16384000.0,"(3.0, 0.5, 0.065)"
16,6.561116,5.219706,8.245168,6.9634247,2.711607,26.669783,16384000.0,"(3.0, 0.5, 0.096)"
17,2.4277604,1.8588868,3.2443151,9.910684,3.8264534,56.912453,16384000.0,"(3.0, 0.5, 0.141)"
18,0.89144206,0.65899706,1.2463057,12.981702,4.4596834,83.0702,16384000.0,"(3.0, 0.5, 0.208)"
19,0.27487868,0.20556767,0.4018709,17.020103,5.031698,98.65531,16384000.0,"(3.0, 0.5, 0.306)"
20,0.08999341,0.0629991,0.16051345,26.494781,5.833431,189.20804,16384000.0,"(3.0, 0.5, 0.45)"
21,50.252575,40.125416,64.62872,5.2850695,2.163509,23.915028,16384000.0,"(3.0, 1.0, 0.044)"
22,19.24732,15.123154,24.667614,6.3830767,2.282496,30.593962,16384000.0,"(3.0, 1.0, 0.065)"
23,7.60454,6.165029,10.111332,8.20318,2.967762,46.67734,16384000.0,"(3.0, 1.0, 0.096)"
24,2.919205,2.2440636,4.1577444,11.40689,3.8221817,79.13366,16384000.0,"(3.0, 1.0, 0.141)"
25,1.0830297,0.8055877,1.6407472,15.311661,4.847357,93.57971,16384000.0,"(3.0, 1.0, 0.208)"
26,0.34488,0.24839777,0.5077067,19.486803,5.6518755,106.53867,16384000.0,"(3.0, 1.0, 0.306)"
27,0.09697406,0.0664871,0.15893608,27.027178,6.126651,160.49196,16384000.0,"(3.0, 1.0, 0.45)"
28,39.024323,32.28039,48.646004,3.727819,1.5258117,10.387553,16384000.0,"(4.0, 0.5, 0.044)"
29,16.513273,13.147481,20.778437,5.956148,2.1518257,25.383379,16384000.0,"(4.0, 0.5, 0.065)"
30,6.377927,5.088208,8.069004,6.706234,2.571723,39.09784,16384000.0,"(4.0, 0.5, 0.096)"
31,2.331385,1.7761538,3.244876,8.869164,3.0667255,57.525543,16384000.0,"(4.0, 0.5, 0.141)"
32,0.82677805,0.624548,1.1267319,12.197852,4.089393,73.74137,16384000.0,"(4.0, 0.5, 0.208)"
33,0.27373427,0.20046884,0.39715263,15.370531,4.923204,82.773735,16384000.0,"(4.0, 0.5, 0.306)"
34,0.071296915,0.049834374,0.14108856,36.821304,5.4894505,278.3203,16384000.0,"(4.0, 0.5, 0.45)"
35,45.61281,37.313046,55.460876,4.2925735,1.8349894,12.022167,16384000.0,"(4.0, 1.0, 0.044)"
36,17.962212,14.5555105,24.371304,6.371621,2.0753462,37.156044,16384000.0,"(4.0, 1.0, 0.065)"
37,6.4984436,5.1859884,8.233367,6.318163,2.3848984,26.883192,16384000.0,"(4.0, 1.0, 0.096)"
38,2.5873678,1.9797453,3.737034,12.463106,3.7019928,99.24368,16384000.0,"(4.0, 1.0, 0.141)"
39,0.95037735,0.72282267,1.3330853,13.081337,4.255026,75.75151,16384000.0,"(4.0, 1.0, 0.208)"
40,0.30052027,0.21125075,0.45412606,18.520124,5.11882,121.87049,16384000.0,"(4.0, 1.0, 0.306)"
41,0.07947232,0.05534538,0.16505794,40.099052,6.3683615,283.67993,16384000.0,"(4.0, 1.0, 0.45)"
