filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,4.719855260068468,3.3094547999766357,8.205975297354716,20.672456248744183,5.970765369932494,162.20920922323037,196608000.0,dual_color
1,6.792926402496628,5.781334307423697,8.317352443565285,1.6533740428130237,-0.0060530575986009645,29.84415152926933,196608000.0,misc
2,5.997147989227726,4.277138344839318,9.146944430242536,20.767267624162926,6.869258533931566,163.52877511288838,196608000.0,dual_color
3,2.819513795203753,1.708917095935706,8.909360371411523,114.08356009633378,10.693787962299094,447.41069284906837,196608000.0,single_edge
4,8.533402003275778,6.089078127556047,14.062389328407406,16.4618334075615,6.761690700874204,130.5376915882778,196608000.0,dual_color
5,5.294908418938171,3.9424097686017348,7.518521982617751,12.181576244602708,5.007939094764532,87.3946221293985,196608000.0,dual_color
6,1.964741217030651,1.3635104474400679,4.195030539626358,38.27511601325774,6.624722288647257,310.18621043856587,196608000.0,single_edge
7,3.2366652431239387,2.792374160533025,4.187646062834121,3.141452013582386,0.49330470829812134,47.223421275247915,196608000.0,inside_out
8,0.24313940957564265,0.15644998397428314,0.6866016821664506,78.00601581018579,5.894139848525997,441.9365880134829,196608000.0,misc
9,2.004116570087946,1.1852213293213285,6.153658727378563,120.90346349928735,11.638461064289398,517.4914014997968,196608000.0,multi_edge
10,2.3022522831837624,1.6002615958316881,4.312391287192033,31.16421486645669,7.5342462529344685,254.04936609030187,196608000.0,single_edge
11,1.7290313750510107,1.1116209779325406,4.19504207225945,51.695188120695924,8.267882090992389,352.93872907483836,196608000.0,single_edge
12,1.6410960667565826,1.0095848417717417,5.134599218052037,93.97476498956053,9.732666373673107,492.85359387186764,196608000.0,single_edge
13,2.4757060457587228,1.6311737181572845,7.367666942554493,76.89315821014026,9.35350708243762,437.17282687385125,196608000.0,single_edge
14,2.941162255307592,1.9529727120816465,7.233361813395803,49.3156917526549,9.119066136147007,368.10845316148635,196608000.0,single_edge
15,5.888606960619337,5.144225086055696,7.268117268978887,1.9260498404428201,0.02648321518281059,37.080341967276496,196608000.0,inside_out
16,1.8992383020014745,1.1319970818432763,5.303278918424501,92.76618152695116,9.329715314297239,439.2130301235235,196608000.0,multi_edge
17,4.5331525549883445,3.1802240293100703,7.248395631588757,19.80696791516503,8.020444092834875,161.97756235579843,196608000.0,dual_color
18,1.521247829429838,0.8315819865990957,7.123018572279725,291.77718934503923,11.339580684555463,649.255458098432,196608000.0,multi_edge
19,9.498957816825675,8.315452030589192,11.20513191093589,1.5309652040142643,0.234134071237617,25.54609878824374,196608000.0,inside_out
20,5.762972091152496,4.108924742787806,11.218436481963707,23.9463721154226,6.8262777034462685,246.45058563241014,196608000.0,dual_color
21,17.996762690212257,15.324903384850213,23.577667688207107,2.4344454065497017,0.42923265163924923,56.896662883387,196608000.0,eye
22,2.4734028420121468,1.5437618001346156,4.981902548093825,45.67607471809615,9.841909177098572,266.21534347060253,196608000.0,multi_edge
23,2.518340542869751,1.8151992576062796,4.23828653281198,24.52727193994933,8.08910122036971,170.09547961691737,196608000.0,single_edge
24,2.572177436218618,1.5267050929753452,5.256229967252993,49.18220987141784,11.640820501395098,275.8180252811158,196608000.0,single_edge
25,2.573772473057773,1.5220867683143036,7.811394136565616,106.6489443875201,12.185914216322603,429.51299900677685,196608000.0,multi_edge
26,2.8730206328692627,2.137456636176141,5.318737832271369,26.457716058621145,4.890081445925614,226.30716209152652,196608000.0,dual_color
27,2.200091160823053,1.3014129387381816,5.9612728456455395,93.0532695926147,11.851439275872563,461.11814838801405,196608000.0,multi_edge
28,2.8666555637381577,1.7874588216443537,5.7326308925941145,48.88857578320391,11.334629590633643,280.3675390083085,196608000.0,single_edge
29,1.7569172670718245,1.1278164252504157,3.0486979025297365,28.50858224661346,8.820440761981997,178.64215999943295,196608000.0,single_edge
30,2.0599672819868045,1.2377037727374431,3.894839840712564,46.511807136098845,11.471763886271427,251.41640357217446,196608000.0,single_edge
31,3.0203313751565597,2.250168817774603,6.153471799150322,19.89221904480645,3.8072598422566237,239.58331971494226,196608000.0,eye
32,2.3336212706144903,1.6346351523995506,3.654024772353101,22.701879508516672,7.1336430865379725,168.98549637278046,196608000.0,single_edge
33,1.335896522657963,0.7678429432579019,5.287087002171781,205.6869256813176,10.751469402719135,604.4451452107678,196608000.0,multi_edge
34,2.2212273962273468,1.3291558032234791,4.6991257907467014,55.25907371816363,12.340126001082245,320.05510448863714,196608000.0,single_edge
37,16.167853726525813,13.759149937139098,19.78818746542162,2.8449692240478672,0.587879876008378,50.026168798138364,196608000.0,eye
38,5.785209631658894,4.405344992421887,9.052337343190482,15.473746209710402,5.014139372779038,140.7893588391954,196608000.0,dual_color
39,3.4085285973459016,2.579455748012886,6.702232881207431,22.990214853285703,3.6793010729484945,215.4161012499274,196608000.0,eye
40,6.118752586495715,5.401828212510229,7.150604785646781,1.0150872612649557,-0.10745739669348911,22.506646030927982,196608000.0,inside_out
41,1.5166534307974877,0.9134267959955732,4.65331659705902,113.74275836602168,9.902360504357956,489.0275902850749,196608000.0,multi_edge
42,6.274678369863662,4.113623862572836,11.493925845315346,27.192428409123778,9.175704179694817,202.20472105869405,196608000.0,dual_color
43,2.0190118904223624,1.4290016187624806,3.909050959221334,28.699864338125632,7.438937818954633,232.23227142287595,196608000.0,single_edge
44,5.454440864912458,3.7299711334026937,7.849206214477867,20.085482130767218,7.693951641903414,111.5492045240718,196608000.0,dual_color
45,2.3915613962057813,1.6880883520679004,4.725228249297624,30.766981828802884,5.795799191398505,273.8437871296607,196608000.0,eye
46,2.1680101325578023,1.7173442853806482,2.9406682410639005,7.908254436043995,2.3103320844978206,80.72863090384,196608000.0,eye
47,4.371498395268013,3.2079282080500073,6.195170178243111,12.500661204164894,5.414444661215742,66.6915698878428,196608000.0,dual_color
48,1.7453511617303217,1.0377114443180888,4.300883058261772,76.50801959412526,11.524476935620049,407.1340723563692,196608000.0,single_edge
49,4.270996564999282,2.9634149933558014,9.424464233270605,41.045681223917285,6.865394359565877,323.7257667963709,196608000.0,single_edge
