filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,4.719855260068468,3.309454799976636,8.205975297354716,20.672456248744183,5.970765369932494,162.20920922323037,196608000.0,dual_color,0.0085618794442556,0.3,-0.7,0.0545431484275745,50.0,4.719855260068468,9.685608715247528e-05,0.007169704186136,0.21,-0.4,0.0004495651758404,0.0,36000,1.02281,0.0639899,0.0,0.900981,0.0368725,0.0,0.713835,0.0354043,0.0,0.0
1,6.792926402496628,5.781334307423697,8.317352443565285,1.6533740428130237,-0.0060530575986009,29.84415152926933,196608000.0,misc,0.0394418618763039,0.3,7.4,6.962428382097415e-05,200.0,6.272428137285836,9.685608715247528e-05,0.039430017865521,0.34,7.0,0.0004343094414561,300.0,1125,2.27721,0.042766,0.0,2.34982,0.0441963,0.0,1.89278,0.0401992,0.0,0.0
2,5.997147989227726,4.277138344839318,9.146944430242536,20.76726762416293,6.869258533931566,163.52877511288838,196608000.0,dual_color,0.0077858985197567,0.3,-0.8,0.0904411216489155,100.0,5.997147989227726,9.685608715247528e-05,0.0053671654313596,0.27,-0.8,0.0425241341566383,0.0,64870,1.01201,0.0704701,0.0,0.885903,0.0441201,0.0,0.689047,0.0439931,0.0,0.0
3,2.819513795203753,1.708917095935706,8.909360371411523,114.08356009633378,10.693787962299094,447.4106928490684,196608000.0,single_edge,0.00872348422089,0.1,0.0,3.961657310971224e-13,0.0,2.819513795203753,9.685608715247528e-05,0.0073499204279148,0.13,-0.4,1.8310232765031265e-08,0.0,36000,0.497631,0.0766817,0.0,0.438386,0.0515297,0.0,0.334984,0.0498978,0.0,0.0
4,8.533402003275778,6.089078127556047,14.062389328407406,16.4618334075615,6.761690700874204,130.5376915882778,196608000.0,dual_color,0.0140062696761825,0.2,-0.6,0.0008320577238594,0.0,8.533402003275778,9.685608715247528e-05,0.0116085331408131,0.23,-0.7,0.0077847714189757,0.0,13500,1.16007,0.0769946,0.0,1.01035,0.0510307,0.0,0.784335,0.0511542,0.0,0.0
5,5.294908418938171,3.942409768601735,7.518521982617751,12.181576244602708,5.007939094764532,87.3946221293985,196608000.0,dual_color,0.0107719308347103,0.3,-0.8,0.0918285566563358,0.0,5.096961978440263,9.685608715247528e-05,0.0091201576150293,0.4,-0.96,0.9110321914396344,25.0,22780,1.02477,0.074047,0.0,0.892444,0.0476173,0.0,0.698508,0.0480221,0.0,0.0
6,1.964741217030651,1.363510447440068,4.195030539626358,38.27511601325774,6.624722288647257,310.18621043856587,196608000.0,single_edge,0.0090904164608495,0.3,-0.8,0.0306825897425102,50.0,1.7691827973562548,9.685608715247528e-05,0.0082366650062774,0.3,-0.78,0.0286757574425642,50.0,27000,0.603121,0.0700013,0.0,0.523493,0.0438094,0.0,0.410013,0.0448965,0.0,0.0
7,3.2366652431239387,2.792374160533025,4.187646062834121,3.141452013582386,0.4933047082981213,47.22342127524792,196608000.0,inside_out,0.0189629584493589,1.4,0.1,3.0364592260937404,100.0,2.9890200244648004,9.685608715247528e-05,0.0189618977236151,1.22,0.3,2.2757410746710693,200.0,5062,1.55923,0.0249178,0.0,1.44922,0.0239486,0.0,1.17522,0.0253731,0.0,0.0
8,0.2431394095756426,0.1564499839742831,0.6866016821664506,78.00601581018579,5.894139848525997,441.9365880134829,196608000.0,misc,0.0515087821386109,0.1,4.5,1.4554416428807112e-19,200.0,0.1706372040102203,9.685608715247528e-05,0.0514460145816996,0.11,4.2,2.256280486958036e-17,275.0,709,0.246018,0.0554907,0.0,0.268177,0.0525888,0.0,0.20655,0.0512653,0.0,0.0
9,2.004116570087946,1.1852213293213285,6.153658727378563,120.90346349928735,11.638461064289398,517.4914014997968,196608000.0,multi_edge,0.0109073014284994,0.2,-0.8,0.0003593492850869,100.0,2.004116570087946,9.685608715247528e-05,0.0099868014436749,0.13,-0.5,2.23081631844792e-08,0.0,18000,0.374214,0.0839275,0.0,0.330855,0.0584225,0.0,0.254671,0.056136,0.0,0.0
