filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,4.659726413780261,3.233157508802267,8.542607101344743,23.565794579970014,6.272952343483577,201.48629417694733,196608000.0,dual_color,0.0116749952473924,0.1,0.9,1.387296083546384e-14,0.0,4.659726413780261,9.685608715247527e-05,0.010452691867664954,0.11,0.7,1.3708523276901132e-12,0.0,17085
2,6.099232775477404,4.250048505290827,11.01424466155969,28.090706253559087,7.2876860607787615,222.97865511912607,196608000.0,dual_color,0.007228476089349,0.3,-0.9,0.1519908168440048,0.0,5.725144940653497,9.685608715247527e-05,0.006717557523600537,0.31,-0.9,0.1817961646373166,25.0,40500
3,2.679488071546283,1.6371036203554148,8.10903984122934,122.52492322274952,10.940623272617776,495.2472636185871,196608000.0,single_edge,0.0077826965063678,0.1,0.0,3.764909228803546e-13,0.0,2.679488071546283,9.685608715247527e-05,0.006719184056643734,0.13,-0.4,1.7400890311157963e-08,0.0,40500
4,8.39586179784175,6.058450032316043,13.341595221308332,17.236535688130477,6.559370506306624,120.03518356284408,196608000.0,dual_color,0.0129138418740904,0.2,-0.6,0.0008186467313586,0.0,8.39586179784175,9.685608715247527e-05,0.012181697700578309,0.23,-0.7,0.007659297538826641,0.0,12000
5,5.160510431667229,3.766028159610591,7.597436230103673,12.750750947691705,5.68680378073307,93.31805236226896,196608000.0,dual_color,0.0119024347835539,0.3,-0.8,0.089497718762244,0.0,4.957848257478535,9.685608715247527e-05,0.009154828723059283,0.4,-0.97,0.9162742140174562,25.0,22780
6,1.9249292296373088,1.2869612339687295,4.433128552119009,45.66235283394391,6.3854088817886,327.7953312352622,196608000.0,single_edge,0.0072563820989636,0.3,-0.8,0.0296318276961135,50.0,1.9249292296373088,9.685608715247527e-05,0.006397700312846977,0.25,-0.7,0.004442428691522354,0.0,45562
7,3.2913228279569324,2.7662743584509086,4.851658251472456,5.227188802742786,0.5102706931915627,110.22617188106383,196608000.0,inside_out,0.0367379733549549,0.3,2.8,0.0003565690932271,0.0,3.2106209059684128,9.685608715247527e-05,0.03673434019823352,0.33,2.6,0.001229555148410928,25.0,1422
8,0.2367476409489315,0.1563123130095988,0.6236294227002988,75.54652106283888,6.250231390097607,433.4881356496738,196608000.0,misc,0.0394919988622118,0.1,3.7,6.182307051244515e-19,50.0,0.2023066724372181,9.685608715247527e-05,0.0394919988622118,0.1,3.7,6.182307051244515e-19,50.0,1125
9,1.9192312590593483,1.0662177301211526,4.617492006214466,68.08162306037185,12.34836597158528,328.3374048090639,196608000.0,multi_edge,0.0126756276728125,0.1,-0.2,8.17895238980073e-13,0.0,1.9192312590593483,9.685608715247527e-05,0.009795546784434728,0.13,-0.5,2.136329031697522e-08,0.0,20250
10,2.2275801240370985,1.5155294011820306,5.20633405470314,48.98365133497556,7.894433012974511,377.1541066493951,196608000.0,single_edge,0.0107140928210116,0.2,-0.7,0.0003314851375055,0.0,2.2275801240370985,9.685608715247527e-05,0.008876826356954304,0.23,-0.8,0.003060883287115866,0.0,24000
11,1.6999184719773517,1.119133211208044,4.547002304331378,64.2194959875707,8.273990861719815,355.98712584115134,196608000.0,single_edge,0.0107982409841532,0.2,-0.6,0.0001439899691565,50.0,1.5401706976944887,9.685608715247527e-05,0.009434371410826814,0.18,-0.5,1.8703780143850217e-05,25.0,20250
12,1.6569456877173558,0.9611279676234478,7.856600631669432,298.516480807408,9.76629714012123,664.5851120897548,196608000.0,single_edge,0.0077241657137853,0.1,0.3,5.4124512452144535e-14,0.0,1.4215597187651499,9.685608715247527e-05,0.00739009140840996,0.12,0.1,8.617414993114418e-11,25.0,34171
13,2.4075446478999063,1.4834941909209147,5.884890954504874,92.94458962229778,9.916190485915353,449.4675132114023,196608000.0,single_edge,0.0084642386871709,0.1,0.2,1.2490358876746754e-13,0.0,2.4075446478999063,9.685608715247527e-05,0.0084642386871709,0.1,0.2,1.2490358876746754e-13,0.0,27000
14,2.8391859262125068,1.931366276972369,6.7861683135117765,51.73897643802968,9.037732914545868,384.64411172337503,196608000.0,single_edge,0.011778081960145,0.2,-0.8,0.000672319899647,0.0,2.8391859262125068,9.685608715247527e-05,0.00848662987107962,0.2,-0.77,0.0005819912937857955,0.0,27000
15,5.951418517727568,5.2181956477875815,7.498228839146722,1.7421877683312692,0.026622079070868,33.18062811729258,196608000.0,inside_out,0.0654852829404492,7.2,1.1,8.27628103996856,0.0,5.951418517727568,9.685608715247527e-05,0.0654852829404492,7.2,1.1,8.27628103996856,0.0,421
16,1.900067605426854,1.0751146593760372,5.79657453364156,118.23864846807602,10.071021347163434,492.1226391816457,196608000.0,multi_edge,0.0079464343167491,0.1,0.2,9.857564345717977e-14,0.0,1.900067605426854,9.685608715247527e-05,0.00627739175445885,0.08,0.7,1.9430070571201528e-19,0.0,48000
17,4.484463494558428,3.2170225473590683,6.5222354703961125,17.416645438176285,7.726595520030191,107.14181362494114,196608000.0,dual_color,0.0189411930491191,0.2,-0.7,0.0005469092583181,200.0,3.813067468214228,9.685608715247527e-05,0.017489836138685932,0.2,-0.72,0.0006204197423112629,150.0,6000
18,1.479286374195144,0.8393175939212774,7.361684899137643,317.20962645379984,11.894327503940229,654.4141851106974,196608000.0,multi_edge,0.0061806892840136,0.1,0.1,1.247114099456315e-13,0.0,1.4792863741951439,9.685608715247527e-05,0.004327202029763333,0.11,0.0,7.459520369709853e-12,0.0,96000
20,5.810676740614182,4.02905735961397,10.06941476391705,22.719977862804104,7.069055161314855,185.1165593249854,196608000.0,dual_color,0.0098300226258192,0.2,-0.4,0.0002459775038665,50.0,5.810676740614182,9.685608715247527e-05,0.009194891304546093,0.18,-0.3,3.283920642124188e-05,0.0,22780
21,18.37377069274688,16.020231740972456,24.983082073227656,3.397740572902885,0.460890317549297,73.84768355102506,196608000.0,eye,0.037782729043316,2.7,-0.8,44.98746189850359,0.0,18.373770692746874,9.685608715247527e-05,0.037498325544708,3.0,-0.81,46.05633975045419,0.0,1264
22,2.371969356268335,1.4995528117005466,5.922041999697612,62.31668759479878,10.441858353118947,403.3979315016071,196608000.0,multi_edge,0.0099883686270908,0.1,0.1,1.99969152645648e-13,0.0,2.371969356268335,9.685608715247527e-05,0.009904540049281096,0.12,-0.2,5.589250268543797e-10,0.0,18000
23,2.415091588573397,1.6623905870664966,5.118014324501442,41.44302316771192,8.242553413755193,308.8598120447427,196608000.0,single_edge,0.00951670362871,0.2,-0.7,0.0003593886292519,0.0,2.415091588573397,9.685608715247527e-05,0.00951670362871,0.2,-0.7,0.0003593886292519,0.0,20250
24,2.472401909489476,1.436533875203784,6.308028836831355,80.30207909879813,12.19296912742676,416.43802964921855,196608000.0,single_edge,0.0086455051342305,0.1,0.1,1.751285693394757e-13,50.0,2.472401909489476,9.685608715247527e-05,0.00820484386285536,0.09,0.2,1.2949819205926478e-15,0.0,27000
