filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,53297.164,41834.84,64967.58,4.950205,3.0202105,9.423482,65536000.0,"(2.0, 0.5, 0.044)"
1,19036.113,14767.145,24366.299,6.5514154,3.9600835,13.359611,65536000.0,"(2.0, 0.5, 0.065)"
2,7753.157,6039.0757,9856.439,7.599971,4.060136,17.62475,65536000.0,"(2.0, 0.5, 0.096)"
3,3045.216,2303.2598,3915.3914,8.890267,4.8865848,21.868956,65536000.0,"(2.0, 0.5, 0.141)"
4,1302.0853,960.97577,1655.8224,9.619346,5.5805326,23.162615,65536000.0,"(2.0, 0.5, 0.208)"
5,512.7987,374.2846,667.9359,11.261219,6.061162,26.93173,65536000.0,"(2.0, 0.5, 0.306)"
6,354.43408,261.12814,466.77124,10.453091,5.9646945,24.64368,65536000.0,"(2.0, 0.5, 0.45)"
7,72789.0,58219.42,91857.51,6.210428,3.580646,12.645504,65536000.0,"(2.0, 1.0, 0.044)"
8,27265.473,20917.25,34807.19,7.6330414,4.0593753,18.132977,65536000.0,"(2.0, 1.0, 0.065)"
9,10545.252,8084.2554,13616.229,9.25737,4.764902,31.153488,65536000.0,"(2.0, 1.0, 0.096)"
10,4141.932,3122.2686,5535.171,10.924361,5.21133,32.540318,65536000.0,"(2.0, 1.0, 0.141)"
11,1701.6533,1212.9673,2310.3298,12.721089,5.983361,43.78405,65536000.0,"(2.0, 1.0, 0.208)"
12,724.9698,513.71967,985.85364,13.549656,6.5235043,43.306362,65536000.0,"(2.0, 1.0, 0.306)"
13,381.20267,280.99255,519.9939,15.375643,6.969979,52.325737,65536000.0,"(2.0, 1.0, 0.45)"
14,50029.69,39673.21,63215.203,6.4783154,3.802859,13.898336,65536000.0,"(3.0, 0.5, 0.044)"
15,18344.752,13848.912,24079.63,8.538059,4.720681,21.42266,65536000.0,"(3.0, 0.5, 0.065)"
16,7200.649,5480.597,9435.953,10.599861,5.3150873,31.406591,65536000.0,"(3.0, 0.5, 0.096)"
17,2915.957,2134.721,3911.2366,11.990923,6.340805,36.43879,65536000.0,"(3.0, 0.5, 0.141)"
18,1236.5056,877.4134,1750.3567,14.0998745,6.948854,55.538895,65536000.0,"(3.0, 0.5, 0.208)"
19,557.11536,410.5808,758.32355,15.177422,7.393474,55.450844,65536000.0,"(3.0, 0.5, 0.306)"
20,285.51083,202.8212,405.89417,15.646959,7.996571,57.405144,65536000.0,"(3.0, 0.5, 0.45)"
21,58546.016,44826.79,78489.914,9.84771,5.0225735,32.830128,65536000.0,"(3.0, 1.0, 0.044)"
22,21690.967,15410.97,29482.139,13.436298,6.112811,35.1284,65536000.0,"(3.0, 1.0, 0.065)"
23,8192.324,6076.134,11890.8545,16.865154,6.9903975,65.9809,65536000.0,"(3.0, 1.0, 0.096)"
24,3318.3335,2282.739,4953.669,18.907888,7.3075337,71.60825,65536000.0,"(3.0, 1.0, 0.141)"
25,1405.9277,968.062,2122.143,20.439749,8.073719,69.71674,65536000.0,"(3.0, 1.0, 0.208)"
26,638.012,432.68744,1000.3823,27.156551,7.85332,111.67429,65536000.0,"(3.0, 1.0, 0.306)"
27,299.3036,201.45241,460.93906,23.86192,8.525979,117.65025,65536000.0,"(3.0, 1.0, 0.45)"
28,46680.42,36940.71,61757.773,7.419797,3.3191292,26.140959,65536000.0,"(4.0, 0.5, 0.044)"
29,17822.12,13362.374,23680.021,9.644798,4.4007497,39.944645,65536000.0,"(4.0, 0.5, 0.065)"
30,6923.0356,5158.335,9401.225,12.479336,4.9766936,67.78659,65536000.0,"(4.0, 0.5, 0.096)"
31,2739.1924,1951.6543,4048.8306,15.058035,5.8404636,80.844315,65536000.0,"(4.0, 0.5, 0.141)"
32,1188.8745,853.8332,1673.8864,17.187214,6.2883387,86.60422,65536000.0,"(4.0, 0.5, 0.208)"
33,551.6042,394.30023,808.43085,17.228008,6.853034,97.26567,65536000.0,"(4.0, 0.5, 0.306)"
34,264.026,182.0976,389.22482,19.28463,7.814371,99.47026,65536000.0,"(4.0, 0.5, 0.45)"
35,53505.465,39911.207,70069.13,11.339852,5.54182,30.439117,65536000.0,"(4.0, 1.0, 0.044)"
36,20815.871,15331.447,32790.074,18.28332,6.393845,121.94501,65536000.0,"(4.0, 1.0, 0.065)"
37,7727.7344,5266.215,11994.343,23.414326,7.0170975,143.5153,65536000.0,"(4.0, 1.0, 0.096)"
38,3115.8599,2113.2234,5405.4365,30.121399,8.423604,208.51538,65536000.0,"(4.0, 1.0, 0.141)"
39,1252.1841,833.5183,2023.8243,27.96492,8.288662,141.54312,65536000.0,"(4.0, 1.0, 0.208)"
40,610.8796,387.47992,1037.0771,32.49802,9.365121,180.06828,65536000.0,"(4.0, 1.0, 0.306)"
41,292.8568,196.4513,486.78995,30.545387,9.9885435,153.65086,65536000.0,"(4.0, 1.0, 0.45)"
