band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,1021.58984,632.2725,1625.9467,360.00027,103.51794,707.783,45000.0,0.009087586816409199,0.1,2.9,3.73945448679738e-15,200.0,264.59756,0.0063984224173442
5,613.385,337.52048,1441.5681,1149.939,99.62486,3055.2026,117000.0,0.00664940126190261,0.1,2.1,1.2938952550014107e-14,350.0,149.78845,0.003969010248311788
8,207.88104,118.970184,419.7442,744.87524,90.633835,2225.1548,189000.0,0.005866230797214933,0.1,2.8,9.757825060255472e-16,350.0,56.017433,0.003123040397909581
11,118.82214,50.023308,488.23645,5619.6646,83.86558,6158.5415,495000.0,0.003920136625429227,0.1,3.0,3.211735339394285e-16,250.0,27.890636,0.0019299803152697053
14,40.410416,20.525957,130.47237,2531.1377,77.29959,4791.7,1134000.0,0.002749478770597169,0.1,3.3,8.089977425926469e-17,200.0,12.6772,0.0012751894232635628
17,25.864876,9.5958605,151.85959,11999.471,68.112076,7838.7065,2574000.0,0.0020961049739335767,0.1,3.1,6.256920782031708e-17,150.0,6.640939,0.0008464353782179778
20,13.953182,5.587813,65.674805,7428.8384,72.217384,6734.749,5967000.0,0.003041734629836158,0.1,2.7,7.644156697852467e-17,200.0,3.5444243,0.0005559445407404772
23,6.57323,2.1827009,44.12628,17039.291,63.02164,8338.48,13887000.0,0.004685369978306209,0.1,2.3,7.649174644786181e-17,200.0,1.4372928,0.0003644288842482448
26,3.9533613,0.61780876,40.39067,33131.473,70.19872,9346.549,31968000.0,0.0058392951361060375,0.1,1.6,1.2842197444231083e-16,200.0,0.39502478,0.0002401951053511448
29,0.41898188,0.07727063,3.4183059,27537.832,85.778534,9120.488,73701000.0,0.008782651588489565,0.1,1.1,6.312911515461927e-17,300.0,0.042054906,0.00015819341995114793
32,0.013868322,0.0080127455,0.031387325,1045.7852,83.57656,2666.298,59634000.0,0.010923426640344569,0.1,1.8,7.068627418449515e-19,500.0,0.0037743447,0.00017586420018087293
