band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.0062830048922671924,0.005638953734879717,0.007105662148921979,17.993399198987344,8.04152350576046,47.957725783532055,198462.0
3,0.0037743971736872847,0.0032621959621848915,0.00450032647168977,38.12870188748194,12.843293284256154,100.10743057084505,220998.0
5,2.127549191144852,1.942131389487552,2.3188269209817998,9.865385095181772,8.70534072531155,11.115354285839286,2188982.0
6,1.5995423934788477,1.4623844188753428,1.7406552281680647,9.4588897291657,8.464679709080395,10.498784586836308,1105744.0
8,0.1933637595149107,0.16729646898693254,0.22312926795438148,29.65474349289024,20.276414510436066,40.35405733086262,7167056.0
9,0.03788460057257133,0.03361035971418183,0.04337352025610051,22.216563243078934,10.59636190305621,59.818701599616624,10753786.0
11,0.016592359924561144,0.013690676861451163,0.02004884157073384,51.969945621463616,32.299451174817754,94.28699244801471,13627424.0
12,0.009705410393734383,0.0077737630167489195,0.012107611535837379,71.8107130384046,43.84499458993285,138.32958907474534,44877886.0
14,0.0005655160492385532,0.0004415230554858678,0.0007978775849949021,135.13170743739892,42.11703634851112,480.9719973808964,25267410.0
16,0.00013102783283594745,8.294100299214212e-05,0.0002208365449516388,397.2856667636327,115.83723701676475,1094.6152262724963,16522856.0
