band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,98473.0,0.5,-1.0,0.0043647167550965,100.0,0.4,-0.93,0.0016782563784935084,0.0029237915946348503,75.0,221563
3,109656.0,0.1,-0.4,0.0109298528200863,500.0,0.1,-0.44,1.2117072476272252e-13,0.010075674509335886,425.0,17347
5,1086255.0,0.5,-1.2,0.0103758058365528,75.0,0.47,-1.2,1.5526681385981036,0.009810283633104447,0.0,19093
6,548700.0,0.5,-1.2,0.01069423874149,50.0,0.4,-1.15,0.5796941005376963,0.010253579523990405,0.0,17146
8,3556612.0,0.5,-1.1,0.0038670795764882,200.0,0.46,-1.1,0.07807815340257444,0.0024909692755151758,125.0,300423
9,5336598.0,0.5,-1.1,0.0033308600485594,0.0,0.6,-1.13,0.05442503075735974,0.0022186121681883886,25.0,375228
11,6762724.0,0.2,-0.9,0.0065924705293862,100.0,0.2,-0.94,7.305503927570724e-06,0.0032194044061896188,25.0,178312
12,22271101.0,0.1,-0.4,0.0046997716285021,25.0,0.1,-0.45,1.449272340253359e-14,0.002888031202998298,0.0,220207
14,12539235.0,0.1,-0.3,0.0031611331119067,25.0,0.1,-0.28,2.586694497467312e-16,0.003044180168284673,25.0,195925
16,8199664.0,0.1,-0.3,0.00765168728517,300.0,0.1,-0.27,1.5547128547560524e-17,0.0061121474910589176,300.0,48043
