band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,278295238274516.56,278295238274516.56,197125597875269.2,174254372747516.12,157362426506431.28,143880260569240.47,121637950910333.28,104815224997969.4,91094845996015.77,79390430707850.4,69435389932846.56,47043875601989.15,0.0100175298121663,0.0150294117524033,0.0252919061566112,0.0348914390040838,0.045121822961551,0.0643227018399348,0.0811965404480805,0.0968003751612569,0.1116495350924356,0.1256355620439083,0.1638504984097664,0.05118687325291005,0.04119088871040377,0.029831495642238276,0.016203898462639366,0.010017529812166304,,,,,
5,452661312947573.2,452661312947573.2,234680802530053.38,171501677473580.6,143007185475185.62,126521913076679.23,108449554788168.08,97812209280050.36,89855945311144.16,83518988176450.06,78240922330011.8,65540737083113.984,0.0191433999619183,0.0191433999619183,0.0094513898489082,0.0108505371961055,0.014332446838621,0.0204693553294812,0.0277890987564714,0.0354690428708217,0.0418074174236882,0.0477377960563223,0.0663489743205035,0.023823072029234393,0.017935238801990813,0.012732855520916408,0.0107781392742885,0.009451389848908281,0.011959105542092134,0.011959105542092134,,,
8,80862585621424.75,80862585621424.75,53233024245574.586,45364145081927.7,41460884459437.79,38845815344844.24,35561731134718.4,33624153156110.98,32253073222480.957,31123514816063.97,30139905833541.0,27785122122587.0,0.0075979219955745,0.0075979219955745,0.0075979219955745,0.0069411394501285,0.0056117383548786,0.007017088261574,0.0093625751386706,0.0134094405591249,0.0174839778287796,0.0211492321260802,0.0303997540664755,0.018703884219231415,0.016242496117796268,0.013177714591054934,0.00951593846350235,0.005611738354878604,0.0065812616195029955,0.009769665708281826,0.017367948139473996,0.020283572159343732,
11,8073604105246.272,8073604105246.272,7573407432663.905,7425054286813.2705,7310233448849.225,7215916849656.145,7060988337104.797,6934649977986.367,6824417932516.603,6725003543312.234,6633542193547.42,6394509753261.435,0.0071699994580897,0.0035114831181271,0.0022891512404859,0.0018708915379878,0.0027374374480844,0.0052203753938016,0.0072849150811507,0.0091162832301174,0.0107925151937989,0.0123556995080496,0.0165393365523606,0.004670159180412831,0.003596011105239494,0.0027885916541630085,0.002328824670070633,0.0018708915379878066,0.0022698351728698274,0.003461639797463223,0.007616397101144541,,
14,202179984982493.7,202179984982493.7,188702120600845.1,180766648295005.56,174704069363767.34,169424893792029.4,160670407020120.66,153435728285177.84,147070013359976.44,141379688407975.5,136207627772884.52,123163598169607.86,0.0245553487674378,0.0259560199874779,0.0233943625524677,0.0213598524852468,0.0211280587044154,0.0229078552838565,0.0234819270603935,0.0230748064933892,0.0242114387213554,0.0252880043879552,0.0263852027171785,0.02216119533197536,0.021706520402425634,0.021548739634185334,0.021251650421185306,0.02089168463200533,0.020991998816632496,0.021319411098075447,0.02176419125641349,0.020925139045767538,169424893792029.4
17,388727018185452.5,388727018185452.5,377294205035999.0,370598259203183.6,365180963567620.56,360483799689518.9,352357561558679.44,345388229209727.6,339189750340482.6,333547035961774.2,328336523951733.3,314564390045000.8,0.0090450487431444,0.0095827980937018,0.009959713506851,0.0104236170273305,0.0105664616290251,0.0111843283964932,0.0117484773533574,0.0122934900079094,0.0127989968476648,0.0132834219336345,0.0145657591238631,0.01037800132849881,0.010359119431179509,0.00977611333834838,0.009367559999275882,0.00904504874314449,,,,,
20,105356134955279.16,105356134955279.16,101232566758967.28,99052694517650.94,97264388228345.4,95713069336881.3,93066606966097.44,90806090704572.58,88812329688093.22,87016513977069.06,85381590568067.03,81134044497796.16,0.0033823499533583,0.0023550292398079,0.0022663263633307,0.0028257043386595,0.0033425411701723,0.0042793449632269,0.0051849756325869,0.0060111721209493,0.0067917127982759,0.0075247767386659,0.0095762770434823,0.004201492287339743,0.0037781844700685366,0.0032988770338699992,0.0028011716831034088,0.0022663263633307916,0.0023550292398079042,0.003217865301393452,,,
23,10309471259365.898,10309471259365.898,9931376155686.67,9751091359911.994,9609331597006.717,9488285036311.473,9283699198279.094,9109385376348.943,8955510887201.283,8817015441508.145,8689916517825.153,8358037196809.179,0.002758975277354,0.0023102934544304,0.0010507482095336,0.0014628459900022,0.0017999280940693,0.0025364683377865,0.0033726967728261,0.0042347274531628,0.0050567587106371,0.0058421008569739,0.0080155065630701,0.002663998034472221,0.002215670120081545,0.0018709125420641563,0.00210294198163985,0.001050748209533603,0.0023102934544304565,0.003359769274272173,,,
26,4820485200232.355,4820485200232.355,4698803615272.745,4624843904499.065,4563674220210.572,4510020975794.055,4416616624003.821,4335373321203.9976,4262526088146.799,4196027265409.136,4134520523520.07,3972312144460.3457,0.0003869155984533,0.0012053652880435,0.0018799354037131,0.0025025614813657,0.0032030409806977,0.0036601247626585,0.0045320127858501,0.0053618983860343,0.0061421793956383,0.0068916830478083,0.009001443511707,0.0029178101835207124,0.002394935506640522,0.0018487317983432797,0.0011691439806911508,0.0003869155984533301,,,,,
30,64016400967.41794,64016400967.41794,61724767204.38527,60418679443.99269,59353377894.06596,58427215349.92152,56830457986.28124,55453326883.90351,54226697062.029045,53113625780.20116,52088755911.30248,49406961662.90389,0.0029840890454505,0.0031930867171123,0.0038992223630231,0.0044199110520211,0.0048859864887491,0.0059294528030688,0.0066645773682782,0.0075258274397323,0.0083323057073105,0.0091104036668801,0.0111337703049655,0.005641460954015569,0.0050801192387962615,0.004677387434000688,0.0038538475850675782,0.0029840890454505622,,,,,
