filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,best_augmented_var,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,52153.13,52153.13,50445.613,49268.836,47342.79,0.0075729684246069,0.0085770934020015,0.0090385683545098,0.0099550836612239,0.007960540796306995,0.007664340663079194,0.006939747446124675,52153.13,0.006517509391513077,0.0058036549224265155,,,,
1,19445.803,19445.803,18722.314,18227.514,17418.117,0.0046502673246163,0.0051434488719935,0.0054831831049058,0.0065399200895835,0.004394869490519149,0.004265152200316091,0.004227148077674936,19445.803,0.003721744596763464,0.00336445564662613,,,,
2,7714.107,7714.107,7391.472,7173.997,6817.4844,0.0042914196490235,0.0062792411403573,0.0055013461203096,0.007697181498339,0.004718058037679218,0.00468519115446242,0.004449528141444392,7714.107,0.0041917293854244475,0.003784461570331743,,,,
3,3096.094,3096.094,2944.0215,2844.452,2684.8552,0.0044655645745846,0.006835987893688,0.0055735985609081,0.0078343099352865,0.004483260607169033,0.004786251458701596,0.004217684140168043,3096.094,0.003639076624219806,0.0034855220359674144,,,,
4,1261.2007,1261.2007,1194.4889,1151.5037,1083.9493,0.0059062084431452,0.0081930485951984,0.0067987901956693,0.0080863368749184,0.004794923271572049,0.0043958930725817025,0.004396123633196136,1261.2007,0.004397343245346352,0.004394468820400399,,,,
5,525.8119,525.8119,496.83908,477.59705,446.72168,0.0088048163050202,0.008690735019346,0.0079692366434757,0.0084198061833937,0.00796759353195603,0.007967612032831473,0.007967637555334584,446.72168,0.00796767499808354,0.00796772963645459,0.007967809161611883,0.007967932228687857,0.0079681501760267,0.007967910178290072
6,351.48444,351.48444,332.41257,319.94656,299.86322,0.0093840547889555,0.0093824722722079,0.0093813622641565,0.0093528570142175,0.009346423523190706,0.00934523014379296,0.009344917455326562,314.42892,0.009344589870885267,0.009345285640338263,0.009346000096462415,0.009344643898615779,0.00934431483148146,0.009345143469537465
7,74528.445,74528.445,71663.62,69701.18,66531.34,0.0069439667061814,0.0061998787113831,0.0057096746463636,0.0076054920482436,0.006488456872510984,0.006008741396513223,0.005573029405554264,72838.81,0.005118722063178982,0.004642099378798448,0.00406756708212197,0.0035223618154915093,0.0034304294011078817,0.0034304294011078817
8,27890.346,27890.346,26689.258,25864.736,24562.441,0.0050634499126235,0.0041617932522394,0.0039487997997324,0.0046251829626658,0.004535722535159024,0.004267133374359466,0.0038972887653309675,27185.936,0.0036157557546446784,0.0033083700406496552,0.002997101748081321,0.0027076734890127165,0.002119517402602491,0.0024154356687575707
9,10625.615,10625.615,10070.759,9711.743,9153.844,0.0044570059730003,0.0035852605944934,0.0038460915011447,0.0046327463250447,0.0039150405310399705,0.0035361150166889344,0.00313909951642688,10625.615,0.0028469045127960182,0.0026029695602891867,0.0026063582497623528,0.002334058426691654,,
10,4079.0178,4079.0178,3834.0884,3682.0244,3452.3164,0.0040460123211046,0.0047500732012583,0.0032764441895048,0.0044311697297688,0.0043733177210829866,0.004022659815014172,0.0037204984673036012,4079.0178,0.003341116516099918,0.003141900992949087,0.0026678764694967154,0.0022253654560844827,0.0026445061650695045,0.0018307950104297088
11,1757.257,1757.257,1646.8422,1578.8295,1475.275,0.005187985931691,0.0036757647556558,0.0040030348480475,0.0064722738596382,0.003941183475424048,0.003765403553135229,0.0036722079571400723,1757.257,0.003667863447893882,0.0036671152130727247,0.003666945897213336,0.003666306495116345,,
12,731.0304,731.0304,678.8521,647.43994,600.7903,0.007785602705246,0.0060794075507074,0.006847175192537,0.0069010054949821,0.005326970626422178,0.005327380321239028,0.00532781574218022,622.2576,0.005328285746391104,0.005327054274689935,0.005327676558254446,0.005327847072773284,,
13,393.4526,393.4526,365.7679,348.53043,322.81204,0.0100643755201849,0.0100615657506619,0.0100596495798896,0.0100347359090822,0.009836229088930226,0.009838251560293998,0.009840321682341835,328.58994,0.009842445090558094,0.009844627650271665,0.009811092779989705,0.009835413876899124,0.009837979259803342,0.00984069994272807
14,50395.01,50395.01,48320.434,47008.582,44909.613,0.0078892588726265,0.0067058113651104,0.0079370731688873,0.0089361904830239,0.006799560852584721,0.006401957698458638,0.005865244662240476,50395.01,0.005335580505178683,0.004782864101649374,0.004298056789083127,0.0039152159855209145,,
15,18874.373,18874.373,17995.455,17434.695,16546.535,0.0052543546633301,0.0041376189672024,0.005271343570426,0.0064497447467835,0.0052044901284309456,0.005148608308416569,0.004777737756558542,18874.373,0.0045697585046894015,0.00413761896720246,0.004176040352225463,0.004043540094036957,,
16,7003.579,7003.579,6606.9155,6366.612,5992.9185,0.0054902833238512,0.0061533487430494,0.0066039294847362,0.0065706775347467,0.0051321798348975545,0.004913530456801096,0.004707621679684304,7003.579,0.005080948399972085,0.003963515208995516,,,,
17,2755.617,2755.617,2578.7922,2473.1758,2310.3389,0.0049133521091874,0.0057919535553436,0.0074591133852305,0.0090665847888993,0.0057131549145144,0.0052941678281382964,0.0048224243353472,2578.7922,0.004894348160489281,0.004913352109187474,,,,
18,1250.4196,1250.4196,1165.3624,1113.5876,1036.2365,0.0097249060146069,0.0075388903097329,0.005469296659979,0.0076496053493207,0.005826515572322721,0.005932164768791548,0.005549460825258978,1250.4196,0.005059799111415464,0.005469296659979084,0.004996001586208353,0.004465499789340854,0.0038412072528566377,0.0033638288285845613
19,557.48553,557.48553,518.7492,495.14505,459.17398,0.0066675796132463,0.0075980175191625,0.0069355254955039,0.0078025676989961,0.005079159246685339,0.004863988820443033,0.004616600155966238,533.5858,0.0045120924505832605,0.004534121818308479,,,,
