band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.02948862121047605,0.023872546160242335,0.036184471105492666,62.912877543851295,39.554258197350144,92.9253598076243,98098.0
3,0.45695630881276766,0.4030680869900892,0.5151633187579304,20.63442799525497,17.34709086164232,24.23160788807081,109212.0
5,2.0540750755858106,1.901038830354865,2.2118079903576526,6.6903790680546535,5.783196991781494,7.695582395555381,1081864.0
6,1.4371025797221268,1.3239737015581217,1.5537422614190237,7.705142776599796,6.794343047306641,8.68334140374318,546468.0
8,0.11923045292271141,0.10509955164548446,0.13565002547636698,22.735537674695,14.230039882734452,38.64973245955818,3541926.0
9,0.03866770635377723,0.034168153663116325,0.044289139970672055,22.991528698355786,12.29751296209955,58.7167615311508,5314425.0
11,0.017660436665729196,0.014537945807656775,0.021348096587230796,52.61924736234592,33.954769478424915,94.025944018122,6734585.0
12,0.005025361482475439,0.003984616273502163,0.006605769005065142,93.95777844366081,41.20698171518031,280.08425842499435,22178309.0
14,0.0003425828701842309,0.0002664017108649571,0.0004547088352606352,107.90409896316922,46.00734988268859,303.7763152547337,12486961.0
16,8.896086418327651e-05,5.7727529427674645e-05,0.00014385710438582277,337.95586627527956,110.8066859985576,914.2501017677963,8165465.0
