band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,685344260.0,600095900.0,777095700.0,22.937462,19.237597,27.805487,57630782.0,0.011944610641055675,0.1,-0.3,0.0005102931360978418,25.0,653142460.0,0.000178894519695685
5,1720905300.0,1589507800.0,1857453400.0,7.1616364,6.278728,8.114003,57630782.0,0.03458784741138976,0.2,-0.5,94048.31322751322,350.0,1422010500.0,0.000178894519695685
8,1589683800.0,1483642600.0,1698855600.0,4.965143,4.374576,5.5784855,57630782.0,0.025057729179109797,0.2,-0.1,28673.95093795089,0.0,1589683800.0,0.000178894519695685
11,1406790700.0,1320917100.0,1494175100.0,3.765583,3.4026806,4.146911,57630782.0,0.029153932250075454,0.2,-0.2,34034.78605412474,0.0,1406790700.0,0.000178894519695685
14,413641380.0,379687360.0,448736300.0,8.555159,7.6030207,9.561466,57630782.0,0.01952769265749106,0.2,-0.6,39484.94513765102,25.0,404948960.0,0.000178894519695685
18,86584970.0,79468390.0,94221070.0,8.942694,7.1178703,11.266998,57630782.0,0.019641511773415832,0.2,-0.3,2863.2595238095196,0.0,86584970.0,0.000178894519695685
21,33660616.0,30530904.0,37075056.0,11.999883,8.983744,16.47326,57630782.0,0.018455833543883998,0.2,-0.5,2226.2312169312167,0.0,33660616.0,0.000178894519695685
24,16528046.0,14294029.0,19005382.0,28.78075,22.489761,36.190422,57630782.0,0.006889003530982207,0.2,-0.9,6558.74841269841,0.0,16528046.0,0.000178894519695685
27,7214117.5,6049044.5,8504491.0,41.735855,32.77802,52.597347,57630782.0,0.009753997712281692,0.2,-1.0,3171.1921855921855,250.0,4463948.5,0.000178894519695685
31,222565.25,178076.02,283958.25,79.63788,42.82666,217.25969,57630782.0,0.02840304570848362,0.3,-1.2,11301.05362592702,350.0,104653.73,0.000178894519695685
